"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80010900000242","Nodes","242",21.000000,25.259045,"DDS demands","Known Flow",457341.221220,150415.684731,,0.000000,,,,,-5.689999,,,,,,-5.088099,-5.689999,,"",,,,,"D1 PROFILE",,,,,
"80010900011016","Nodes","11016",21.000000,34.521108,"DDS demands","Known Flow",457351.839606,150089.857051,,0.000000,,,,,-2.589999,,,,,,-2.316024,-2.589999,,"",,,,,"D1 PROFILE",,,,,
"80010900011030","Nodes","11030",21.000000,34.634459,"Default Known Flow Node","Known Flow",457331.631484,150107.524791,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000086","Nodes","86",21.000000,33.071333,"DDS demands","Known Flow",457856.317465,149999.835822,,0.000000,,,,,-12.859999,,,,,,-11.499641,-12.859999,,"",,,,,"D1 PROFILE",,,,,
"80010900000034","Nodes","34",21.000000,34.911458,"DDS demands","Known Flow",457475.907472,150111.558808,,0.000000,,,,,-4.790000,,,,,,-4.283303,-4.790000,,"",,,,,"D1 PROFILE",,,,,
"80010900000038","Nodes","38",21.000000,34.589541,"DDS demands","Known Flow",457564.291787,150167.352870,,0.000000,,,,,-13.619999,,,,,,-12.179247,-13.619999,,"",,,,,"D1 PROFILE",,,,,
"80010900000072","Nodes","72",21.000000,33.387398,"DDS demands","Known Flow",457891.331291,150120.507161,,0.000000,,,,,-11.109999,,,,,,-9.934760,-11.109999,,"",,,,,"D1 PROFILE",,,,,
"80010900000073","Nodes","73",21.000000,33.441336,"DDS demands","Known Flow",457965.969226,150148.215475,,0.000000,,,,,-7.909999,,,,,,-7.073263,-7.909999,,"",,,,,"D1 PROFILE",,,,,
"80010900000262","Nodes","262",21.000000,36.571221,"DDS demands","Known Flow",457978.483425,150359.579288,,0.000000,,,,,-5.189999,,,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,,,
"80010900000272","Nodes","272",21.000000,31.845137,"DDS demands","Known Flow",457520.747951,150002.282689,,0.000000,,,,,-21.110000,,,,,,-18.876939,-21.110000,,"",,,,,"D1 PROFILE",,,,,
"80010900000030","Nodes","30",21.000000,35.144628,"DDS demands","Known Flow",457507.169148,150242.506823,,0.000000,,,,,-1.129999,,,,,,-1.010466,-1.129999,,"",,,,,"D1 PROFILE",,,,,
"80010900000036","Nodes","36",21.000000,34.558974,"DDS demands","Known Flow",457529.920841,150109.662115,,0.000000,,,,,-5.179999,,,,,,-4.632048,-5.179999,,"",,,,,"D1 PROFILE",,,,,
"80010900000201","Nodes","201",21.000000,35.837103,"DDS demands","Known Flow",457687.790697,150445.341148,,0.000000,,,,,-3.729999,,,,,,-3.335432,-3.729999,,"",,,,,"D1 PROFILE",,,,,
"80010900000200","Nodes","200",21.000000,35.686671,"DDS demands","Known Flow",457716.189705,150420.710141,,0.000000,,,,,-4.920000,,,,,,-4.399552,-4.920000,,"",,,,,"D1 PROFILE",,,,,
"80010900000045","Nodes","45",21.000000,34.187191,"DDS demands","Known Flow",457688.998709,150193.238797,,0.000000,,,,,-6.690000,,,,,,-5.982318,-6.690000,,"",,,,,"D1 PROFILE",,,,,
"80010900000044","Nodes","44",21.000000,33.750464,"DDS demands","Known Flow",457703.501194,150125.472752,,0.000000,,,,,-12.539999,,,,,,-11.213492,-12.539999,,"",,,,,"D1 PROFILE",,,,,
"80010900000198","Nodes","198",21.000000,35.725906,"DDS demands","Known Flow",457707.694702,150453.716150,,0.000000,,,,,-8.569999,,,,,,-7.663447,-8.569999,,"",,,,,"D1 PROFILE",,,,,
"80010900011021","Nodes","11021",21.000000,35.704445,"Default Known Flow Node","Known Flow",457723.704707,150460.316152,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000199","Nodes","199",21.000000,35.158868,"DDS demands","Known Flow",457760.747717,150468.431154,,0.000000,,,,,-5.039999,,,,,,-4.506857,-5.039999,,"",,,,,"D1 PROFILE",,,,,
"80010900000196","Nodes","196",21.000000,33.381912,"DDS demands","Known Flow",457780.638874,150067.891106,,0.000000,,,,,-5.400000,,,,,,-4.828776,-5.400000,,"",,,,,"D1 PROFILE",,,,,
"80010900000050","Nodes","50",21.000000,34.675267,"DDS demands","Known Flow",457742.589010,150319.245129,,0.000000,,,,,-6.220000,,,,,,-5.562035,-6.220000,,"",,,,,"D1 PROFILE",,,,,
"80010900000182","Nodes","182",21.000000,34.657168,"DDS demands","Known Flow",457803.113728,150393.092133,,0.000000,,,,,-7.560000,,,,,,-6.760287,-7.560000,,"",,,,,"D1 PROFILE",,,,,
"80010900000064","Nodes","64",21.000000,33.377814,"DDS demands","Known Flow",457860.010847,150107.900877,,0.000000,,,,,-9.989999,,,,,,-8.933236,-9.989999,,"",,,,,"D1 PROFILE",,,,,
"80010900000197","Nodes","197",21.000000,33.314492,"DDS demands","Known Flow",457785.369695,150084.162561,,0.000000,,,,,-3.810000,,,,,,-3.406970,-3.810000,,"",,,,,"D1 PROFILE",,,,,
"80010900000093","Nodes","93",21.000000,37.355089,"DDS demands","Known Flow",457989.498583,150478.100011,,0.000000,,,,,-6.159999,,,,,,-5.508382,-6.159999,,"",,,,,"D1 PROFILE",,,,,
"80010900000195","Nodes","195",21.000000,33.552382,"DDS demands","Known Flow",458001.180604,150160.580964,,0.000000,,,,,-1.570000,,,,,,-1.403922,-1.570000,,"",,,,,"D1 PROFILE",,,,,
"80010900000077","Nodes","77",21.000000,34.175551,"DDS demands","Known Flow",458042.283594,150242.595180,,0.000000,,,,,-12.029999,,,,,,-10.757440,-12.029999,,"",,,,,"D1 PROFILE",,,,,
"80010900000080","Nodes","80",21.000000,36.292590,"DDS demands","Known Flow",458155.205053,150332.484867,,0.000000,,,,,-4.389999,,,,,,-3.925616,-4.389999,,"",,,,,"D1 PROFILE",,,,,
"80010900000090","Nodes","90",21.000000,37.959755,"DDS demands","Known Flow",458067.051273,150439.360178,,0.000000,,,,,-11.000000,,,,,,-9.836397,-11.000000,,"",,,,,"D1 PROFILE",,,,,
"80010900000085","Nodes","85",21.000000,37.940135,"DDS demands","Known Flow",458118.553937,150452.208656,,0.000000,,,,,-3.130000,,,,,,-2.798902,-3.130000,,"",,,,,"D1 PROFILE",,,,,
"80010900000076","Nodes","76",21.000000,30.032447,"DDS demands","Known Flow",458136.883159,150111.466135,,0.000000,,,,,-4.139999,,,,,,-3.702062,-4.139999,,"",,,,,"D1 PROFILE",,,,,
"80010900000286","Nodes","286",21.000000,30.046030,"DDS demands","Known Flow",458170.451828,150004.234028,,0.000000,,,,,-5.859999,,,,,,-5.240117,-5.859999,,"",,,,,"D1 PROFILE",,,,,
"80010900000136","Nodes","136",21.000000,34.011925,"DDS demands","Known Flow",457277.839585,150642.617201,,0.000000,,,,,-3.819999,,,,,,-3.415912,-3.819999,,"",,,,,"D1 PROFILE",,,,,
"80010900000230","Nodes","230",21.000000,34.042065,"DDS demands","Known Flow",457295.451590,150639.500200,,0.000000,,,,,-1.009999,,,,,,-0.903160,-1.009999,,"",,,,,"D1 PROFILE",,,,,
"80010900000135","Nodes","135",21.000000,34.150932,"DDS demands","Known Flow",457285.749588,150670.308209,,0.000000,,,,,-3.609999,,,,,,-3.228126,-3.609999,,"",,,,,"D1 PROFILE",,,,,
"80010900000134","Nodes","134",21.000000,34.206617,"DDS demands","Known Flow",457296.525591,150648.858203,,0.000000,,,,,-1.429999,,,,,,-1.278731,-1.429999,,"",,,,,"D1 PROFILE",,,,,
"80010900000245","Nodes","245",21.000000,33.364818,"DDS demands","Known Flow",457314.106595,150558.622178,,0.000000,,,,,-5.500000,,,,,,-4.918198,-5.500000,,"",,,,,"D1 PROFILE",,,,,
"80010900000246","Nodes","246",21.000000,32.841882,"DDS demands","Known Flow",457257.414580,150515.881167,,0.000000,,,,,-7.869999,,,,,,-7.037494,-7.869999,,"",,,,,"D1 PROFILE",,,,,
"80010900000131","Nodes","131",21.000000,36.155585,"DDS demands","Known Flow",457318.997597,150690.651214,,0.000000,,,,,-3.180000,,,,,,-2.843613,-3.180000,,"",,,,,"D1 PROFILE",,,,,
"80010900000133","Nodes","133",21.000000,35.418397,"DDS demands","Known Flow",457330.844600,150663.029207,,0.000000,,,,,-0.860000,,,,,,-0.769027,-0.860000,,"",,,,,"D1 PROFILE",,,,,
"80010900000146","Nodes","146",21.000000,33.824100,"DDS demands","Known Flow",457400.945619,150724.908224,,0.000000,,,,,-8.029999,,,,,,-7.180569,-8.029999,,"",,,,,"D1 PROFILE",,,,,
"80010900000145","Nodes","145",21.000000,34.551983,"DDS demands","Known Flow",457408.452122,150644.019693,,0.000000,,,,,-6.210000,,,,,,-5.553093,-6.210000,,"",,,,,"D1 PROFILE",,,,,
"80010900000226","Nodes","226",21.000000,36.774375,"DDS demands","Known Flow",457403.865620,150799.013244,,0.000000,,,,,-1.090000,,,,,,-0.974697,-1.090000,,"",,,,,"D1 PROFILE",,,,,
"80010900011017","Nodes","11017",21.000000,36.776914,"Default Known Flow Node","Known Flow",457406.658158,150817.110988,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000236","Nodes","236",21.000000,34.371757,"DDS demands","Known Flow",457445.878631,150621.693196,,0.000000,,,,,-1.919999,,,,,,-1.716898,-1.919999,,"",,,,,"D1 PROFILE",,,,,
"80010900000235","Nodes","235",21.000000,34.379130,"DDS demands","Known Flow",457437.021629,150636.213199,,0.000000,,,,,-4.659999,,,,,,-4.167055,-4.659999,,"",,,,,"D1 PROFILE",,,,,
"80010900000231","Nodes","231",21.000000,33.461038,"DDS demands","Known Flow",457295.689537,150583.493546,,0.000000,,,,,-1.700000,,,,,,-1.520170,-1.700000,,"",,,,,"D1 PROFILE",,,,,
"80010900000232","Nodes","232",21.000000,33.415286,"DDS demands","Known Flow",457266.192582,150584.953186,,0.000000,,,,,-3.289999,,,,,,-2.941976,-3.289999,,"",,,,,"D1 PROFILE",,,,,
"80010900000132","Nodes","132",21.000000,36.105209,"DDS demands","Known Flow",457277.828585,150700.862217,,0.000000,,,,,-3.140000,,,,,,-2.807844,-3.140000,,"",,,,,"D1 PROFILE",,,,,
"80010900000129","Nodes","129",21.000000,36.514340,"DDS demands","Known Flow",457325.897527,150722.358253,,0.000000,,,,,-1.620000,,,,,,-1.448633,-1.620000,,"",,,,,"D1 PROFILE",,,,,
"80010900000126","Nodes","126",21.000000,37.168698,"DDS demands","Known Flow",457355.856607,150773.125237,,0.000000,,,,,-0.540000,,,,,,-0.482877,-0.540000,,"",,,,,"D1 PROFILE",,,,,
"80010900000130","Nodes","130",21.000000,36.504995,"DDS demands","Known Flow",457341.949603,150719.892222,,0.000000,,,,,-2.219999,,,,,,-1.985163,-2.219999,,"",,,,,"D1 PROFILE",,,,,
"80010900000147","Nodes","147",21.000000,35.265939,"DDS demands","Known Flow",457340.888603,150655.178205,,0.000000,,,,,-1.330000,,,,,,-1.189309,-1.330000,,"",,,,,"D1 PROFILE",,,,,
"80010900000148","Nodes","148",21.000000,35.212782,"DDS demands","Known Flow",457338.304602,150617.972195,,0.000000,,,,,-3.479999,,,,,,-3.111878,-3.479999,,"",,,,,"D1 PROFILE",,,,,
"80010900000228","Nodes","228",21.000000,36.288567,"DDS demands","Known Flow",457341.931603,150800.543244,,0.000000,,,,,-3.459999,,,,,,-3.093993,-3.459999,,"",,,,,"D1 PROFILE",,,,,
"80010900000137","Nodes","137",21.000000,36.162345,"DDS demands","Known Flow",457346.226604,150824.880251,,0.000000,,,,,-4.999999,,,,,,-4.471089,-4.999999,,"",,,,,"D1 PROFILE",,,,,
"80010900011015","Nodes","11015",21.000000,36.118647,"Default Known Flow Node","Known Flow",457346.942604,150829.141252,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000128","Nodes","128",21.000000,36.683869,"DDS demands","Known Flow",457346.439604,150781.875239,,0.000000,,,,,-0.869999,,,,,,-0.777969,-0.869999,,"",,,,,"D1 PROFILE",,,,,
"80010900000233","Nodes","233",21.000000,33.733878,"DDS demands","Known Flow",457377.097612,150541.131174,,0.000000,,,,,-2.460000,,,,,,-2.199776,-2.460000,,"",,,,,"D1 PROFILE",,,,,
"80010900000142","Nodes","142",21.000000,34.015611,"DDS demands","Known Flow",457415.223623,150566.712181,,0.000000,,,,,-4.889999,,,,,,-4.372725,-4.889999,,"",,,,,"D1 PROFILE",,,,,
"80010900000227","Nodes","227",21.000000,37.168111,"DDS demands","Known Flow",457393.342281,150775.652084,,0.000000,,,,,-10.180000,,,,,,-9.103139,-10.180000,,"",,,,,"D1 PROFILE",,,,,
"80010900000225","Nodes","225",21.000000,36.745722,"DDS demands","Known Flow",457407.400177,150821.919832,,0.000000,,,,,-4.110000,,,,,,-3.675235,-4.110000,,"",,,,,"D1 PROFILE",,,,,
"80010900000234","Nodes","234",21.000000,34.411160,"DDS demands","Known Flow",457431.005454,150631.525808,,0.000000,,,,,-0.419999,,,,,,-0.375571,-0.419999,,"",,,,,"D1 PROFILE",,,,,
"80010900000141","Nodes","141",21.000000,34.334567,"DDS demands","Known Flow",457449.955632,150586.084186,,0.000000,,,,,-2.409999,,,,,,-2.155065,-2.409999,,"",,,,,"D1 PROFILE",,,,,
"80010900011019","Nodes","11019",21.000000,34.350628,"Default Known Flow Node","Known Flow",457445.837253,150599.361554,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900011018","Nodes","11018",21.000000,34.422975,"Default Known Flow Node","Known Flow",457424.923625,150645.951202,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000139","Nodes","139",21.000000,34.331471,"DDS demands","Known Flow",457467.208637,150615.598194,,0.000000,,,,,-2.470000,,,,,,-2.208718,-2.470000,,"",,,,,"D1 PROFILE",,,,,
"80010900000014","Nodes","14",21.000000,36.731273,"DDS demands","Known Flow",457518.450651,150526.259170,,0.000000,,,,,-1.190000,,,,,,-1.064119,-1.190000,,"",,,,,"D1 PROFILE",,,,,
"80010900000095","Nodes","95",21.000000,36.765814,"DDS demands","Known Flow",457967.428234,150530.630226,,0.000000,,,,,-7.119999,,,,,,-6.366831,-7.119999,,"",,,,,"D1 PROFILE",,,,,
"80010900000222","Nodes","222",21.000000,36.655632,"DDS demands","Known Flow",457533.388899,150762.502360,,0.000000,,,,,-7.829999,,,,,,-7.001726,-7.829999,,"",,,,,"D1 PROFILE",,,,,
"80010900000174","Nodes","174",21.000000,29.052656,"DDS demands","Known Flow",457606.162541,150892.966896,,0.000000,,,,,-20.109999,,,,,,-17.982721,-20.109999,,"",,,,,"D1 PROFILE",,,,,
"80010900000252","Nodes","252",21.000000,33.753177,"DDS demands","Known Flow",457720.497706,150589.853187,,0.000000,,,,,-6.949999,,,,,,-6.214813,-6.949999,,"",,,,,"D1 PROFILE",,,,,
"80010900011022","Nodes","11022",21.000000,33.984520,"Default Known Flow Node","Known Flow",457759.877717,150501.624163,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000171","Nodes","171",21.000000,30.407304,"DDS demands","Known Flow",457691.823486,150863.813519,,0.000000,,,,,-14.619999,,,,,,-13.073465,-14.619999,,"",,,,,"D1 PROFILE",,,,,
"80010900000248","Nodes","248",21.000000,34.916344,"Default Known Flow Node","Known Flow",457812.985810,150546.127509,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000101","Nodes","101",21.000000,35.338691,"DDS demands","Known Flow",457848.137772,150560.191370,,0.000000,,,,,-5.899999,,,,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,,,,
"80010900000175","Nodes","175",21.000000,35.619928,"DDS demands","Known Flow",457913.654987,150659.239441,,0.000000,,,,,-14.009999,,,,,,-12.527992,-14.009999,,"",,,,,"D1 PROFILE",,,,,
"80010900000096","Nodes","96",21.000000,36.648198,"DDS demands","Known Flow",457926.657200,150513.065594,,0.000000,,,,,-2.829999,,,,,,-2.530636,-2.829999,,"",,,,,"D1 PROFILE",,,,,
"80010900000123","Nodes","123",21.000000,37.554935,"DDS demands","Known Flow",457579.360056,150645.610142,,0.000000,,,,,-6.300000,,,,,,-5.633573,-6.300000,,"",,,,,"D1 PROFILE",,,,,
"80010900000220","Nodes","220",21.000000,36.716166,"DDS demands","Known Flow",457626.285077,150773.377508,,0.000000,,,,,-7.809999,,,,,,-6.983841,-7.809999,,"",,,,,"D1 PROFILE",,,,,
"80010900011001","Nodes","11001",21.000000,36.655357,"Default Known Flow Node","Known Flow",457532.127309,150755.263040,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000173","Nodes","173",21.000000,29.119359,"DDS demands","Known Flow",457557.826535,150971.829115,,0.000000,,,,,-18.920000,,,,,,-16.918603,-18.920000,,"",,,,,"D1 PROFILE",,,,,
"80010900000219","Nodes","219",21.000000,37.495415,"DDS demands","Known Flow",457571.479857,150676.083380,,0.000000,,,,,-17.370001,,,,,,-15.532565,-17.370001,,"",,,,,"D1 PROFILE",,,,,
"80010900000012","Nodes","12",21.000000,37.429851,"DDS demands","Known Flow",457576.032667,150511.991166,,0.000000,,,,,-4.510000,,,,,,-4.032922,-4.510000,,"",,,,,"D1 PROFILE",,,,,
"80010900011020","Nodes","11020",21.000000,29.566277,"Default Known Flow Node","Known Flow",457609.695074,150885.315786,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000187","Nodes","187",21.000000,30.823847,"DDS demands","Known Flow",457710.948148,150879.533612,,0.000000,,,,,-16.240000,,,,,,-14.522098,-16.240000,,"",,,,,"D1 PROFILE",,,,,
"80010900000188","Nodes","188",21.000000,36.034487,"DDS demands","Known Flow",457775.735625,150997.833133,,0.000000,,,,,-3.640000,,,,,,-3.254953,-3.640000,,"",,,,,"D1 PROFILE",,,,,
"80010900000083","Nodes","83",21.000000,37.564485,"DDS demands","Known Flow",457773.761661,150769.208775,,0.000000,-7.999999,,,,-24.389998,,,,,,-28.963716,-32.389999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"80010900011000","Nodes","11000",21.000000,37.564485,"Default Known Flow Node","Known Flow",457808.258358,150755.167294,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900011023","Nodes","11023",21.000000,36.106319,"Default Known Flow Node","Known Flow",457786.760223,150997.226367,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900000259","Nodes","259",21.000000,33.826841,"DDS demands","Known Flow",457869.061746,150417.156140,,0.000000,,,,,-7.139999,,,,,,-6.384715,-7.139999,,"",,,,,"D1 PROFILE",,,,,
"80010900000213","Nodes","213",21.000000,36.550550,"DDS demands","Known Flow",457885.896320,150979.809752,,0.000000,,,,,-13.000000,,,,,,-11.624833,-13.000000,,"",,,,,"D1 PROFILE",,,,,
"80010900011024","Nodes","11024",21.000000,36.167708,"Default Known Flow Node","Known Flow",457823.498337,150998.215206,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80010900011025","Nodes","11025",21.000000,36.427147,"Default Known Flow Node","Known Flow",457885.112854,150998.528590,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
