"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80013800000140","Nodes","140",21.000000,34.361555,"DDS demands","Known Flow",481874.147278,241151.967830,,0.000000,,-31.020000,,-5.010000,,,-1.900000,,,,-33.917681,-37.929998,,"",,"C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,
"80013800000343","Nodes","343",21.000000,36.822864,"Default Known Flow Node","Known Flow",480787.059858,240374.941659,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800009004","Nodes","9004",21.000000,36.900901,"Default Known Flow Node","Known Flow",480791.272690,240374.041200,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000006","Nodes","FIELD LANE GREENLEYS NO.1, Constant/Seasonal Settings, Site ID 5453",21.000000,37.000000,"Default Known Pressure Node","Known Pressure",480796.622985,240372.897618,,658.000011,,,,,,,,,,,290.047445,324.358848,,"",,,,,,,,,,
"80013800000003","Nodes","STRATFORD RD REINF., Constant/Seasonal Settings, Site ID 5440",21.000000,37.000000,"Default Known Pressure Node","Known Pressure",480868.897005,241065.217806,,2917.000100,,,,,,,,,,,1056.894620,1181.920814,,"",,,,,,,,,,
"80013800009002","Nodes","9002",21.000000,36.946850,"Default Known Flow Node","Known Flow",480870.987299,241065.521849,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000668","Nodes","668",21.000000,36.882572,"DDS demands","Known Flow",480873.515208,241065.889545,,0.000000,,,,,,,-3.899999,,,,-3.487449,-3.899999,,"",,,,,,,"D1 PROFILE",,,
"80013800000002","Nodes","HANSLOP CORNER DG, Constant/Seasonal Settings, Site ID 5435",21.000000,38.000000,"Default Known Pressure Node","Known Pressure",481934.522295,241736.217988,,10000.000040,,,,,,,,,,,623.002325,696.700891,,"",,,,,,,,,,
"80013800000302","Nodes","302",21.000000,39.753092,"Default Known Flow Node","Known Flow",481273.897115,240103.842544,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800009000","Nodes","9000",21.000000,39.909223,"Default Known Flow Node","Known Flow",481285.594753,240097.756611,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000005","Nodes","GREENLEYS LANE GREENLEYS NO.2, Constant/Seasonal Settings, Site ID 5454",21.000000,40.000008,"Default Known Pressure Node","Known Pressure",481292.397120,240094.217542,,0.000000,,,,,,,,,,,662.118732,740.444584,,"",,,,,,,,,,
"80013800000711","Nodes","711",21.000000,31.654626,"DDS demands","Known Flow",481203.022096,240498.217652,,0.000000,,,,,,,-11.989999,,,,-10.721670,-11.989999,,"",,,,,,,"D1 PROFILE",,,
"80013800000712","Nodes","712",21.000000,31.698403,"Default Known Flow Node","Known Flow",481153.897082,240444.967637,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000710","Nodes","710",21.000000,31.791628,"Default Known Flow Node","Known Flow",481124.772074,240591.342677,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000041","Nodes","41",21.000000,31.676224,"Default Known Flow Node","Known Flow",481132.272077,240588.092676,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000385","Nodes","385",21.000000,32.360048,"DDS demands","Known Flow",481108.522070,240615.092683,,0.000000,,,,,,,-4.409999,,,,-3.943500,-4.409999,,"",,,,,,,"D1 PROFILE",,,
"80013800000713","Nodes","713",21.000000,33.452533,"DDS demands","Known Flow",481304.522123,240260.092587,,0.000000,,-35.560001,,,,,,,,,-31.798385,-35.560001,,"",,"C2 PROFILE",,,,,,,,
"80013800000715","Nodes","715",21.000000,36.626622,"Default Known Flow Node","Known Flow",481382.364195,240188.115940,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000303","Nodes","303",21.000000,35.835036,"Default Known Flow Node","Known Flow",481419.522155,240216.717575,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800175879","Nodes","175879",21.000000,38.538427,"Default Known Flow Node","Known Flow",481310.647125,240135.592553,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000069","Nodes","69",21.000000,25.891586,"DDS demands","Known Flow",481599.076255,240327.264601,,0.000000,,,,,,,-5.509999,,,,-4.927140,-5.509999,,"",,,,,,,"D1 PROFILE",,,
"80013800008004","Nodes","8004",21.000000,25.861473,"Default Known Flow Node","Known Flow",481596.615647,240325.559565,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000070","Nodes","70",21.000000,24.961819,"DDS demands","Known Flow",481547.844190,240267.091589,,0.000000,,,,,,,-8.470000,,,,-7.574025,-8.470000,,"",,,,,,,"D1 PROFILE",,,
"80013800008003","Nodes","Logger 0115, Woburn Avenue",21.000000,32.369770,"Val Log Post","Known Flow",481107.860560,240617.339060,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000702","Nodes","702",21.000000,32.890441,"Default Known Flow Node","Known Flow",481033.272050,240778.717728,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000115","Nodes","115",21.000000,28.869058,"DDS demands","Known Flow",481447.522162,241148.467829,,0.000000,,,,-12.380000,,,-2.059999,,,,-12.912505,-14.440000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,
"80013800008001","Nodes","Logger 0235, Stratford Road",21.000000,28.921850,"Val Log Post","Known Flow",481454.303755,241149.463560,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800305330","Nodes","305330",21.000000,28.968311,"Default Known Flow Node","Known Flow",481460.272601,241150.339958,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800001410","Nodes","1410",21.000000,36.333933,"Default Known Flow Node","Known Flow",480973.239357,240116.277196,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000410","Nodes","410",21.000000,36.340438,"DDS demands","Known Flow",480974.272034,240118.342548,,0.000000,,,,,,,-5.219999,,,,-4.667816,-5.219999,,"",,,,,,,"D1 PROFILE",,,
"80013800000408","Nodes","408",21.000000,36.157101,"DDS demands","Known Flow",480931.522022,240134.717553,,0.000000,,,,,,,-5.780000,,,,-5.168579,-5.780000,,"",,,,,,,"D1 PROFILE",,,
"80013800174393","Nodes","174393",21.000000,36.469311,"Default Known Flow Node","Known Flow",480998.397040,240105.717545,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800007001","Nodes","7001",21.000000,30.802888,"Default Known Flow Node","Known Flow",481164.248044,241109.544198,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800007002","Nodes","7002",21.000000,30.712055,"DDS demands","Known Flow",481165.897086,241133.842825,,0.000000,-6.000000,,,,,,,,,,-5.365306,-6.000000,,"","C1 PROFILE",,,,,,,,,
"80013800000053","Nodes","53",21.000000,30.193936,"DDS demands","Known Flow",481221.647101,241116.467820,,0.000000,,,,,,,-10.930000,,,,-9.773800,-10.930000,,"",,,,,,,"D1 PROFILE",,,
"80013800000052","Nodes","52",21.000000,30.987413,"DDS demands","Known Flow",481146.772080,241105.717817,,0.000000,-2.499999,,,,,,-9.180000,,,,-10.444463,-11.679999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,
"80013800145121","Nodes","145121",21.000000,35.526574,"Default Known Flow Node","Known Flow",481313.147126,241623.967958,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000058","Nodes","58",21.000000,23.160996,"DDS demands","Known Flow",481305.022124,240744.842719,,0.000000,,,,,,,-16.090000,,,,-14.387964,-16.090000,,"",,,,,,,"D1 PROFILE",,,
"80013800008000","Nodes","8000",21.000000,22.824463,"DDS demands","Known Flow",481296.733770,240818.046424,,0.000000,,,,,,,-33.709998,,,,-30.144080,-33.709998,,"",,,,,,,"D1 PROFILE",,,
"80013800184514","Nodes","184514",21.000000,22.862648,"DDS demands","Known Flow",481294.147121,240896.842760,,0.000000,,,,,,,-10.229999,,,,-9.147847,-10.229999,,"",,,,,,,"D1 PROFILE",,,
"80013800000450","Nodes","450",21.000000,38.829107,"Default Known Flow Node","Known Flow",481189.647092,240148.967557,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000451","Nodes","451",21.000000,38.829107,"Default Known Flow Node","Known Flow",481179.647089,240151.842557,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000449","Nodes","449",21.000000,38.829107,"Default Known Flow Node","Known Flow",481210.169767,240111.055099,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000448","Nodes","448",21.000000,38.892464,"Default Known Flow Node","Known Flow",481200.897095,240068.842535,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000074","Nodes","74",21.000000,21.980679,"DDS demands","Known Flow",481623.885210,240146.223556,,0.000000,,,,,,,-10.419999,,,,-9.317749,-10.419999,,"",,,,,,,"D1 PROFILE",,,
"80013800000077","Nodes","77",21.000000,21.108152,"DDS demands","Known Flow",481793.828545,240333.299139,,0.000000,,,,,,,-8.439999,,,,-7.547197,-8.439999,,"",,,,,,,"D1 PROFILE",,,
"80013800175945","Nodes",,21.000000,20.983276,"DDS demands","Known Flow",481913.217289,240423.691631,,0.000000,,,,,,,-8.989999,,,,-8.039017,-8.989999,,"",,,,,,,"D1 PROFILE",,,
"80013800000271","Nodes","271",21.000000,36.124639,"DDS demands","Known Flow",480831.646995,240260.217587,,0.000000,,,,,,,-2.369999,,,,-2.119296,-2.369999,,"",,,,,,,"D1 PROFILE",,,
"80013800000399","Nodes","399",21.000000,35.739722,"DDS demands","Known Flow",480820.324529,240330.871466,,0.000000,,,,,,,-12.130000,,,,-10.846861,-12.130000,,"",,,,,,,"D1 PROFILE",,,
"80013800000398","Nodes","398",21.000000,36.090497,"DDS demands","Known Flow",480841.146997,240257.342586,,0.000000,,,,,,,-5.519999,,,,-4.936082,-5.519999,,"",,,,,,,"D1 PROFILE",,,
"80013800000447","Nodes","447",21.000000,35.748036,"DDS demands","Known Flow",480762.613315,240243.701116,,0.000000,,,,,,,-4.010000,,,,-3.585813,-4.010000,,"",,,,,,,"D1 PROFILE",,,
"80013800000405","Nodes","405",21.000000,35.741214,"DDS demands","Known Flow",480752.436372,240214.202155,,0.000000,,,,,,,-5.739999,,,,-5.132809,-5.739999,,"",,,,,,,"D1 PROFILE",,,
"80013800174380","Nodes","174380",21.000000,35.927444,"Default Known Flow Node","Known Flow",480820.454610,240213.037524,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800186224","Nodes","186224",21.000000,32.890367,"Default Known Flow Node","Known Flow",482064.896109,242694.732519,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000253","Nodes","253",21.000000,27.427058,"DDS demands","Known Flow",482146.264352,242677.647245,,0.000000,,,,,,,-16.569999,,,,-14.817188,-16.569999,,"",,,,,,,"D1 PROFILE",,,
"80013800000497","Nodes","497",21.000000,35.250500,"DDS demands","Known Flow",481922.712292,242631.651232,,0.000000,,,,,,,-2.390000,,,,-2.137180,-2.390000,,"",,,,,,,"D1 PROFILE",,,
"80013800000677","Nodes","677",21.000000,36.686972,"Default Known Flow Node","Known Flow",481851.779022,241249.095377,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800170079","Nodes","170079",21.000000,30.107458,"Default Known Flow Node","Known Flow",481235.772105,241117.967820,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000628","Nodes","628",21.000000,29.552681,"DDS demands","Known Flow",481310.615610,241128.170808,,0.000000,-4.530000,,,,,,-10.119999,,,,-13.100291,-14.649999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,
"80013800000465","Nodes","465",21.000000,29.089398,"DDS demands","Known Flow",481375.272143,241137.467826,,0.000000,,-6.000000,,-5.780000,,,-9.750000,,,,-19.252510,-21.530000,,"",,"C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,
"80013800000559","Nodes","559",21.000000,25.947828,"DDS demands","Known Flow",481428.147157,240606.342681,,0.000000,,,,,,,-9.189999,,,,-8.217861,-9.189999,,"",,,,,,,"D1 PROFILE",,,
"80013800000066","Nodes","66",21.000000,25.101003,"DDS demands","Known Flow",481508.816892,240455.172614,,0.000000,,,,,,,-15.050000,,,,-13.457978,-15.050000,,"",,,,,,,"D1 PROFILE",,,
"80013800000068","Nodes","68",21.000000,26.128165,"DDS demands","Known Flow",481592.923809,240335.584991,,0.000000,,,,,,,-15.399999,,,,-13.770953,-15.399999,,"",,,,,,,"D1 PROFILE",,,
"80013800175840","Nodes","175840",21.000000,26.224194,"Default Known Flow Node","Known Flow",481119.897073,240732.092715,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000381","Nodes","381",21.000000,25.907400,"DDS demands","Known Flow",481111.615542,240797.122262,,0.000000,,,,,,,-10.750000,,,,-9.612841,-10.750000,,"",,,,,,,"D1 PROFILE",,,
"80013800000383","Nodes","383",21.000000,26.213234,"DDS demands","Known Flow",481112.772071,240731.592715,,0.000000,,,,,,,-5.199999,,,,-4.649932,-5.199999,,"",,,,,,,"D1 PROFILE",,,
"80013800000460","Nodes","460",21.000000,35.519563,"DDS demands","Known Flow",480832.936252,241283.622880,,0.000000,,,,,,,-6.679999,,,,-5.973374,-6.679999,,"",,,,,,,"D1 PROFILE",,,
"80013800000375","Nodes","375",21.000000,35.675395,"Default Known Flow Node","Known Flow",480907.412218,241175.680215,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000665","Nodes","665",21.000000,35.782010,"Default Known Flow Node","Known Flow",480925.147020,241095.467814,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000402","Nodes","402",21.000000,35.953783,"Default Known Flow Node","Known Flow",480947.020852,240224.196106,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000446","Nodes","446",21.000000,35.933572,"DDS demands","Known Flow",480934.731657,240262.636566,,0.000000,,,,,,,-4.169999,,,,-3.728888,-4.169999,,"",,,,,,,"D1 PROFILE",,,
"80013800174388","Nodes","174388",21.000000,35.974582,"Default Known Flow Node","Known Flow",480890.772011,240254.342585,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000401","Nodes","401",21.000000,35.974845,"DDS demands","Known Flow",480889.417340,240251.707135,,0.000000,,,,,,,-10.260000,,,,-9.174675,-10.260000,,"",,,,,,,"D1 PROFILE",,,
"80013800174389","Nodes","174389",21.000000,36.048719,"Default Known Flow Node","Known Flow",480894.147012,240170.467562,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000407","Nodes","407",21.000000,35.793796,"DDS demands","Known Flow",480843.597296,240130.057905,,0.000000,,,,,,,-10.459999,,,,-9.353517,-10.459999,,"",,,,,,,"D1 PROFILE",,,
"80013800000409","Nodes","409",21.000000,36.075801,"DDS demands","Known Flow",480922.222157,240078.526106,,0.000000,,,,,,,-8.409999,,,,-7.520371,-8.409999,,"",,,,,,,"D1 PROFILE",,,
"80013800000412","Nodes","412",21.000000,36.631607,"DDS demands","Known Flow",481010.714195,240071.806134,,0.000000,,,,,,,-3.079999,,,,-2.754190,-3.079999,,"",,,,,,,"D1 PROFILE",,,
"80013800000411","Nodes","411",21.000000,36.493393,"DDS demands","Known Flow",481002.897041,240103.342544,,0.000000,,,,,,,-2.230000,,,,-1.994105,-2.230000,,"",,,,,,,"D1 PROFILE",,,
"80013800000603","Nodes","603",21.000000,35.131375,"DDS demands","Known Flow",480591.021929,240307.467600,,0.000000,-2.430000,,,,,,-2.660000,,,,-4.551568,-5.090000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,
"80013800293090","Nodes","293090",21.000000,35.159353,"Default Known Flow Node","Known Flow",480647.146944,240309.342600,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000134","Nodes","134",21.000000,32.724937,"DDS demands","Known Flow",481940.897297,240936.717771,,0.000000,,,,,,,-2.559999,,,,-2.289197,-2.559999,,"",,,,,,,"D1 PROFILE",,,
"80013800000137","Nodes","137",21.000000,32.728829,"DDS demands","Known Flow",481912.022289,240986.967785,,0.000000,,,-20.040000,,,,-15.489999,,,,-31.771558,-35.530000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,
"80013800171408","Nodes","171408",21.000000,36.651296,"Default Known Flow Node","Known Flow",480753.271973,239905.967490,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800171415","Nodes","171415",21.000000,36.743113,"Default Known Flow Node","Known Flow",480807.271988,239877.342483,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000280","Nodes","280",21.000000,36.613570,"DDS demands","Known Flow",480753.504354,239952.976509,,0.000000,,,,,,,-5.030000,,,,-4.497915,-5.030000,,"",,,,,,,"D1 PROFILE",,,
"80013800000419","Nodes","419",21.000000,36.653355,"DDS demands","Known Flow",480785.521982,239934.467498,,0.000000,,,,,,,-5.160000,,,,-4.614164,-5.160000,,"",,,,,,,"D1 PROFILE",,,
"80013800000286","Nodes","286",21.000000,36.993042,"DDS demands","Known Flow",480920.193170,239911.817410,,0.000000,,,,,,,-4.539999,,,,-4.059748,-4.539999,,"",,,,,,,"D1 PROFILE",,,
"80013800000287","Nodes","287",21.000000,36.990050,"DDS demands","Known Flow",480954.147028,239896.717488,,0.000000,,,,,,,-3.880000,,,,-3.469565,-3.880000,,"",,,,,,,"D1 PROFILE",,,
"80013800000289","Nodes","289",21.000000,37.072723,"DDS demands","Known Flow",480999.397040,239983.467512,,0.000000,,,,,,,-8.920000,,,,-7.976423,-8.920000,,"",,,,,,,"D1 PROFILE",,,
"80013800000426","Nodes","426",21.000000,37.025779,"DDS demands","Known Flow",480962.022030,239979.842511,,0.000000,,,,,,,-3.599999,,,,-3.219184,-3.599999,,"",,,,,,,"D1 PROFILE",,,
"80013800000281","Nodes","281",21.000000,36.634521,"DDS demands","Known Flow",480734.396968,239915.592493,,0.000000,,,,,,,-4.159999,,,,-3.719946,-4.159999,,"",,,,,,,"D1 PROFILE",,,
"80013800000420","Nodes","420",21.000000,36.583065,"DDS demands","Known Flow",480748.271972,239929.092497,,0.000000,,,,,,,-2.099999,,,,-1.877857,-2.099999,,"",,,,,,,"D1 PROFILE",,,
"80013800000282","Nodes","282",21.000000,36.751883,"DDS demands","Known Flow",480812.521989,239887.092485,,0.000000,,,,,,,-5.700000,,,,-5.097041,-5.700000,,"",,,,,,,"D1 PROFILE",,,
"80013800000284","Nodes","284",21.000000,36.816781,"DDS demands","Known Flow",480841.146997,239939.967500,,0.000000,,,,,,,-7.210000,,,,-6.447310,-7.210000,,"",,,,,,,"D1 PROFILE",,,
"80013800000283","Nodes","283",21.000000,36.789962,"DDS demands","Known Flow",480847.021999,239871.717481,,0.000000,,,,,,,-5.249999,,,,-4.694643,-5.249999,,"",,,,,,,"D1 PROFILE",,,
"80013800171433","Nodes","171433",21.000000,36.977043,"Default Known Flow Node","Known Flow",480914.772017,239901.842489,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"80013800000285","Nodes","285",21.000000,36.808702,"DDS demands","Known Flow",480892.397011,239958.217505,,0.000000,,,,,,,-6.030000,,,,-5.392133,-6.030000,,"",,,,,,,"D1 PROFILE",,,
"80013800000423","Nodes","423",21.000000,36.716742,"DDS demands","Known Flow",480830.271994,239905.092490,,0.000000,,,,,,,-3.469999,,,,-3.102935,-3.469999,,"",,,,,,,"D1 PROFILE",,,
"80013800000424","Nodes","424",21.000000,36.797281,"DDS demands","Known Flow",480855.022001,239954.467504,,0.000000,,,,,,,-1.379999,,,,-1.234020,-1.379999,,"",,,,,,,"D1 PROFILE",,,
"80013800000288","Nodes","288",21.000000,37.093156,"DDS demands","Known Flow",480948.272026,239964.217506,,0.000000,,,,,,,-6.650000,,,,-5.946548,-6.650000,,"",,,,,,,"D1 PROFILE",,,
"80013800000425","Nodes","425",21.000000,36.947857,"DDS demands","Known Flow",480937.022023,239930.092497,,0.000000,,,,,,,-2.630000,,,,-2.351792,-2.630000,,"",,,,,,,"D1 PROFILE",,,
"80013800000290","Nodes","290",21.000000,37.301019,"DDS demands","Known Flow",481027.647048,239936.092499,,0.000000,,,,,,,-5.590000,,,,-4.998677,-5.590000,,"",,,,,,,"D1 PROFILE",,,
"80013800000291","Nodes","291",21.000000,37.341355,"DDS demands","Known Flow",481061.022057,239921.092495,,0.000000,,,,,,,-4.869999,,,,-4.354840,-4.869999,,"",,,,,,,"D1 PROFILE",,,
"80013800000294","Nodes","294",21.000000,38.023042,"DDS demands","Known Flow",481134.149917,239960.965931,,0.000000,,,,,,,-11.190000,,,,-10.006297,-11.190000,,"",,,,,,,"D1 PROFILE",,,
"80013800000292","Nodes","292",21.000000,37.458014,"DDS demands","Known Flow",481048.397054,239992.467514,,0.000000,,,,,,,-4.570000,,,,-4.086575,-4.570000,,"",,,,,,,"D1 PROFILE",,,
"80013800000295","Nodes","295",21.000000,38.009649,"DDS demands","Known Flow",481172.772088,239954.967504,,0.000000,-6.999999,,,,,,-4.429999,,,,-10.220909,-11.429999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,
"80013800000429","Nodes","429",21.000000,37.999856,"DDS demands","Known Flow",481151.147082,239978.967510,,0.000000,,,,,,,-1.850000,,,,-1.654302,-1.850000,,"",,,,,,,"D1 PROFILE",,,
"80013800000427","Nodes","427",21.000000,37.282407,"DDS demands","Known Flow",481053.272055,239950.842503,,0.000000,,,,,,,-1.760000,,,,-1.573823,-1.760000,,"",,,,,,,"D1 PROFILE",,,
"80013800000301","Nodes","301",21.000000,38.794985,"DDS demands","Known Flow",481247.958108,239981.019511,,0.000000,,,,,,,-7.770000,,,,-6.948072,-7.770000,,"",,,,,,,"D1 PROFILE",,,
"80013800000675","Nodes","675",21.000000,38.764208,"DDS demands","Known Flow",481254.479110,239993.617514,,0.000000,,,,,,,-4.489999,,,,-4.015037,-4.489999,,"",,,,,,,"D1 PROFILE",,,
