"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80220800000013","Nodes","13",21.000000,29.868906,"DDS demands","Known Flow",477749.759409,179779.673852,,0.000000,,,0.000000,-12.239999,,,-10.945226,-12.239999,,"",,,"C4 PROFILE","D1 PROFILE",,
"80220800001026","Nodes","1026",21.000000,30.676785,"Default Known Flow Node","Known Flow",477536.063719,179734.621158,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000056","Nodes","56",21.000000,30.072573,"DDS demands","Known Flow",477557.260000,179838.235000,,0.000000,-2.519999,,,-13.480000,,,-14.307486,-15.999999,,"","C1 PROFILE",,,"D1 PROFILE",,
"80220800000054","Nodes","54",21.000000,30.769290,"DDS demands","Known Flow",477536.640240,179731.402248,,0.000000,,,-10.079999,-3.810000,,,-12.420686,-13.889999,,"",,,"C4 PROFILE","D1 PROFILE",,
"80220800000059","Nodes","59",21.000000,30.073112,"DDS demands","Known Flow",477651.944492,179779.673852,,0.000000,,,,-6.300000,,,-5.633573,-6.300000,,"",,,,"D1 PROFILE",,
"80220800000011","Nodes","11",21.000000,30.044641,"DDS demands","Known Flow",477704.760000,179662.485000,,0.000000,,,,-18.019999,,,-16.113806,-18.019999,,"",,,,"D1 PROFILE",,
"80220800001027","Nodes","1027",21.000000,30.001251,"Default Known Flow Node","Known Flow",477758.483848,179664.184244,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001003","Nodes","1003",21.000000,30.842925,"Default Known Flow Node","Known Flow",477534.766546,179728.807902,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001004","Nodes","1004",21.000000,30.842925,"Default Known Flow Node","Known Flow",477538.260000,179726.860000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001031","Nodes","1031",21.000000,27.889125,"Default Known Flow Node","Known Flow",477691.135000,180468.985000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000016","Nodes","16",21.000000,29.290119,"DDS demands","Known Flow",477537.692838,180134.546380,,0.000000,,,,-5.039999,,,-4.506857,-5.039999,,"",,,,"D1 PROFILE",,
"80220800001005","Nodes","1005",21.000000,27.238305,"Default Known Flow Node","Known Flow",477574.008359,180509.592092,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800001032","Nodes","1032",21.000000,27.206765,"Default Known Flow Node","Known Flow",477715.642230,180559.291232,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000041","Nodes","41",21.000000,26.992115,"DDS demands","Known Flow",477593.639345,180648.407334,,0.000000,,-4.909999,,-4.230000,,,-8.173151,-9.139999,,"",,"C3  PROFILE",,"D1 PROFILE",,
"80220800001006","Nodes","1006",21.000000,26.992115,"Default Known Flow Node","Known Flow",477595.236008,180651.352291,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000042","Nodes","42",21.000000,26.860509,"DDS demands","Known Flow",477750.529157,180691.840302,,0.000000,,-5.599999,,-2.669999,,,-7.395182,-8.270000,,"",,"C3  PROFILE",,"D1 PROFILE",,
"80220800001001","Nodes","1001",21.000000,24.328594,"Default Known Flow Node","Known Flow",477335.646830,179239.712906,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000003","Nodes","3",21.000000,24.559039,"Default Known Flow Node","Known Flow",477295.549351,179938.053690,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000081","Nodes","81",21.000000,29.036199,"Default Known Flow Node","Known Flow",477617.320957,180160.313118,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000010","Nodes","10",21.000000,26.582103,"Default Known Flow Node","Known Flow",477388.567526,179827.764772,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000077","Nodes","77",21.000000,30.532248,"Default Known Flow Node","Known Flow",477576.724779,179745.834382,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000079","Nodes","79",21.000000,30.054841,"Default Known Flow Node","Known Flow",477685.587431,179704.366051,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000002","Nodes","2",21.000000,24.559039,"Default Known Flow Node","Known Flow",477289.020776,179961.948366,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000009","Nodes","9",21.000000,26.582103,"Default Known Flow Node","Known Flow",477341.498054,179814.528957,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000028","Nodes","28",21.000000,30.532248,"Default Known Flow Node","Known Flow",477578.927409,179732.717225,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000078","Nodes","78",21.000000,30.054841,"Default Known Flow Node","Known Flow",477718.605555,179687.261180,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80220800000080","Nodes","80",21.000000,29.036199,"Default Known Flow Node","Known Flow",477678.953668,180170.164519,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
