"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"80019700000020","Nodes","20",21.000000,31.498030,"DDS demands","Known Flow",459746.270000,193350.205000,,0.000000,,,-14.049999,,-12.563761,-14.049999,,"",,,"D1 PROFILE",
"80019700000038","Nodes","38",21.000000,22.211209,"DDS demands","Known Flow",459691.770000,193779.580000,,0.000000,-15.999999,,-1.150000,,-15.335836,-17.150000,,"","C1 PROFILE",,"D1 PROFILE",
"80019700000034","Nodes","34",21.000000,29.920966,"DDS demands","Known Flow",459842.770000,193660.205000,,0.000000,,,-8.470000,,-7.574026,-8.470000,,"",,,"D1 PROFILE",
"80019700000035","Nodes","35",21.000000,29.811281,"DDS demands","Known Flow",459680.270000,193696.705000,,0.000000,,,-2.949999,,-2.637942,-2.949999,,"",,,"D1 PROFILE",
"80019700000023","Nodes","23",21.000000,28.675297,"DDS demands","Known Flow",459906.645000,193564.830000,,0.000000,,,-8.109999,,-7.252106,-8.109999,,"",,,"D1 PROFILE",
"80019700000024","Nodes","24",21.000000,28.195466,"DDS demands","Known Flow",459997.395000,193527.955000,,0.000000,,-4.079999,-4.579999,,-7.743927,-8.659999,,"",,"C4 PROFILE","D1 PROFILE",
"80019700000037","Nodes","37",21.000000,25.851000,"DDS demands","Known Flow",459647.770000,193816.080000,,0.000000,,,-10.800000,,-9.657553,-10.800000,,"",,,"D1 PROFILE",
"80019700000039","Nodes","39",21.000000,25.561125,"DDS demands","Known Flow",459598.020000,193745.080000,,0.000000,,,-7.239999,,-6.474137,-7.239999,,"",,,"D1 PROFILE",
"80019700000022","Nodes","22",21.000000,30.284066,"DDS demands","Known Flow",459838.926250,193560.876875,,0.000000,,,-31.469998,,-28.141036,-31.469998,,"",,,"D1 PROFILE",
"80019700000030","Nodes","30",21.000000,29.954032,"DDS demands","Known Flow",459843.020000,193658.455000,,0.000000,,,-1.080000,,-0.965755,-1.080000,,"",,,"D1 PROFILE",
"80019700000044","Nodes","44",21.000000,26.068597,"DDS demands","Known Flow",459642.020000,194105.455000,,0.000000,,,-2.309999,,-2.065643,-2.309999,,"",,,"D1 PROFILE",
"80019700000043","Nodes","43",21.000000,26.036334,"DDS demands","Known Flow",459613.770000,194110.205000,,0.000000,,,-6.469999,,-5.785589,-6.469999,,"",,,"D1 PROFILE",
"80019700000045","Nodes","45",21.000000,26.015464,"DDS demands","Known Flow",459595.645000,194081.955000,,0.000000,,,-2.939999,,-2.629000,-2.939999,,"",,,"D1 PROFILE",
"80019700000041","Nodes","41",21.000000,26.502081,"DDS demands","Known Flow",459662.020000,194270.955000,,0.000000,,,-9.569999,,-8.557664,-9.569999,,"",,,"D1 PROFILE",
"80019700000042","Nodes","42",21.000000,26.675498,"DDS demands","Known Flow",459681.145000,194328.830000,,0.000000,,,-0.680000,,-0.608068,-0.680000,,"",,,"D1 PROFILE",
"80019700000029","Nodes","29",21.000000,27.686723,"Default Known Flow Node","Known Flow",460289.520000,193443.955000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000028","Nodes","28",21.000000,27.638380,"DDS demands","Known Flow",460043.270000,193517.830000,,0.000000,,,-3.569999,,-3.192357,-3.569999,,"",,,"D1 PROFILE",
"80019700008001","Nodes","8001",21.000000,26.110599,"DDS demands","Known Flow",459595.301250,194139.017500,,0.000000,,,-2.359999,,-2.110354,-2.359999,,"",,,"D1 PROFILE",
"80019700000053","Nodes",,21.000000,26.899302,"Default Known Flow Node","Known Flow",459703.312327,194104.889763,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000051","Nodes",,21.000000,33.394910,"Default Known Flow Node","Known Flow",459740.497556,192908.936565,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000055","Nodes",,21.000000,26.689762,"Default Known Flow Node","Known Flow",459653.657497,194194.078863,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000052","Nodes",,21.000000,33.394910,"Default Known Flow Node","Known Flow",459806.933167,192836.069125,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000054","Nodes",,21.000000,26.899302,"Default Known Flow Node","Known Flow",459719.193326,194113.005324,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000056","Nodes",,21.000000,26.689762,"Default Known Flow Node","Known Flow",459620.016339,194182.011144,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000077","Nodes","-43527",21.000000,36.020810,"Default Known Flow Node","Known Flow",459605.020000,192798.330000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000062","Nodes","-307384",21.000000,47.913853,"Default Known Flow Node","Known Flow",459580.395000,193095.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000060","Nodes",,21.000000,28.739149,"Default Known Flow Node","Known Flow",460002.520000,193668.830000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000076","Nodes","-43523",21.000000,37.751004,"Default Known Flow Node","Known Flow",459528.145000,192923.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000078","Nodes",,21.000000,33.427647,"Default Known Flow Node","Known Flow",459750.270000,192914.705000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000061","Nodes","-307382",21.000000,47.913853,"Default Known Flow Node","Known Flow",459574.895000,193099.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000063","Nodes",,21.000000,32.693417,"Default Known Flow Node","Known Flow",459624.145000,193192.705000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000065","Nodes",,21.000000,31.277293,"Default Known Flow Node","Known Flow",459683.270000,193387.705000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000064","Nodes","-307399",21.000000,31.277293,"Default Known Flow Node","Known Flow",459654.645000,193331.705000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000067","Nodes","-307407",21.000000,31.307702,"Default Known Flow Node","Known Flow",459691.895000,193382.455000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000070","Nodes","-307411",21.000000,31.307702,"Default Known Flow Node","Known Flow",459701.395000,193403.830000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000068","Nodes","-307409",21.000000,32.064614,"Default Known Flow Node","Known Flow",459699.395000,193266.705000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000071","Nodes","-307415",21.000000,32.064614,"Default Known Flow Node","Known Flow",459799.520000,193226.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000069","Nodes",,21.000000,21.993314,"Default Known Flow Node","Known Flow",459700.020000,193794.955000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000075","Nodes","-307422",21.000000,29.278877,"Default Known Flow Node","Known Flow",459880.895000,193565.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000074","Nodes",,21.000000,29.278877,"Default Known Flow Node","Known Flow",459878.895000,193528.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000066","Nodes",,21.000000,22.211209,"Default Known Flow Node","Known Flow",459684.020000,193755.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000073","Nodes",,21.000000,30.267576,"Default Known Flow Node","Known Flow",459840.270000,193565.580000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000072","Nodes","-307416",21.000000,30.267576,"Default Known Flow Node","Known Flow",459801.520000,193576.955000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"80019700000508","Nodes","St Lawrence House St Lawrence Close",21.000000,21.993314,"Point Loads","Known Flow",459695.826793,193787.140387,,0.000000,,,,-24.919999,-22.283908,-24.919999,,"",,,,"PL-AF PROFILE"
