"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80620000000206","Nodes","206",21.000000,35.186406,"DDS demands","Known Flow",476044.141692,196285.872621,,0.000000,-8.409999,,-23.360001,,-4.909999,,,-24.999999,,-55.155360,-61.680000,,"","C1 PROFILE",,"C3  PROFILE",,"D1 PROFILE",,,"I2 PROFILE",
"80620000000026","Nodes","26",21.000000,32.326763,"DDS demands","Known Flow",476295.669693,195934.040090,,0.000000,,,,,-6.480000,,,,,-5.794532,-6.480000,,"",,,,,"D1 PROFILE",,,,
"80620000000025","Nodes","25",21.000000,32.471075,"DDS demands","Known Flow",476334.855521,195921.670837,,0.000000,,,,,-4.829999,,,,,-4.319072,-4.829999,,"",,,,,"D1 PROFILE",,,,
"80620000000024","Nodes","24",21.000000,32.673843,"DDS demands","Known Flow",476377.831783,195899.850999,,0.000000,,,,,-8.669999,,,,,-7.752868,-8.669999,,"",,,,,"D1 PROFILE",,,,
"80620000008811","Nodes","8811",21.000000,26.411705,"Default Known Flow Node","Known Flow",476863.695915,195332.378362,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000103","Nodes","103",21.000000,26.393070,"DDS demands","Known Flow",476837.828481,195360.613663,,0.000000,,,,,-14.170000,,,,,-12.671067,-14.170000,,"",,,,,"D1 PROFILE",,,,
"80620000000102","Nodes","102",21.000000,27.370060,"DDS demands","Known Flow",476848.619911,195477.258401,,0.000000,,,,,-16.719998,,,,,-14.951322,-16.719998,,"",,,,,"D1 PROFILE",,,,
"80620000000104","Nodes","104",21.000000,26.486347,"DDS demands","Known Flow",476890.731730,195388.965881,,0.000000,,,,,-10.130000,,,,,-9.058427,-10.130000,,"",,,,,"D1 PROFILE",,,,
"80620000008809","Nodes","8809",21.000000,29.907306,"Default Known Flow Node","Known Flow",476772.425890,195274.643346,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000209","Nodes","209",21.000000,29.908997,"DDS demands","Known Flow",476773.457890,195268.426344,,0.000000,,,,,-4.159999,,,,,-3.719946,-4.159999,,"",,,,,"D1 PROFILE",,,,
"80620000000018","Nodes","18",21.000000,31.237617,"DDS demands","Known Flow",476601.302190,195483.705369,,0.000000,,,,,-18.780000,,,,,-16.793412,-18.780000,,"",,,,,"D1 PROFILE",,,,
"80620000000017","Nodes","17",21.000000,31.167536,"DDS demands","Known Flow",476643.972718,195409.245354,,0.000000,,,,,-7.900000,,,,,-7.064321,-7.900000,,"",,,,,"D1 PROFILE",,,,
"80620000000015","Nodes","15",21.000000,30.842399,"DDS demands","Known Flow",476667.066861,195346.707366,,0.000000,,,,,-3.079999,,,,,-2.754191,-3.079999,,"",,,,,"D1 PROFILE",,,,
"80620000000016","Nodes","16",21.000000,31.761925,"DDS demands","Known Flow",476681.076075,195428.927746,,0.000000,,,,,-3.479999,,,,,-3.111878,-3.479999,,"",,,,,"D1 PROFILE",,,,
"80620000000013","Nodes","13",21.000000,30.810817,"DDS demands","Known Flow",476670.054862,195342.385364,,0.000000,,,,,-2.509999,,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,,
"80620000000014","Nodes","14",21.000000,30.808791,"DDS demands","Known Flow",476653.872858,195333.318362,,0.000000,,,,,-1.240000,,,,,-1.108830,-1.240000,,"",,,,,"D1 PROFILE",,,,
"80620000000210","Nodes","210",21.000000,29.675348,"DDS demands","Known Flow",476726.826878,195417.785385,,0.000000,,,,,-4.770000,,,,,-4.265419,-4.770000,,"",,,,,"D1 PROFILE",,,,
"80620000000211","Nodes","211",21.000000,29.088068,"DDS demands","Known Flow",476779.123892,195235.663335,,0.000000,,,,,-19.990000,,,,,-17.875416,-19.990000,,"",,,,,"D1 PROFILE",,,,
"80620000000212","Nodes","212",21.000000,28.935962,"DDS demands","Known Flow",476792.424896,195166.024316,,0.000000,,,,,-3.499999,,,,,-3.129762,-3.499999,,"",,,,,"D1 PROFILE",,,,
"80620000000098","Nodes","98",21.000000,25.750927,"DDS demands","Known Flow",476991.672950,195309.922356,,0.000000,,,,,-16.860000,,,,,-15.076514,-16.860000,,"",,,,,"D1 PROFILE",,,,
"80620000008788","Nodes","8788",21.000000,30.062269,"Default Known Flow Node","Known Flow",476118.635796,195998.950268,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000043","Nodes","43",21.000000,30.160373,"DDS demands","Known Flow",476152.504721,195992.210541,,0.000000,,,,,-2.910000,,,,,-2.602174,-2.910000,,"",,,,,"D1 PROFILE",,,,
"80620000008789","Nodes","8789",21.000000,30.019819,"Default Known Flow Node","Known Flow",476155.597958,195999.225687,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000144","Nodes","144",21.000000,29.165403,"DDS demands","Known Flow",476189.609287,195998.747133,,0.000000,,,,,-5.369999,,,,,-4.801949,-5.369999,,"",,,,,"D1 PROFILE",,,,
"80620000008791","Nodes","8791",21.000000,29.151831,"Default Known Flow Node","Known Flow",476213.555738,195995.990542,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000150","Nodes","150",21.000000,30.812142,"DDS demands","Known Flow",476290.886759,195987.126540,,0.000000,,,,,-6.360000,,,,,-5.687226,-6.360000,,"",,,,,"D1 PROFILE",,,,
"80620000008793","Nodes","8793",21.000000,30.894745,"Default Known Flow Node","Known Flow",476303.932661,195998.615581,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008794","Nodes","8794",21.000000,33.946490,"Default Known Flow Node","Known Flow",476313.446765,195813.969493,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008795","Nodes","8795",21.000000,33.901701,"Default Known Flow Node","Known Flow",476336.496772,195825.311496,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000066","Nodes","66",21.000000,36.156530,"DDS demands","Known Flow",476392.107787,195997.038543,,0.000000,,,,,-1.860000,,,,,-1.663245,-1.860000,,"",,,,,"D1 PROFILE",,,,
"80620000000067","Nodes","67",21.000000,36.090078,"DDS demands","Known Flow",476389.493786,195963.501533,,0.000000,,,,,-5.280000,,,,,-4.721470,-5.280000,,"",,,,,"D1 PROFILE",,,,
"80620000008796","Nodes","8796",21.000000,36.160569,"Default Known Flow Node","Known Flow",476393.141703,195997.764712,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008790","Nodes","8790",21.000000,32.517982,"Default Known Flow Node","Known Flow",476208.872737,195913.449520,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000029","Nodes","29",21.000000,33.521208,"DDS demands","Known Flow",476211.884738,195908.623518,,0.000000,,,,,-0.610000,,,,,-0.545472,-0.610000,,"",,,,,"D1 PROFILE",,,,
"80620000000028","Nodes","28",21.000000,32.151881,"DDS demands","Known Flow",476225.510741,195924.006523,,0.000000,,,,,-11.640000,,,,,-10.408696,-11.640000,,"",,,,,"D1 PROFILE",,,,
"80620000000143","Nodes","143",21.000000,29.149799,"DDS demands","Known Flow",476208.147654,195998.996094,,0.000000,,,,,-6.690000,,,,,-5.982318,-6.690000,,"",,,,,"D1 PROFILE",,,,
"80620000008792","Nodes","8792",21.000000,31.066565,"Default Known Flow Node","Known Flow",476290.553734,195998.333069,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000215","Nodes","215",21.000000,32.305867,"Default Known Flow Node","Known Flow",476273.769754,195950.455530,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000033","Nodes","33",21.000000,34.029861,"DDS demands","Known Flow",476365.931154,195836.993597,,0.000000,-3.270000,,,,-11.360000,,,,,-13.082408,-14.630000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"80620000000034","Nodes","34",21.000000,34.178914,"DDS demands","Known Flow",476389.012708,195848.743376,,0.000000,,,,,-7.510000,,,,,-6.715576,-7.510000,,"",,,,,"D1 PROFILE",,,,
"80620000000145","Nodes","145",21.000000,34.074642,"Default Known Flow Node","Known Flow",476386.129785,195796.518488,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000023","Nodes","23",21.000000,34.410936,"DDS demands","Known Flow",476425.846484,195866.999711,,0.000000,,,,,-3.680000,,,,,-3.290721,-3.680000,,"",,,,,"D1 PROFILE",,,,
"80620000000096","Nodes","96",21.000000,34.107290,"DDS demands","Known Flow",476384.639787,195853.447151,,0.000000,,,,,-5.899999,,,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,,,
"80620000000146","Nodes","146",21.000000,33.568750,"DDS demands","Known Flow",476536.548826,195713.093465,,0.000000,,,,,-0.469999,,,,,-0.420282,-0.469999,,"",,,,,"D1 PROFILE",,,,
"80620000008797","Nodes","8797",21.000000,34.399071,"Default Known Flow Node","Known Flow",476424.668796,195868.112507,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000020","Nodes","20",21.000000,30.849433,"DDS demands","Known Flow",476533.758825,195545.920420,,0.000000,,,,,-1.869999,,,,,-1.672187,-1.869999,,"",,,,,"D1 PROFILE",,,,
"80620000000019","Nodes","19",21.000000,30.851373,"DDS demands","Known Flow",476550.507136,195555.038576,,0.000000,,,,,-6.239999,,,,,-5.579919,-6.239999,,"",,,,,"D1 PROFILE",,,,
"80620000000186","Nodes","186",21.000000,31.145784,"DDS demands","Known Flow",476743.935882,195913.014520,,0.000000,,,,,-6.249999,,,-6.000000,,-10.954168,-12.250000,,"",,,,,"D1 PROFILE",,,"I2 PROFILE",
"80620000000069","Nodes","69",21.000000,33.617217,"DDS demands","Known Flow",476563.882833,195794.641487,,0.000000,,,,,-6.190000,,,,,-5.535208,-6.190000,,"",,,,,"D1 PROFILE",,,,
"80620000000183","Nodes","183",21.000000,32.113016,"DDS demands","Known Flow",476511.862256,195899.803743,,0.000000,,,,,-3.910000,,,,,-3.496392,-3.910000,,"",,,,,"D1 PROFILE",,,,
"80620000000184","Nodes","184",21.000000,32.081640,"DDS demands","Known Flow",476482.166605,195918.649575,,0.000000,,,,,-3.410000,,,,,-3.049283,-3.410000,,"",,,,,"D1 PROFILE",,,,
"80620000000185","Nodes","185",21.000000,31.987824,"DDS demands","Known Flow",476484.261812,195884.328512,,0.000000,,,,,-6.030000,,,,,-5.392134,-6.030000,,"",,,,,"D1 PROFILE",,,,
"80620000000114","Nodes","114",21.000000,29.303968,"DDS demands","Known Flow",476581.596838,195784.440485,,0.000000,,,,,-15.030000,,,,,-13.440095,-15.030000,,"",,,,,"D1 PROFILE",,,,
"80620000000181","Nodes","181",21.000000,32.369237,"DDS demands","Known Flow",476523.062141,195927.306565,,0.000000,,,,,-7.080000,,,,,-6.331062,-7.080000,,"",,,,,"D1 PROFILE",,,,
"80620000000182","Nodes","182",21.000000,32.257532,"DDS demands","Known Flow",476560.805833,195895.738515,,0.000000,,,,,-4.439999,,,,,-3.970327,-4.439999,,"",,,,,"D1 PROFILE",,,,
"80620000000021","Nodes","21",21.000000,30.833905,"DDS demands","Known Flow",476547.510829,195560.817424,,0.000000,,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,,"D1 PROFILE",,,,
"80620000008799","Nodes","8799",21.000000,30.833905,"Default Known Flow Node","Known Flow",476537.205511,195555.455964,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000180","Nodes","180",21.000000,34.159788,"DDS demands","Known Flow",476549.808085,195992.212916,,0.000000,,,,,-4.889999,,,,,-4.372725,-4.889999,,"",,,,,"D1 PROFILE",,,,
"80620000008798","Nodes","8798",21.000000,34.417632,"Default Known Flow Node","Known Flow",476537.167838,195998.636051,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008800","Nodes","8800",21.000000,33.617217,"Default Known Flow Node","Known Flow",476572.649836,195799.104489,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000116","Nodes","116",21.000000,27.999987,"DDS demands","Known Flow",476587.793840,195862.213506,,0.000000,,,,,-24.639999,,,,,-22.033528,-24.639999,,"",,,,,"D1 PROFILE",,,,
"80620000008801","Nodes","8801",21.000000,26.721856,"DDS demands","Known Flow",476605.604845,195740.225473,,0.000000,,,,,-14.999999,,,,,-13.413268,-14.999999,,"",,,,,"D1 PROFILE",,,,
"80620000000117","Nodes","117",21.000000,22.447527,"DDS demands","Known Flow",476784.620893,195782.109484,,0.000000,,,,,-22.499999,,,,,-20.119901,-22.499999,,"",,,,,"D1 PROFILE",,,,
"80620000000115","Nodes","115",21.000000,23.541023,"DDS demands","Known Flow",476732.596879,195779.965483,,0.000000,,,,,-22.380000,,,,,-20.012596,-22.380000,,"",,,,,"D1 PROFILE",,,,
"80620000000007","Nodes","7",21.000000,32.457440,"DDS demands","Known Flow",476644.179642,195509.699677,,0.000000,,,,,-6.560000,,,,,-5.866069,-6.560000,,"",,,,,"D1 PROFILE",,,,
"80620000000213","Nodes","213",21.000000,32.052437,"DDS demands","Known Flow",476668.229947,195573.076938,,0.000000,,,,,-5.780000,,,,,-5.168579,-5.780000,,"",,,,,"D1 PROFILE",,,,
"80620000000216","Nodes","216",21.000000,33.077705,"DDS demands","Known Flow",476630.321851,195952.214530,,0.000000,-2.589999,,,,-3.140000,,,,,-5.123868,-5.729999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"80620000008802","Nodes","8802",21.000000,32.720813,"Default Known Flow Node","Known Flow",476655.481224,195996.535832,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008804","Nodes","8804",21.000000,32.770737,"Default Known Flow Node","Known Flow",476668.282862,195938.771527,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008803","Nodes","8803",21.000000,32.815566,"Default Known Flow Node","Known Flow",476662.830508,195913.432835,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000092","Nodes","92",21.000000,32.034704,"DDS demands","Known Flow",476672.545863,195565.353425,,0.000000,,,,,-5.179999,,,,,-4.632048,-5.179999,,"",,,,,"D1 PROFILE",,,,
"80620000000214","Nodes","214",21.000000,29.350117,"DDS demands","Known Flow",476691.287868,195656.396450,,0.000000,,,,,-5.850000,,,,,-5.231174,-5.850000,,"",,,,,"D1 PROFILE",,,,
"80620000008805","Nodes","8805",21.000000,32.034704,"Default Known Flow Node","Known Flow",476672.550863,195561.688424,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000093","Nodes","93",21.000000,31.606692,"DDS demands","Known Flow",476705.117872,195522.355413,,0.000000,,,,,-4.889999,,,,,-4.372725,-4.889999,,"",,,,,"D1 PROFILE",,,,
"80620000000118","Nodes","118",21.000000,32.536673,"DDS demands","Known Flow",476697.906870,195930.685524,,0.000000,,,,-0.330000,-8.800000,,,,,-8.164209,-9.130000,,"",,,,"C4 PROFILE","D1 PROFILE",,,,
"80620000000094","Nodes","94",21.000000,31.602340,"DDS demands","Known Flow",476700.466871,195507.403409,,0.000000,,,,,-1.529999,,,,,-1.368153,-1.529999,,"",,,,,"D1 PROFILE",,,,
"80620000000095","Nodes","95",21.000000,31.559561,"DDS demands","Known Flow",476735.204880,195514.734411,,0.000000,,,,,-0.730000,,,,,-0.652779,-0.730000,,"",,,,,"D1 PROFILE",,,,
"80620000008808","Nodes","8808",21.000000,31.145784,"Default Known Flow Node","Known Flow",476761.341887,195951.768530,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008807","Nodes","8807",21.000000,28.097580,"Default Known Flow Node","Known Flow",476756.213886,195527.070415,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000101","Nodes","101",21.000000,28.434462,"DDS demands","Known Flow",476764.681956,195522.322911,,0.000000,,,,,-14.460000,,,,,-12.930391,-14.460000,,"",,,,,"D1 PROFILE",,,,
"80620000000187","Nodes","187",21.000000,24.181004,"DDS demands","Known Flow",476837.520908,195679.159456,,0.000000,,,,,-9.689999,,,,,-8.664970,-9.689999,,"",,,,,"D1 PROFILE",,,,
"80620000008806","Nodes","8806",21.000000,31.145784,"Default Known Flow Node","Known Flow",476748.732884,195958.280532,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000205","Nodes","205",21.000000,23.864123,"DDS demands","Known Flow",476766.770889,195688.110458,,0.000000,,,,,-4.530000,,,,,-4.050807,-4.530000,,"",,,,,"D1 PROFILE",,,,
"80620000000110","Nodes","110",21.000000,23.807497,"DDS demands","Known Flow",476719.165876,195712.895465,,0.000000,,,,,-3.839999,,,,,-3.433796,-3.839999,,"",,,,,"D1 PROFILE",,,,
"80620000000176","Nodes","176",21.000000,23.628812,"DDS demands","Known Flow",476791.407895,195732.349470,,0.000000,,,,,-4.150000,,,,,-3.711004,-4.150000,,"",,,,,"D1 PROFILE",,,,
"80620000000109","Nodes","109",21.000000,23.577545,"DDS demands","Known Flow",476758.901886,195750.336475,,0.000000,,,,,-4.460000,,,,,-3.988211,-4.460000,,"",,,,,"D1 PROFILE",,,,
"80620000000177","Nodes","177",21.000000,23.616970,"DDS demands","Known Flow",476807.548900,195742.965473,,0.000000,,,,,-2.490000,,,,,-2.226602,-2.490000,,"",,,,,"D1 PROFILE",,,,
"80620000000105","Nodes","105",21.000000,24.997250,"DDS demands","Known Flow",476792.964353,195595.295565,,0.000000,,,,,-19.530001,,,,,-17.464075,-19.530001,,"",,,,,"D1 PROFILE",,,,
"80620000008812","Nodes","8812",21.000000,23.859656,"Default Known Flow Node","Known Flow",476899.074925,195547.313420,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000108","Nodes","108",21.000000,23.896607,"DDS demands","Known Flow",476795.401896,195701.320462,,0.000000,,,,,-6.220000,,,,,-5.562035,-6.220000,,"",,,,,"D1 PROFILE",,,,
"80620000000174","Nodes","174",21.000000,24.463002,"DDS demands","Known Flow",476808.574011,195624.654913,,0.000000,,,,,-20.850000,,,,,-18.644443,-20.850000,,"",,,,,"D1 PROFILE",,,,
"80620000000175","Nodes","175",21.000000,24.362619,"DDS demands","Known Flow",476750.087884,195667.955453,,0.000000,,,,,-4.389999,,,,,-3.925616,-4.389999,,"",,,,,"D1 PROFILE",,,,
"80620000000107","Nodes","107",21.000000,24.179652,"DDS demands","Known Flow",476836.166417,195676.609065,,0.000000,,,,,-5.879999,,,,,-5.258001,-5.879999,,"",,,,,"D1 PROFILE",,,,
"80620000008810","Nodes","8810",21.000000,31.145784,"Default Known Flow Node","Known Flow",476768.796889,195984.927539,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000106","Nodes","106",21.000000,22.768680,"DDS demands","Known Flow",476945.558937,195454.188395,,0.000000,,,,,-14.239999,,,,,-12.733662,-14.239999,,"",,,,,"D1 PROFILE",,,,
"80620000008813","Nodes","8813",21.000000,23.859656,"Default Known Flow Node","Known Flow",476910.682928,195552.919422,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008820","Nodes","8820",21.000000,35.316159,"Default Known Flow Node","Known Flow",475741.197610,196378.772646,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000000190","Nodes","190",21.000000,35.316159,"Default Known Flow Node","Known Flow",475742.983610,196378.169646,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"80620000008821","Nodes","8821",21.000000,34.103518,"Default Known Flow Node","Known Flow",475759.015570,196377.052718,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
