"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"80060400000060","Nodes",,21.000000,31.285679,"Default Known Flow Node","Known Flow",479047.375000,204687.875000,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000051","Nodes",,21.000000,26.385983,"Default Known Flow Node","Known Flow",479064.812500,204676.593750,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000058","Nodes",,21.000000,28.383063,"Default Known Flow Node","Known Flow",478710.667930,205166.552656,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000053","Nodes",,21.000000,30.031494,"Default Known Flow Node","Known Flow",478874.934410,204914.509129,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000062","Nodes",,21.000000,28.392244,"Default Known Flow Node","Known Flow",479002.250000,204510.750000,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000055","Nodes",,21.000000,37.619599,"Default Known Flow Node","Known Flow",479344.625000,204646.750000,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000059","Nodes",,21.000000,28.339084,"Default Known Flow Node","Known Flow",478732.536141,205177.746410,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000056","Nodes",,21.000000,24.754077,"Default Known Flow Node","Known Flow",478630.625000,205305.500000,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000057","Nodes",,21.000000,24.754077,"Default Known Flow Node","Known Flow",478639.125000,205295.750000,,0.000000,,,,0.000000,0.000000,,"",,,
"80060400000054","Nodes",,21.000000,30.342767,"DDS demands","Known Flow",478950.579671,204872.082790,,0.000000,,-13.399999,,-11.982519,-13.399999,,"",,"D1 PROFILE",
"80060400000063","Nodes",,21.000000,25.484492,"Default Known Flow Node","Known Flow",478479.877400,205424.268819,,0.000000,,,,0.000000,0.000000,,"",,,
