"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"80011900000001","Nodes","1, HUNTSMOOR ROAD DG, R018D, Constant Setting, Site ID 4246","21.000000","39.000000","Default Known Pressure Node","Known Pressure","458603.398946","161957.947280","","4800.000007","","","","","","","","","","","","640.712764","716.506312","","","","","","","","","","","","",""
"80011900000142","Nodes","142","21.000000","38.776224","Default Known Flow Node","Known Flow","458620.427738","161954.018126","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000141","Nodes","141","21.000000","38.576227","DDS demands","Known Flow","458633.434954","161946.297277","","0.000000","","","","","-3.039999","","","","","","","-2.718422","-3.039999","","","","","","","D1 PROFILE","","","","","",""
"80011900000061","Nodes","61","21.000000","34.167685","DDS demands","Known Flow","458878.072605","162523.258842","","0.000000","","","","","-10.509999","","","","","","","-9.398229","-10.509999","","","","","","","D1 PROFILE","","","","","",""
"80011900000059","Nodes","59","21.000000","33.733463","DDS demands","Known Flow","458877.769021","162540.018439","","0.000000","","","","","-8.199999","","","","","","","-7.332586","-8.199999","","","","","","","D1 PROFILE","","","","","",""
"80011900000060","Nodes","60","21.000000","34.081650","DDS demands","Known Flow","458828.452007","162533.298437","","0.000000","","","","","-13.439999","","","","","","","-12.018288","-13.439999","","","","","","","D1 PROFILE","","","","","",""
"80011900000735","Nodes","735","21.000000","25.800180","DDS demands","Known Flow","459397.693162","162467.793419","","0.000000","","","","","-13.859999","","","","","","","-12.393859","-13.859999","","","","","","","D1 PROFILE","","","","","",""
"80011900000734","Nodes","734","21.000000","28.474179","DDS demands","Known Flow","459304.603710","162538.529414","","0.000000","","","","","-7.250000","","","","","","","-6.483080","-7.250000","","","","","","","D1 PROFILE","","","","","",""
"80011900000733","Nodes","733","21.000000","32.829533","DDS demands","Known Flow","459054.437069","162610.274458","","0.000000","","","","","-14.009999","","","","","","","-12.527992","-14.009999","","","","","","","D1 PROFILE","","","","","",""
"80011900000071","Nodes","71","21.000000","32.319349","DDS demands","Known Flow","459180.202103","162303.841374","","0.000000","","","","","-13.739999","","","","","","","-12.286554","-13.739999","","","","","","","D1 PROFILE","","","","","",""
"80011900001019","Nodes","1019,","27.000000","32.289824","DDS demands","Known Flow","459260.005831","162294.318133","","0.000000","","","","","-1.479999","","","","","","","-1.323442","-1.479999","","","","","","","D1 PROFILE","","","","","",""
"80011900000982","Nodes","982","21.000000","32.286528","DDS demands","Known Flow","459281.584131","162291.926371","","0.000000","-4.570000","","","","-14.340000","","","","","","","-16.909660","-18.909999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"80011900000900","Nodes","900","21.000000","35.949160","Default Known Flow Node","Known Flow","459370.054155","161717.666215","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000096","Nodes","96","21.000000","36.019314","Default Known Flow Node","Known Flow","459373.324908","161689.934356","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000453","Nodes","453","21.000000","35.935939","DDS demands","Known Flow","459379.949157","161672.430203","","0.000000","","","","","-2.799999","","","","","","","-2.503810","-2.799999","","","","","","","D1 PROFILE","","","","","",""
"80011900000097","Nodes","97","21.000000","35.922007","DDS demands","Known Flow","459378.494211","161738.968824","","0.000000","","","","","-6.480000","","","","","","","-5.794532","-6.480000","","","","","","","D1 PROFILE","","","","","",""
"80011900000465","Nodes","465","21.000000","35.986384","DDS demands","Known Flow","459382.715158","161658.669199","","0.000000","","","","","-3.559999","","","","","","","-3.183415","-3.559999","","","","","","","D1 PROFILE","","","","","",""
"80011900000466","Nodes","466","21.000000","35.910879","DDS demands","Known Flow","459418.753223","161673.229992","","0.000000","","","","","-1.869999","","","","","","","-1.672187","-1.869999","","","","","","","D1 PROFILE","","","","","",""
"80011900000467","Nodes","467","21.000000","35.851869","DDS demands","Known Flow","459432.101172","161649.971196","","0.000000","","","","","-2.209999","","","","","","","-1.976221","-2.209999","","","","","","","D1 PROFILE","","","","","",""
"80011900003861","Nodes","-205317","21.000000","34.028522","Default Known Flow Node","Known Flow","459695.180243","161649.875196","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000218","Nodes","218","21.000000","33.951070","DDS demands","Known Flow","459669.320332","161631.743374","","0.000000","","","","","-2.869999","","","","","","","-2.566405","-2.869999","","","","","","","D1 PROFILE","","","","","",""
"80011900000394","Nodes","394","21.000000","33.876144","DDS demands","Known Flow","459636.326227","161611.377186","","0.000000","","","","","-8.079999","","","","","","","-7.225280","-8.079999","","","","","","","D1 PROFILE","","","","","",""
"80011900000090","Nodes","90","21.000000","34.724693","DDS demands","Known Flow","459630.055142","161812.959676","","0.000000","","","","","-0.860000","","","","","","","-0.769027","-0.860000","","","","","","","D1 PROFILE","","","","","",""
"80011900000753","Nodes","753","21.000000","34.807050","DDS demands","Known Flow","459646.154251","161827.229429","","0.000000","","","","","-3.150000","","","","","","","-2.816786","-3.150000","","","","","","","D1 PROFILE","","","","","",""
"80011900000913","Nodes","913","21.000000","34.810029","Default Known Flow Node","Known Flow","459664.875235","161838.881248","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000089","Nodes","89","21.000000","35.647318","DDS demands","Known Flow","459592.735126","161881.213064","","0.000000","","","","","-4.860000","","","","","","","-4.345898","-4.860000","","","","","","","D1 PROFILE","","","","","",""
"80011900000475","Nodes","475","21.000000","36.072768","DDS demands","Known Flow","459642.063967","161917.614569","","0.000000","","","","","-5.769999","","","","","","","-5.159637","-5.769999","","","","","","","D1 PROFILE","","","","","",""
"80011900000205","Nodes","205","21.000000","36.454944","DDS demands","Known Flow","459673.926858","161938.314118","","0.000000","","","","","-6.520000","","","","","","","-5.830300","-6.520000","","","","","","","D1 PROFILE","","","","","",""
"80011900000073","Nodes","73","21.000000","32.250400","DDS demands","Known Flow","459345.739148","162281.427368","","0.000000","","","","","-9.720000","","","","","","","-8.691797","-9.720000","","","","","","","D1 PROFILE","","","","","",""
"80011900000261","Nodes","261","21.000000","32.146421","DDS demands","Known Flow","459407.545970","162113.699292","","0.000000","","","","","-7.829999","","","","","","","-7.001726","-7.829999","","","","","","","D1 PROFILE","","","","","",""
"80011900003826","Nodes","","21.000000","32.277801","DDS demands","Known Flow","459463.493322","161990.918156","","0.000000","","","","","-10.679999","","","","","","","-9.550247","-10.679999","","","","","","","D1 PROFILE","","","","","",""
"80011900000084","Nodes","84","21.000000","35.643270","DDS demands","Known Flow","459623.789224","162169.150338","","0.000000","","","","","-4.739999","","","","","","","-4.238592","-4.739999","","","","","","","D1 PROFILE","","","","","",""
"80011900000813","Nodes","813","21.000000","35.707306","DDS demands","Known Flow","459645.238685","162171.331174","","0.000000","","","","","-1.840000","","","","","","","-1.645360","-1.840000","","","","","","","D1 PROFILE","","","","","",""
"80011900000814","Nodes","814","21.000000","35.820521","DDS demands","Known Flow","459664.034235","162172.158338","","0.000000","","","","","-6.730000","","","","","","","-6.018086","-6.730000","","","","","","","D1 PROFILE","","","","","",""
"80011900000866","Nodes","866","21.000000","69.806872","DDS demands","Known Flow","459539.866786","162615.185006","","0.000000","","","","","-1.420000","","","","","","","-1.269789","-1.420000","","","","","","","D1 PROFILE","","","","","",""
"80011900000007","Nodes","7, FALCON FIELDS DG, R775D, Constant Setting,","21.000000","69.999999","Default Known Pressure Node","Known Pressure","459550.526204","162606.617457","","359.999986","","","","","","","","","","","","12.107709","13.539999","","","","","","","","","","","","",""
"80011900000203","Nodes","203","21.000000","37.510403","DDS demands","Known Flow","459762.272261","162008.124294","","0.000000","","","","","-1.919999","","","","","","","-1.716898","-1.919999","","","","","","","D1 PROFILE","","","","","",""
"80011900000907","Nodes","907","21.000000","37.992311","DDS demands","Known Flow","459776.036284","162034.499224","","0.000000","","","","","-8.220000","","","","","","","-7.350471","-8.220000","","","","","","","D1 PROFILE","","","","","",""
"80011900000905","Nodes","905","21.000000","38.306193","DDS demands","Known Flow","459791.084461","162059.317789","","0.000000","-2.109999","","","-6.000000","-4.330000","","","","","","","-11.124070","-12.440000","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","",""
"80011900000207","Nodes","207","21.000000","34.173592","DDS demands","Known Flow","459666.876236","161755.994225","","0.000000","","","","","-7.989999","","","","","","","-7.144800","-7.989999","","","","","","","D1 PROFILE","","","","","",""
"80011900000264","Nodes","264","21.000000","34.288326","DDS demands","Known Flow","459847.751433","161794.569150","","0.000000","","","","","-8.529999","","","","","","","-7.627678","-8.529999","","","","","","","D1 PROFILE","","","","","",""
"80011900003886","Nodes","-205453","21.000000","35.101638","Default Known Flow Node","Known Flow","459999.179343","161872.548450","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900001063","Nodes","1063","21.000000","32.713862","Default Known Flow Node","Known Flow","460189.462378","161541.934167","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900008007","Nodes","8007","21.000000","32.706902","DDS demands","Known Flow","460198.368232","161526.531061","","0.000000","","","","","-3.370000","","","","","","","-3.013514","-3.370000","","","","","","","D1 PROFILE","","","","","",""
"80011900003895","Nodes","-217227","21.000000","32.700707","Default Known Flow Node","Known Flow","460208.667383","161513.249159","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000226","Nodes","226","21.000000","32.194586","DDS demands","Known Flow","460179.928055","161663.942820","","0.000000","","","","","-5.090000","","","","","","","-4.551569","-5.090000","","","","","","","D1 PROFILE","","","","","",""
"80011900000228","Nodes","228","21.000000","31.361082","DDS demands","Known Flow","460249.572538","161658.411547","","0.000000","","","","","-8.600000","","","","","","","-7.690274","-8.600000","","","","","","","D1 PROFILE","","","","","",""
"80011900003734","Nodes","-194961","21.000000","31.210444","Default Known Flow Node","Known Flow","460250.354176","161728.325724","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000628","Nodes","628","21.000000","28.138197","DDS demands","Known Flow","460310.284411","161620.909188","","0.000000","","","","","-9.909999","","","","","","","-8.861699","-9.909999","","","","","","","D1 PROFILE","","","","","",""
"80011900001083","Nodes","1083","21.000000","28.129885","Default Known Flow Node","Known Flow","460313.919395","161607.854243","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000242","Nodes","242","21.000000","28.117072","DDS demands","Known Flow","460322.869656","161597.139427","","0.000000","","","","","-2.140000","","","","","","","-1.913626","-2.140000","","","","","","","D1 PROFILE","","","","","",""
"80011900000945","Nodes","945","21.000000","29.535242","DDS demands","Known Flow","460390.631432","161307.563103","","0.000000","","","","","-11.709999","","","","","","","-10.471291","-11.709999","","","","","","","D1 PROFILE","","","","","",""
"80011900000946","Nodes","946","21.000000","27.504826","DDS demands","Known Flow","460410.744438","161198.695074","","0.000000","-5.099999","","","","-5.960000","","","","","","","-9.890050","-11.060000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"80011900000289","Nodes","289","21.000000","25.239685","DDS demands","Known Flow","460355.067866","160877.420766","","0.000000","","","","","-4.340000","","","","","","","-3.880905","-4.340000","","","","","","","D1 PROFILE","","","","","",""
"80011900000288","Nodes","288","21.000000","25.194675","DDS demands","Known Flow","460375.147051","160847.387150","","0.000000","","","","","-1.779999","","","","","","","-1.591707","-1.779999","","","","","","","D1 PROFILE","","","","","",""
"80011900000287","Nodes","287","21.000000","25.194634","DDS demands","Known Flow","460364.911425","160826.580972","","0.000000","","","","","-3.839999","","","","","","","-3.433796","-3.839999","","","","","","","D1 PROFILE","","","","","",""
"80011900000488","Nodes","","21.000000","25.246922","DDS demands","Known Flow","460383.454431","160925.192999","","0.000000","","-33.990002","","","","","","","","","","-30.394468","-33.990002","","","","C2 PROFILE","","","","","","","","",""
"80011900001067","Nodes","1067","21.000000","25.464687","Default Known Flow Node","Known Flow","460457.992154","160951.742676","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000807","Nodes","807","21.000000","25.045441","DDS demands","Known Flow","460535.285472","160998.080019","","0.000000","","","","","-6.540000","","","","","","","-5.848185","-6.540000","","","","","","","D1 PROFILE","","","","","",""
"80011900001005","Nodes","1005","21.000000","25.386344","Default Known Flow Node","Known Flow","460474.391265","160956.863649","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000293","Nodes","293","21.000000","24.657725","DDS demands","Known Flow","460772.017536","161255.609089","","0.000000","","","","","-4.179999","","","","","","","-3.737830","-4.179999","","","","","","","D1 PROFILE","","","","","",""
"80011900000292","Nodes","292","21.000000","24.613442","DDS demands","Known Flow","460766.765908","161280.429180","","0.000000","","","","","-4.090000","","","","","","","-3.657351","-4.090000","","","","","","","D1 PROFILE","","","","","",""
"80011900000291","Nodes","291","21.000000","24.615084","DDS demands","Known Flow","460781.037539","161308.321103","","0.000000","","","","","-10.399999","","","","","","","-9.299865","-10.399999","","","","","","","D1 PROFILE","","","","","",""
"80011900003761","Nodes","","21.000000","24.526296","DDS demands","Known Flow","460811.499547","161243.572086","","0.000000","","","","","-1.299999","","","","","","","-1.162483","-1.299999","","","","","","","D1 PROFILE","","","","","",""
"80011900008002","Nodes","8002","21.000000","23.429683","DDS demands","Known Flow","460834.304628","161325.298669","","0.000000","","","","","-3.380000","","","","","","","-3.022456","-3.380000","","","","","","","D1 PROFILE","","","","","",""
"80011900000800","Nodes","800, P14134191,SANDY LANE, SCH 13.66","22.999998","22.936076","CSEP Unmatched","Known Flow","460836.242554","161384.810124","","0.000000","","","","","-3.020000","","","","","","-8.329999","-10.149372","-11.349999","","","","","","","D1 PROFILE","","","","","","PL-DC PROFILE"
"80011900000758","Nodes","758","21.000000","68.942567","DDS demands","Known Flow","461015.915603","162253.161361","","0.000000","","","","","-0.939999","","","","","","","-0.840564","-0.939999","","","","","","","D1 PROFILE","","","","","",""
"80011900001037","Nodes","1037","21.000000","68.988446","DDS demands","Known Flow","461016.405388","162332.708658","","0.000000","","","","","-4.610000","","","","","","","-4.122344","-4.610000","","","","","","","D1 PROFILE","","","","","",""
"80011900000706","Nodes","706","21.000000","69.118704","DDS demands","Known Flow","461024.734605","162389.188398","","0.000000","","","","","-10.229999","","","","","","","-9.147848","-10.229999","","","","","","","D1 PROFILE","","","","","",""
"80011900000006","Nodes","6, PAMBER HEATH ROAD DG, R244D,","21.000000","69.999999","Default Known Pressure Node","Known Pressure","461029.383606","162416.139405","","419.999989","","","","","","","","","","","","24.430031","27.319999","","","","","","","","","","","","",""
"80011900000425","Nodes","425","21.000000","45.654557","DDS demands","Known Flow","461158.045641","162390.984398","","0.000000","","","","","-8.090000","","","","","","","-7.234223","-8.090000","","","","","","","D1 PROFILE","","","","","",""
"80011900000008","Nodes","8, JUBILEE CLOSE DG, R400D, Constant Setting, Site ID 4251","21.000000","49.999998","Default Known Pressure Node","Known Pressure","461175.917360","162429.468561","","454.999992","","","","","","","","","","","","238.451462","266.659223","","","","","","","","","","","","",""
"80011900000858","Nodes","858","21.000000","24.525037","Default Known Flow Node","Known Flow","460774.823490","161595.438114","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000871","Nodes","871","21.000000","24.922243","DDS demands","Known Flow","460907.334016","161823.000180","","0.000000","-30.959999","","","","-9.479999","","","","","","","-36.162170","-40.440000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"80011900003762","Nodes","-195094","21.000000","25.534904","Default Known Flow Node","Known Flow","460979.580593","161931.348273","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000860","Nodes","860","21.000000","27.679710","DDS demands","Known Flow","461312.638683","161995.717290","","0.000000","","","","","-9.729999","","","","","","","-8.700739","-9.729999","","","","","","","D1 PROFILE","","","","","",""
"80011900008001","Nodes","8001","21.000000","27.393534","Default Known Flow Node","Known Flow","461275.899974","161931.054320","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000922","Nodes","922","21.000000","27.136613","DDS demands","Known Flow","461203.263654","161872.334257","","0.000000","","","","","-6.199999","","","","","","","-5.544150","-6.199999","","","","","","","D1 PROFILE","","","","","",""
"80011900003775","Nodes","-198077","21.000000","39.292550","Default Known Flow Node","Known Flow","461365.528806","162254.010883","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"80011900000352","Nodes","352","21.000000","40.009013","DDS demands","Known Flow","461362.307774","162323.136300","","0.000000","","","","","-10.169999","","","","","","","-9.094195","-10.169999","","","","","","","D1 PROFILE","","","","","",""
"80011900000295","Nodes","295","21.000000","34.525645","DDS demands","Known Flow","461655.267777","162171.861338","","0.000000","","","","","-3.530000","","","","","","","-3.156589","-3.530000","","","","","","","D1 PROFILE","","","","","",""
"80011900000299","Nodes","299","21.000000","28.947502","DDS demands","Known Flow","461504.425736","162037.127302","","0.000000","","","","","-7.629999","","","","","","","-6.822882","-7.629999","","","","","","","D1 PROFILE","","","","","",""
"80011900001010","Nodes","1010, P00043889, 27 PELICAN ROAD-PAMBER HEATH, -15.78SCMH","24.000000","40.301040","CSEP DDS Matched","Known Flow","461220.239658","162588.265452","","0.000000","","","","","","-15.779999","","","","","","-14.110758","-15.779999","","","","","","","","DC PROFILE","","","","",""
"80011900000375","Nodes","375,","21.000000","40.540100","DDS demands","Known Flow","461372.563482","162599.972134","","0.000000","","","","","-11.220000","","","","","","","-10.033124","-11.220000","","","","","","","D1 PROFILE","","","","","",""
"80011900000374","Nodes","374","21.000000","41.832399","DDS demands","Known Flow","461580.533756","162621.161461","","0.000000","","","","","-17.169999","","","","","","","-15.353721","-17.169999","","","","","","","D1 PROFILE","","","","","",""
"80011900000315","Nodes","315","21.000000","41.460230","DDS demands","Known Flow","462466.701720","161724.532436","","0.000000","","","","","-6.099999","","","","","","","-5.454729","-6.099999","","","","","","","D1 PROFILE","","","","","",""
"80011900000316","Nodes","316","21.000000","41.462289","DDS demands","Known Flow","462463.122638","161746.853769","","0.000000","","","","","-3.849999","","","","","","","-3.442738","-3.849999","","","","","","","D1 PROFILE","","","","","",""
"80011900000314","Nodes","314","21.000000","41.489108","DDS demands","Known Flow","462442.401977","161764.462888","","0.000000","","","","","-4.869999","","","","","","","-4.354840","-4.869999","","","","","","","D1 PROFILE","","","","","",""
"80011900000310","Nodes","310","21.000000","42.508514","DDS demands","Known Flow","462600.820277","161876.365717","","0.000000","","","","","-7.799999","","","","","","","-6.974899","-7.799999","","","","","","","D1 PROFILE","","","","","",""
"80011900000309","Nodes","309","21.000000","42.368138","DDS demands","Known Flow","462552.605603","161879.701980","","0.000000","","","","","-3.430000","","","","","","","-3.067167","-3.430000","","","","","","","D1 PROFILE","","","","","",""
