"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"80061000000039","Nodes","39",21.000000,62.246470,"DDS demands","Known Flow",491940.374018,217175.654305,,0.000000,,,,-2.289999,,,-2.047759,-2.289999,,"",,,,"D1 PROFILE",,
"80061000001107","Nodes","-82285",21.000000,63.712634,"Default Known Flow Node","Known Flow",491918.446012,217356.958355,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001108","Nodes","-82288",21.000000,62.246470,"Default Known Flow Node","Known Flow",491948.619020,217183.142307,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000071","Nodes","71",21.000000,61.630532,"DDS demands","Known Flow",491968.061079,217098.549668,,0.000000,,,,-5.489999,,,-4.909256,-5.489999,,"",,,,"D1 PROFILE",,
"80061000000036","Nodes","36",21.000000,61.384371,"DDS demands","Known Flow",491998.227033,217062.032274,,0.000000,,,,-8.149999,,,-7.287875,-8.149999,,"",,,,"D1 PROFILE",,
"80061000000017","Nodes","17",21.000000,62.544054,"DDS demands","Known Flow",492011.913037,217380.945361,,0.000000,,,,-13.100000,,,-11.714255,-13.100000,,"",,,,"D1 PROFILE",,
"80061000000033","Nodes","33",21.000000,58.435058,"DDS demands","Known Flow",492076.968055,217259.030328,,0.000000,,,,-3.690000,,,-3.299664,-3.690000,,"",,,,"D1 PROFILE",,
"80061000000032","Nodes","32",21.000000,58.630429,"DDS demands","Known Flow",492006.741036,217238.954323,,0.000000,,,,-10.439999,,,-9.335634,-10.439999,,"",,,,"D1 PROFILE",,
"80061000000034","Nodes","34",21.000000,58.577805,"DDS demands","Known Flow",491986.417030,217198.991312,,0.000000,,,,-5.369999,,,-4.801949,-5.369999,,"",,,,"D1 PROFILE",,
"80061000000031","Nodes","31",21.000000,60.176216,"DDS demands","Known Flow",492073.824520,217178.166407,,0.000000,,,,-21.259999,,,-19.011073,-21.259999,,"",,,,"D1 PROFILE",,
"80061000000029","Nodes","29",21.000000,58.286768,"DDS demands","Known Flow",492119.483066,217196.868311,,0.000000,,,,-4.039999,,,-3.612640,-4.039999,,"",,,,"D1 PROFILE",,
"80061000000046","Nodes","46",21.000000,60.987873,"DDS demands","Known Flow",492086.017057,217442.047378,,0.000000,,,,-1.929999,,,-1.725840,-1.929999,,"",,,,"D1 PROFILE",,
"80061000001112","Nodes","-82322",21.000000,61.035549,"Default Known Flow Node","Known Flow",492088.883058,217438.495377,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000047","Nodes","47",21.000000,60.665451,"DDS demands","Known Flow",492038.703044,217438.178377,,0.000000,,,,-9.409999,,,-8.414590,-9.409999,,"",,,,"D1 PROFILE",,
"80061000001114","Nodes","-82327",21.000000,61.235518,"Default Known Flow Node","Known Flow",492118.523066,217405.074368,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000027","Nodes","27",21.000000,56.778094,"DDS demands","Known Flow",492174.517081,217179.964307,,0.000000,,,,-6.119999,,,-5.472613,-6.119999,,"",,,,"D1 PROFILE",,
"80061000000030","Nodes","30",21.000000,58.235176,"DDS demands","Known Flow",492126.312068,217235.405322,,0.000000,,,,-1.869999,,,-1.672187,-1.869999,,"",,,,"D1 PROFILE",,
"80061000000048","Nodes","48",21.000000,59.966507,"DDS demands","Known Flow",492135.838071,217476.102387,,0.000000,,,,-23.060000,,,-20.620665,-23.060000,,"",,,,"D1 PROFILE",,
"80061000000049","Nodes","49",21.000000,59.494233,"DDS demands","Known Flow",492213.511092,217442.441378,,0.000000,,,,-11.859999,,,-10.605423,-11.859999,,"",,,,"D1 PROFILE",,
"80061000001117","Nodes","S14134828",21.000000,60.070657,"Point Loads","Known Flow",492172.384617,217346.894226,,0.000000,,,,,,-35.450000,-31.700024,-35.450000,,"",,,,,,"PL-AF PROFILE"
"80061000000021","Nodes","21",21.000000,56.262886,"DDS demands","Known Flow",492288.024682,217236.715817,,0.000000,,,,-8.430000,,,-7.538257,-8.430000,,"",,,,"D1 PROFILE",,
"80061000001118","Nodes","-82339",21.000000,60.070657,"Default Known Flow Node","Known Flow",492173.363081,217348.181352,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000025","Nodes","25",21.000000,55.694731,"DDS demands","Known Flow",492261.273105,217169.688304,,0.000000,,,,-6.220000,,,-5.562035,-6.220000,,"",,,,"D1 PROFILE",,
"80061000000028","Nodes","28",21.000000,56.702634,"DDS demands","Known Flow",492222.191094,217221.386318,,0.000000,,,,-4.130000,,,-3.693120,-4.130000,,"",,,,"D1 PROFILE",,
"80061000001119","Nodes","-82345",21.000000,59.462383,"Default Known Flow Node","Known Flow",492233.529097,217432.698375,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000051","Nodes","51",21.000000,59.321243,"DDS demands","Known Flow",492308.053118,217445.822379,,0.000000,,,,-7.239999,,,-6.474137,-7.239999,,"",,,,"D1 PROFILE",,
"80061000000023","Nodes","23",21.000000,55.652702,"DDS demands","Known Flow",492304.227117,217201.406312,,0.000000,,,,-37.240002,,,-33.300675,-37.240002,,"",,,,"D1 PROFILE",,
"80061000000026","Nodes","26",21.000000,55.391965,"DDS demands","Known Flow",492292.913113,217116.185289,,0.000000,,,,-8.590000,,,-7.681332,-8.590000,,"",,,,"D1 PROFILE",,
"80061000000022","Nodes","22",21.000000,56.151381,"DDS demands","Known Flow",492315.836120,217254.033327,,0.000000,,,,-6.719999,,,-6.009144,-6.719999,,"",,,,"D1 PROFILE",,
"80061000000078","Nodes","78",21.000000,55.602425,"DDS demands","Known Flow",492319.661726,217196.616561,,0.000000,,,,-6.000000,,,-5.365307,-6.000000,,"",,,,"D1 PROFILE",,
"80061000001120","Nodes","-82357",21.000000,59.199924,"Default Known Flow Node","Known Flow",492400.680143,217400.798367,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000052","Nodes","52",21.000000,59.279367,"Default Known Flow Node","Known Flow",492332.920124,217481.315389,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000024","Nodes","24",21.000000,55.307077,"DDS demands","Known Flow",492428.160150,216981.644253,,0.000000,,,0.000000,-9.249999,,,-8.271515,-9.249999,,"",,,"C4 PROFILE","D1 PROFILE",,
"80061000000079","Nodes","79",21.000000,55.245273,"DDS demands","Known Flow",492345.439128,217292.405337,,0.000000,,,,-5.729999,,,-5.123868,-5.729999,,"",,,,"D1 PROFILE",,
"80061000000053","Nodes","53",21.000000,59.191113,"DDS demands","Known Flow",492410.307145,217390.183364,,0.000000,,,,-8.779999,,,-7.851233,-8.779999,,"",,,,"D1 PROFILE",,
"80061000001121","Nodes","-82358",21.000000,59.199924,"Default Known Flow Node","Known Flow",492403.806144,217403.546367,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000081","Nodes","81",21.000000,59.120905,"DDS demands","Known Flow",491832.682988,217839.030486,,0.000000,,,,-0.689999,,,-0.617010,-0.689999,,"",,,,"D1 PROFILE",,
"80061000000058","Nodes","58",21.000000,59.323882,"Default Known Flow Node","Known Flow",491923.219271,217630.334475,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001109","Nodes","-82294",21.000000,59.933598,"Default Known Flow Node","Known Flow",491989.047031,217551.007408,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000050","Nodes","50",21.000000,59.173183,"DDS demands","Known Flow",492277.230109,217514.646398,,0.000000,,,,-6.809999,,,-6.089623,-6.809999,,"",,,,"D1 PROFILE",,
"80061000000060","Nodes","60",21.000000,59.265526,"DDS demands","Known Flow",492010.992037,217689.979445,,0.000000,,,,-5.480000,,,-4.900314,-5.480000,,"",,,,"D1 PROFILE",,
"80061000000056","Nodes","56",21.000000,60.036362,"DDS demands","Known Flow",492007.369478,217531.928255,,0.000000,,,,-0.970000,,,-0.867391,-0.970000,,"",,,,"D1 PROFILE",,
"80061000001110","Nodes","-82299",21.000000,59.933598,"Default Known Flow Node","Known Flow",492008.526036,217570.610413,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000069","Nodes","69",21.000000,59.851578,"Default Known Flow Node","Known Flow",492250.907102,217590.330418,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000067","Nodes","67",21.000000,59.851578,"DDS demands","Known Flow",492214.947092,217563.073411,,0.000000,,,,-5.519999,,,-4.936082,-5.519999,,"",,,,"D1 PROFILE",,
"80061000000054","Nodes","54",21.000000,60.239397,"DDS demands","Known Flow",492033.188425,217503.963937,,0.000000,,,-3.829999,-26.040001,,,-26.710290,-29.870001,,"",,,"C4 PROFILE","D1 PROFILE",,
"80061000000057","Nodes","57",21.000000,60.020018,"DDS demands","Known Flow",492040.024045,217563.351411,,0.000000,,,,-2.300000,,,-2.056701,-2.300000,,"",,,,"D1 PROFILE",,
"80061000000065","Nodes","65",21.000000,59.089602,"DDS demands","Known Flow",492144.310229,217621.946280,,0.000000,,,,-10.159999,,,-9.085253,-10.159999,,"",,,,"D1 PROFILE",,
"80061000000055","Nodes","55",21.000000,60.163863,"DDS demands","Known Flow",491986.781030,217466.031384,,0.000000,,,,-4.320000,,,-3.863021,-4.320000,,"",,,,"D1 PROFILE",,
"80061000000061","Nodes","61",21.000000,59.046303,"DDS demands","Known Flow",492054.949049,217648.157434,,0.000000,,,,-3.099999,,,-2.772075,-3.099999,,"",,,,"D1 PROFILE",,
"80061000000062","Nodes","62",21.000000,59.032770,"DDS demands","Known Flow",492023.461040,217617.239426,,0.000000,,,,-2.119999,,,-1.895741,-2.119999,,"",,,,"D1 PROFILE",,
"80061000000063","Nodes","63",21.000000,59.029113,"Default Known Flow Node","Known Flow",492077.756055,217615.513425,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000064","Nodes","64",21.000000,58.986841,"DDS demands","Known Flow",492066.658052,217602.904422,,0.000000,,,,-0.579999,,,-0.518646,-0.579999,,"",,,,"D1 PROFILE",,
"80061000000070","Nodes","70",21.000000,58.969092,"DDS demands","Known Flow",492115.655595,217584.930223,,0.000000,,,,-9.009999,,,-8.056903,-9.009999,,"",,,,"D1 PROFILE",,
"80061000000073","Nodes","73",21.000000,59.010981,"Default Known Flow Node","Known Flow",492102.319062,217567.047412,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001115","Nodes","-82333",21.000000,59.089224,"Default Known Flow Node","Known Flow",492144.613073,217620.809427,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001116","Nodes","-82334",21.000000,59.089602,"Default Known Flow Node","Known Flow",492159.623077,217619.351426,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000000066","Nodes","66",21.000000,59.044511,"DDS demands","Known Flow",492114.027065,217601.174421,,0.000000,,,,-1.059999,,,-0.947870,-1.059999,,"",,,,"D1 PROFILE",,
"80061000000068","Nodes","68",21.000000,59.797365,"DDS demands","Known Flow",492181.915083,217591.770419,,0.000000,,,,-4.190000,,,-3.746773,-4.190000,,"",,,,"D1 PROFILE",,
"80061000000075","Nodes","75",21.000000,58.658386,"DDS demands","Known Flow",492046.111046,218168.386576,,0.000000,,,,-4.980000,,,-4.453205,-4.980000,,"",,,,"D1 PROFILE",,
"80061000001031","Nodes",,0.000000,63.136604,"Default Known Flow Node","Known Flow",491917.656011,217437.268377,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001032","Nodes",,0.000000,63.178185,"Default Known Flow Node","Known Flow",491935.352016,217463.900384,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001033","Nodes",,0.000000,63.219774,"Default Known Flow Node","Known Flow",491939.632344,217414.376113,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001034","Nodes",,0.000000,63.178185,"Default Known Flow Node","Known Flow",491935.400016,217427.761374,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001038","Nodes",,0.000000,59.082985,"Default Known Flow Node","Known Flow",491840.421990,217766.286466,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001067","Nodes",,0.000000,60.432018,"Default Known Flow Node","Known Flow",492157.832077,217374.049359,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001043","Nodes",,0.000000,58.694423,"Default Known Flow Node","Known Flow",492091.020058,218183.872580,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001103","Nodes",,0.000000,57.939770,"Default Known Flow Node","Known Flow",492224.718095,218276.735605,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001104","Nodes",,0.000000,57.799740,"DDS demands","Known Flow",492271.149108,218213.368588,,0.000000,,-6.000000,,,,,-5.365307,-6.000000,,"",,"C2 PROFILE",,,,
"80061000001105","Nodes",,0.000000,58.315280,"Default Known Flow Node","Known Flow",492155.032819,218292.534582,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001102","Nodes",,0.000000,58.315280,"Default Known Flow Node","Known Flow",492159.185077,218299.658611,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"80061000001035","Nodes",,0.000000,63.136604,"Default Known Flow Node","Known Flow",491897.420006,217439.809377,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
