"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"80017500000027","Nodes","27",21.000000,31.074213,"DDS demands","Known Flow",435728.000000,216058.906250,,0.000000,,,,-4.630000,,-4.140228,-4.630000,,"",,,,"D1 PROFILE",
"80017500000035","Nodes","35",21.000000,30.942248,"DDS demands","Known Flow",435716.906250,216082.000000,,0.000000,,,,-5.079999,,-4.542626,-5.079999,,"",,,,"D1 PROFILE",
"80017500000029","Nodes","29",21.000000,29.957552,"DDS demands","Known Flow",435664.000000,215986.406250,,0.000000,,,,-2.750000,,-2.459099,-2.750000,,"",,,,"D1 PROFILE",
"80017500000018","Nodes","18",21.000000,49.028363,"DDS demands","Known Flow",436028.812500,216255.296875,,0.000000,,,,-3.790000,,-3.389085,-3.790000,,"",,,,"D1 PROFILE",
"80017500000025","Nodes","25",21.000000,46.088896,"DDS demands","Known Flow",436106.406250,216135.906250,,0.000000,,,,-13.609999,,-12.170305,-13.609999,,"",,,,"D1 PROFILE",
"80017500000033","Nodes","33",21.000000,46.154284,"DDS demands","Known Flow",436134.406250,216147.796875,,0.000000,,,-6.760000,-0.689999,,-6.661923,-7.450000,,"",,,"C4 PROFILE","D1 PROFILE",
"80017500000034","Nodes","34",21.000000,46.073140,"DDS demands","Known Flow",436217.093750,216148.906250,,0.000000,,,,-4.760000,,-4.256477,-4.760000,,"",,,,"D1 PROFILE",
"80017500000019","Nodes","19",21.000000,49.240792,"DDS demands","Known Flow",436005.593750,216293.796875,,0.000000,,,,-5.630000,,-5.034446,-5.630000,,"",,,,"D1 PROFILE",
"80017500000015","Nodes","15",21.000000,48.952935,"DDS demands","Known Flow",436045.312500,216195.093750,,0.000000,,,,-6.269999,,-5.606746,-6.269999,,"",,,,"D1 PROFILE",
"800175-281754","Nodes","-281754",21.000000,48.952935,"Default Known Flow Node","Known Flow",436055.750000,216204.125000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80017500000016","Nodes","16",21.000000,49.173300,"DDS demands","Known Flow",436059.812500,216275.906250,,0.000000,,,,-0.620000,,-0.554415,-0.620000,,"",,,,"D1 PROFILE",
"80017500000017","Nodes","17",21.000000,49.127589,"DDS demands","Known Flow",436062.812500,216310.593750,,0.000000,,,,-3.950000,,-3.532160,-3.950000,,"",,,,"D1 PROFILE",
"80017500000014","Nodes","14",21.000000,49.089809,"DDS demands","Known Flow",436067.812500,216272.093750,,0.000000,,,,-12.350000,,-11.043591,-12.350000,,"",,,,"D1 PROFILE",
"80017500000049","Nodes","49",21.000000,48.341579,"DDS demands","Known Flow",436123.312500,216198.500000,,0.000000,,,,-6.399999,,-5.722994,-6.399999,,"",,,,"D1 PROFILE",
"80017500000013","Nodes","13",21.000000,49.052186,"DDS demands","Known Flow",436147.812500,216319.000000,,0.000000,,,,-1.269999,,-1.135656,-1.269999,,"",,,,"D1 PROFILE",
"800175-281766","Nodes","-281766",21.000000,49.049305,"Default Known Flow Node","Known Flow",436146.000000,216318.875000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80017500000011","Nodes","11",21.000000,49.596728,"DDS demands","Known Flow",436131.593750,216484.906250,,0.000000,,-14.189999,,-38.119997,,-46.776534,-52.309995,,"",,"C2 PROFILE",,"D1 PROFILE",
"80017500000012","Nodes","12",21.000000,49.470724,"DDS demands","Known Flow",436207.500000,216480.296875,,0.000000,,,,-2.769999,,-2.476983,-2.769999,,"",,,,"D1 PROFILE",
"80017500000010","Nodes","10",21.000000,50.247569,"DDS demands","Known Flow",436139.500000,216603.000000,,0.000000,,,-2.539999,-15.800000,,-16.399957,-18.340000,,"",,,"C4 PROFILE","D1 PROFILE",
"800175-281751","Nodes","-281751",21.000000,49.675686,"Default Known Flow Node","Known Flow",436012.000000,216549.375000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"80017500000048","Nodes","48",21.000000,49.262416,"DDS demands","Known Flow",435989.406250,216502.000000,,0.000000,,,,-10.880000,,-9.729090,-10.880000,,"",,,,"D1 PROFILE",
"80017500000001","Nodes","1, ""SCHOOL ROAD - 1/ OF03D""",21.000000,50.999999,"Default Known Pressure Node","Known Pressure",436142.812500,216615.296875,,999998.967025,,,,,,254.217172,284.290001,,"",,,,,
