"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80002500000173","Nodes","173","21.000000","31.565793","Default Known Flow Node","Known Flow","458594.515944","222300.587700","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001701","Nodes","1701","21.000000","31.561640","Default Known Flow Node","Known Flow","458605.001658","222325.667433","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000158","Nodes","158","21.000000","31.542884","Default Known Flow Node","Known Flow","458517.515923","222296.337699","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000160","Nodes","160","21.000000","31.542884","Default Known Flow Node","Known Flow","458584.890941","222262.087689","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000155","Nodes","155","21.000000","31.542884","Default Known Flow Node","Known Flow","458485.890914","222209.587675","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800025-72564","Nodes","-72564","21.000000","31.544378","Default Known Flow Node","Known Flow","458481.890913","222228.837680","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000147","Nodes","147","21.000000","31.542508","DDS demands","Known Flow","458486.765914","222204.712674","","0.000000","","","","","","-12.629999","","","","","","","-11.293971","-12.629999","","","","","","","","D1 PROFILE","","","","","",""
"80002500000407","Nodes","407","21.000000","44.270454","Default Known Flow Node","Known Flow","459367.017330","222868.947589","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000408","Nodes","408","21.000000","44.270454","Default Known Flow Node","Known Flow","459395.891162","222812.837839","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000531","Nodes","531","21.000000","43.100497","DDS demands","Known Flow","459435.291669","222821.795624","","0.000000","","","","","","","","-11.220000","","","","","-10.033124","-11.220000","","","","","","","","","","I2 PROFILE","","","",""
"80002500001756","Nodes","1756","21.000000","38.723424","DDS demands","Known Flow","458928.144403","224131.341314","","0.000000","","","","","","-6.010000","","","","","","","-5.374249","-6.010000","","","","","","","","D1 PROFILE","","","","","",""
"800025-9871842","Nodes","-9871842","21.000000","38.723424","Default Known Flow Node","Known Flow","458918.266032","224130.463198","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000223","Nodes","223","21.000000","32.769282","Default Known Flow Node","Known Flow","458389.879338","223172.562154","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000227","Nodes","227","21.000000","32.769282","Default Known Flow Node","Known Flow","458357.515879","223167.337936","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000221","Nodes","221","21.000000","32.773823","DDS demands","Known Flow","458299.598713","222984.489099","","0.000000","","","","","","-4.880000","","","","","","","-4.363783","-4.880000","","","","","","","","D1 PROFILE","","","","","",""
"80002500000224","Nodes","224","21.000000","32.750217","DDS demands","Known Flow","458409.420512","223211.286147","","0.000000","","","","","","-13.899999","","","","","","","-12.429627","-13.899999","","","","","","","","D1 PROFILE","","","","","",""
"800025-79056","Nodes","-79056","21.000000","33.605833","Default Known Flow Node","Known Flow","458202.140837","222844.837848","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000313","Nodes","313","21.000000","30.510745","DDS demands","Known Flow","458077.531679","222992.981785","","0.000000","","-28.240000","","","","-21.639999","","","","","","","-44.603588","-49.880001","","","","C2 PROFILE","","","","D1 PROFILE","","","","","",""
"80002500000213","Nodes","213","21.000000","33.631446","DDS demands","Known Flow","458178.845415","222810.489298","","0.000000","","","","","","-6.409999","","","","","","","-5.731936","-6.409999","","","","","","","","D1 PROFILE","","","","","",""
"80002500000214","Nodes","214","21.000000","33.515963","DDS demands","Known Flow","458154.640824","222822.837842","","0.000000","","","","","","-4.819999","","","","","","","-4.310130","-4.819999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001434","Nodes","1434","21.000000","30.948980","DDS demands","Known Flow","458221.495489","222782.394828","","0.000000","","","-22.070000","","","-1.999999","","","","","","","-21.523824","-24.069999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"800025-70522","Nodes","-70522","21.000000","31.407161","Default Known Flow Node","Known Flow","458206.515838","222794.212834","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000209","Nodes","209","21.000000","32.154624","DDS demands","Known Flow","458183.412697","222777.616114","","0.000000","-3.950000","","","","","","","","","","","","-3.532160","-3.950000","","","C1 PROFILE","","","","","","","","","","",""
"80002500001308","Nodes","Logger 5530, QUEENS AVENUE","21.000000","33.725556","Val Log Post","Known Flow","458161.742616","222781.132881","","0.000000","-13.699999","","","","","","","","","","","","-12.250785","-13.699999","","","C1 PROFILE","","","","","","","","","","",""
"80002500000212","Nodes","212","21.000000","34.029512","DDS demands","Known Flow","458127.351214","222722.101119","","0.000000","-7.280000","","","","","","","","","","","","-6.509906","-7.280000","","","C1 PROFILE","","","","","","","","","","",""
"80002500001001","Nodes","1001","21.000000","33.097669","DDS demands","Known Flow","458235.247745","222636.608293","","0.000000","","","","","","-3.150000","","","","","","","-2.816786","-3.150000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001003","Nodes","1003","21.000000","33.834171","DDS demands","Known Flow","458170.890828","222682.587804","","0.000000","","","","","","-5.719999","","","","","","","-5.114926","-5.719999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001004","Nodes","1004","21.000000","33.637009","DDS demands","Known Flow","458144.140821","222628.087789","","0.000000","","","","","","-6.119999","","","","","","","-5.472613","-6.119999","","","","","","","","D1 PROFILE","","","","","",""
"800025-111861","Nodes","-111861","21.000000","33.942736","Default Known Flow Node","Known Flow","458166.265827","222694.712807","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500000553","Nodes","553","21.000000","34.854869","DDS demands","Known Flow","458091.156714","222650.844094","","0.000000","-15.930000","","","","","","","","","","","","-14.244891","-15.930000","","","C1 PROFILE","","","","","","","","","","",""
"80002500000554","Nodes","554","21.000000","34.224755","DDS demands","Known Flow","457955.640770","222779.462830","","0.000000","","","","","","-0.669999","","","","","","","-0.599125","-0.669999","","","","","","","","D1 PROFILE","","","","","",""
"80002500000083","Nodes","83","21.000000","34.999753","Default Known Flow Node","Known Flow","458086.366315","222639.773844","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001249","Nodes","1249","21.000000","35.510160","DDS demands","Known Flow","458134.015818","222573.337774","","0.000000","","","","","","-1.039999","","","","","","","-0.929986","-1.039999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001248","Nodes","1248","21.000000","35.515585","DDS demands","Known Flow","458073.686073","222608.281436","","0.000000","","","","","","-7.629999","","","","","","","-6.822882","-7.629999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001580","Nodes","1580","21.000000","35.251358","DDS demands","Known Flow","458079.178209","222623.162674","","0.000000","-25.049999","","","","","","","","","","","","-22.400158","-25.049999","","","C1 PROFILE","","","","","","","","","","",""
"80002500001887","Nodes","1887","21.000000","36.185876","Default Known Flow Node","Known Flow","458061.118240","222570.303873","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001888","Nodes","1888","21.000000","36.185876","Default Known Flow Node","Known Flow","458013.765786","222589.212778","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001509","Nodes","1509","21.000000","27.485727","DDS demands","Known Flow","457201.640565","223635.713063","","0.000000","","","","","","-6.110000","","","","","","","-5.463671","-6.110000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001458","Nodes","1458","21.000000","27.765319","DDS demands","Known Flow","457268.265583","223616.088058","","0.000000","","","","","","-6.399999","","","","","","","-5.722994","-6.399999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001811","Nodes","1811","21.000000","27.378084","DDS demands","Known Flow","457272.409971","223693.129457","","0.000000","","","","-6.500000","","-1.120000","","","","","","","-6.813940","-7.620000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"80002500001524","Nodes","1524","21.000000","27.567843","DDS demands","Known Flow","457244.801418","223729.023843","","0.000000","","","","","","-5.700000","","","","","","","-5.097042","-5.700000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001522","Nodes","1522","21.000000","27.981206","DDS demands","Known Flow","457210.004191","223757.935126","","0.000000","","","","","","-7.880000","","","","","","","-7.046437","-7.880000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001525","Nodes","1525","21.000000","27.417162","DDS demands","Known Flow","457270.140583","223755.838096","","0.000000","","","","","","-7.849999","","","","","","","-7.019610","-7.849999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001523","Nodes","1523","21.000000","27.759796","DDS demands","Known Flow","457181.140559","223822.338114","","0.000000","","","","","","-5.889999","","","","","","","-5.266943","-5.889999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001520","Nodes","1520","21.000000","29.213206","DDS demands","Known Flow","457123.015543","223741.213092","","0.000000","","","","","","-4.019999","","","","","","","-3.594755","-4.019999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001519","Nodes","1519","21.000000","29.197951","DDS demands","Known Flow","457112.765541","223761.463097","","0.000000","","","","","","-2.869999","","","","","","","-2.566405","-2.869999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001518","Nodes","1518","21.000000","29.378740","DDS demands","Known Flow","457129.890545","223733.463090","","0.000000","","","","","","-6.020000","","","","","","","-5.383191","-6.020000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001521","Nodes","1521","21.000000","29.289398","DDS demands","Known Flow","457180.765559","223718.713086","","0.000000","","","","","","-2.779999","","","","","","","-2.485925","-2.779999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001516","Nodes","1516","21.000000","30.521452","DDS demands","Known Flow","457102.390538","223684.463076","","0.000000","","","","","","-3.739999","","","","","","","-3.344374","-3.739999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001517","Nodes","1517","21.000000","30.445622","DDS demands","Known Flow","457060.890526","223696.588080","","0.000000","","","","","","-4.369999","","","","","","","-3.907732","-4.369999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001513","Nodes","1513","21.000000","32.193725","DDS demands","Known Flow","457091.690615","223616.030296","","0.000000","","","","","","-7.129999","","","","","","","-6.375773","-7.129999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001510","Nodes","1510","21.000000","31.526316","DDS demands","Known Flow","457134.847642","223585.473170","","0.000000","","","","","","-12.579999","","","","","","","-11.249261","-12.579999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001514","Nodes","1514","21.000000","38.421854","DDS demands","Known Flow","457032.140519","223541.213037","","0.000000","","-7.179999","","","","-11.459999","","","","","","","-16.668221","-18.639999","","","","C2 PROFILE","","","","D1 PROFILE","","","","","",""
"80002500001452","Nodes","","21.000000","35.678987","Default Known Flow Node","Known Flow","457105.727821","223378.932538","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001515","Nodes","1515","21.000000","38.303251","DDS demands","Known Flow","456995.015508","223617.838058","","0.000000","","","","","","-4.199999","","","","","","","-3.755715","-4.199999","","","","","","","","D1 PROFILE","","","","","",""
"80002500001783","Nodes","1783","21.000000","24.881811","DDS demands","Known Flow","458370.890883","224416.213276","","0.000000","-4.249999","","","","","-6.860000","","","","","","","-9.934760","-11.109999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"80002500001784","Nodes","1784","21.000000","24.868223","DDS demands","Known Flow","458353.890878","224433.463280","","0.000000","","","","","","-6.000000","","","","","","","-5.365307","-6.000000","","","","","","","","D1 PROFILE","","","","","",""
"80002500001499","Nodes","1499","21.000000","24.760525","Default Known Flow Node","Known Flow","458358.715073","224411.211965","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001503","Nodes","1503","21.000000","25.094431","Default Known Flow Node","Known Flow","458392.865187","224413.454170","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800025-999999","Nodes","-999999","21.000000","25.294747","Default Known Flow Node","Known Flow","458412.153345","224406.121276","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800025-999998","Nodes","-999998","21.000000","25.294747","Default Known Flow Node","Known Flow","458417.765896","224418.588276","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"800025-31861","Nodes","-31861","21.000000","25.360137","Default Known Flow Node","Known Flow","458430.640899","224387.213268","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"80002500001593","Nodes","1593","21.000000","25.360137","Default Known Flow Node","Known Flow","458418.265907","224403.111443","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
