"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80004600000215","Nodes","215",21.000000,38.901082,"DDS demands","Known Flow",471276.513466,138969.331017,,0.000000,,,,,,,-1.820000,,,,,,,,-1.627476,-1.820000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000360","Nodes","360",21.000000,38.676887,"Default Known Flow Node","Known Flow",471297.176569,138984.353018,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000804","Nodes","804",21.000000,39.233105,"DDS demands","Known Flow",471256.799217,138945.494979,,0.000000,,,,,,,-1.029999,,,,,,,,-0.921044,-1.029999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000159","Nodes","159",21.000000,28.218684,"DDS demands","Known Flow",470736.443099,139048.161856,,0.000000,,,,,,,-22.110001,,,,,,,,-19.771159,-22.110001,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000441","Nodes","441",21.000000,28.453313,"DDS demands","Known Flow",470643.851409,138913.547329,,0.000000,,,,,,,-8.660000,,,,,,,,-7.743927,-8.660000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000612","Nodes","612",21.000000,28.129855,"DDS demands","Known Flow",470841.902480,139130.412635,,0.000000,,,,,,,-13.990000,,,,,,,,-12.510108,-13.990000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000160","Nodes","160",21.000000,28.263043,"DDS demands","Known Flow",470775.820568,139072.043513,,0.000000,,,,,,,-0.499999,,,,,,,,-0.447108,-0.499999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000448","Nodes","448",21.000000,27.990615,"Default Known Flow Node","Known Flow",470714.350351,139234.946797,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000447","Nodes","447",21.000000,28.999225,"DDS demands","Known Flow",470929.854980,139320.672711,,0.000000,,,,,,,-8.260000,,,,,,,,-7.386240,-8.260000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000514","Nodes","514",21.000000,29.231126,"DDS demands","Known Flow",470968.942470,139323.931068,,0.000000,,,,,,,-2.339999,,,,,,,,-2.092469,-2.339999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000450","Nodes","450",21.000000,30.455300,"DDS demands","Known Flow",471187.220719,139349.300426,,0.000000,,,,,,,-2.910000,,,,,,,,-2.602174,-2.910000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000449","Nodes","449",21.000000,29.084830,"DDS demands","Known Flow",470911.690292,139511.450373,,0.000000,,,,,,,-12.870000,,,,,,,,-11.508585,-12.870000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600008002","Nodes","Logger 4117, New Odiham Road Opp No 8",21.000000,29.297814,"Val Log Post","Known Flow",470973.359658,139374.381347,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000545","Nodes","545",21.000000,28.984079,"DDS demands","Known Flow",470895.719861,139548.945189,,0.000000,,,,,,,-13.109999,,,,,,,,-11.723196,-13.109999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000550","Nodes","550",21.000000,28.040473,"DDS demands","Known Flow",470995.944831,139633.375388,,0.000000,,,,,,,-5.290000,,,,,,,,-4.730413,-5.290000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000553","Nodes","553",21.000000,28.088000,"DDS demands","Known Flow",471089.068344,139625.830203,,0.000000,,,,,,,-2.859999,,,,,,,,-2.557463,-2.859999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000558","Nodes","558",21.000000,28.063092,"DDS demands","Known Flow",471096.283543,139727.326111,,0.000000,,,,,,,-13.480000,,,,,,,,-12.054057,-13.480000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000557","Nodes","557",21.000000,28.091033,"Default Known Flow Node","Known Flow",471122.719637,139697.215501,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000130","Nodes","130",21.000000,33.894456,"DDS demands","Known Flow",471470.478447,139852.512265,,0.000000,,,,,,,-9.890000,,,,,,,,-8.843815,-9.890000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600008009","Nodes","8009",21.000000,33.831845,"Default Known Flow Node","Known Flow",471475.328881,139853.881933,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000128","Nodes","128",21.000000,32.726427,"DDS demands","Known Flow",471546.807669,139873.832110,,0.000000,,,,,,,-20.629999,,,,,,,,-18.447715,-20.629999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000730","Nodes","730",21.000000,37.157048,"Default Known Flow Node","Known Flow",471540.317777,140449.387667,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000740","Nodes","740",21.000000,37.158946,"DDS demands","Known Flow",471558.499998,140440.542484,,0.000000,,,,,,,-0.769999,,,,,,,,-0.688547,-0.769999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000496","Nodes","496",21.000000,36.941684,"DDS demands","Known Flow",471577.517428,140428.516756,,0.000000,,,,,,,-6.630000,,,,,,,,-5.928664,-6.630000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000736","Nodes","736",21.000000,36.787044,"Default Known Flow Node","Known Flow",471531.077046,140574.608376,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000738","Nodes","738",21.000000,36.961645,"DDS demands","Known Flow",471543.847081,140592.485208,,0.000000,,,,,,,-3.359999,,,,,,,,-3.004572,-3.359999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000739","Nodes","739",21.000000,36.961497,"DDS demands","Known Flow",471559.147813,140613.476144,,0.000000,,,,,,,-1.789999,,,,,,,,-1.600649,-1.789999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000735","Nodes","735",21.000000,37.007623,"DDS demands","Known Flow",471519.142342,140557.521859,,0.000000,,,,,,,-6.820000,,,,,,,,-6.098566,-6.820000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000530","Nodes","530",21.000000,37.023909,"DDS demands","Known Flow",471613.895264,140399.131012,,0.000000,,,,,,,-7.649999,,,,,,,,-6.840766,-7.649999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000390","Nodes","390",21.000000,38.535501,"DDS demands","Known Flow",471862.931278,140461.013972,,0.000000,,,,,,,-3.309999,,,,,,,,-2.959861,-3.309999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000392","Nodes","392",21.000000,38.561584,"DDS demands","Known Flow",471890.353462,140499.901902,,0.000000,,,,,,,-5.379999,,,,,,,,-4.810892,-5.379999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000086","Nodes","86",21.000000,39.386569,"DDS demands","Known Flow",472000.661362,140926.862946,,0.000000,,,,,,,-12.000000,,,,,,,,-10.730614,-12.000000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001276","Nodes","1276",21.000000,39.357613,"Default Known Flow Node","Known Flow",472027.316148,140882.537317,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000726","Nodes","726",21.000000,48.199071,"DDS demands","Known Flow",475503.306052,142086.937845,,0.000000,,,,,,,-2.539999,,,,,,,,-2.271313,-2.539999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000626","Nodes","626",21.000000,48.156750,"DDS demands","Known Flow",475639.870345,142240.247754,,0.000000,,,,-6.000000,,,-5.280000,,,,,,,,-10.086778,-11.279999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600000872","Nodes","872",21.000000,29.347698,"DDS demands","Known Flow",474209.040193,141305.885661,,0.000000,,,,,,,-1.379999,,,,,,,,-1.234020,-1.379999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001315","Nodes","1315",21.000000,29.755403,"Default Known Flow Node","Known Flow",473791.189557,141014.155145,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001332","Nodes","1332",21.000000,33.884244,"DDS demands","Known Flow",472797.654078,139689.806663,,0.000000,-2.470000,,,,,,,,,,,,,,-2.208718,-2.470000,,"","C1 PROFILE",,,,,,,,,,,,,
"80004600001361","Nodes","1361",21.000000,30.293064,"Default Known Flow Node","Known Flow",472374.548405,139978.238972,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001319","Nodes","1319",21.000000,29.961218,"DDS demands","Known Flow",472448.440879,139939.324851,,0.000000,,,,,,,-22.720000,,,,,,,,-20.316631,-22.720000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600008020","Nodes","Logger 4107, ''Anstey Road""",21.000000,29.426818,"Val Log Post","Known Flow",472260.377125,139884.706017,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000605","Nodes","605",21.000000,29.438767,"DDS demands","Known Flow",472265.323040,139880.591131,,0.000000,-15.999999,,,,,,-16.739999,,,,,,,,-29.276693,-32.740000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000913","Nodes","913,",21.000000,26.621349,"DDS demands","Known Flow",472033.040235,139635.070105,,0.000000,,,-0.090000,,,,-6.500000,,,,,,,,-5.892895,-6.589999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,
"80004600000834","Nodes","834",21.000000,24.739942,"DDS demands","Known Flow",472180.903228,139537.497927,,0.000000,,,,,,,-3.960000,,,,,,,,-3.541102,-3.960000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001057","Nodes","1057",21.000000,39.346312,"Default Known Flow Node","Known Flow",471713.630031,138703.424952,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001155","Nodes","1155",21.000000,39.738079,"Default Known Flow Node","Known Flow",471706.067212,138693.780820,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001088","Nodes","1088",21.000000,39.175192,"DDS demands","Known Flow",471674.484503,138638.741935,,0.000000,,,,,,,-1.049999,,,,,,,,-0.938928,-1.049999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001124","Nodes","1124",21.000000,39.077347,"DDS demands","Known Flow",471680.463039,138625.847714,,0.000000,,,,,,,-2.470000,,,,,,,,-2.208718,-2.470000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001154","Nodes","1154",21.000000,39.119347,"DDS demands","Known Flow",471704.299511,138590.348922,,0.000000,,,,,,,-5.500000,,,,,,,,-4.918198,-5.500000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001086","Nodes","1086",21.000000,37.887060,"DDS demands","Known Flow",471620.474082,138739.277007,,0.000000,,,,,,,-9.270000,,,,,,,,-8.289400,-9.270000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000229","Nodes","229",21.000000,35.745135,"DDS demands","Known Flow",471246.523386,138723.816958,,0.000000,,,,,,,-9.609999,,,,,,,,-8.593433,-9.609999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001021","Nodes","1021",21.000000,36.104991,"Default Known Flow Node","Known Flow",471260.481268,138739.579271,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000206","Nodes","206",21.000000,37.220804,"DDS demands","Known Flow",471287.701398,138786.095975,,0.000000,,,,,,,-5.530000,,,,,,,,-4.945025,-5.530000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000400","Nodes","400",21.000000,29.180557,"DDS demands","Known Flow",470815.874528,138594.623845,,0.000000,,,,,,,-15.479999,,,,,,,,-13.842492,-15.479999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000250","Nodes","250",21.000000,29.017737,"DDS demands","Known Flow",470855.067991,138557.353208,,0.000000,,,,,,,-6.979999,,,,,,,,-6.241640,-6.979999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000249","Nodes","249",21.000000,28.913435,"Default Known Flow Node","Known Flow",470899.451831,138523.992948,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000273","Nodes","273",21.000000,29.334096,"DDS demands","Known Flow",471106.796348,138212.434819,,0.000000,,,,,,,-23.500000,,,,,,,,-21.014121,-23.500000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000516","Nodes","516,",21.000000,38.943777,"DDS demands","Known Flow",470943.329758,137827.490203,,0.000000,-5.659999,,,,,,-14.120000,,,,,,,,-17.687630,-19.780000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000269","Nodes","269",21.000000,38.052311,"DDS demands","Known Flow",470757.260643,137327.460665,,0.000000,,,,,,,-3.229999,,,,,,,,-2.888323,-3.229999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600008012","Nodes","8012",21.000000,38.059725,"Default Known Flow Node","Known Flow",470762.194569,137337.485827,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001271","Nodes","1271",21.000000,38.074930,"Default Known Flow Node","Known Flow",470795.514244,137407.107912,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000520","Nodes","520",21.000000,38.035544,"Default Known Flow Node","Known Flow",470484.074646,136214.372983,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000519","Nodes","519",21.000000,37.992040,"Default Known Flow Node","Known Flow",470592.479557,136540.645339,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001186","Nodes","1186",21.000000,37.992040,"Default Known Flow Node","Known Flow",470607.332353,136672.656975,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000523","Nodes","523",21.000000,34.729670,"DDS demands","Known Flow",470430.240950,135529.975937,,0.000000,,,,,,,-2.580000,,,,,,,,-2.307082,-2.580000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000522","Nodes","522",21.000000,37.662175,"Default Known Flow Node","Known Flow",470382.746763,135762.738779,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000524","Nodes","524",21.000000,32.645106,"DDS demands","Known Flow",470488.390604,135357.099901,,0.000000,,,,-2.329999,,,-22.159998,,,,,,,,-21.899394,-24.489997,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600000257","Nodes","257",21.000000,21.928553,"DDS demands","Known Flow",471486.091452,135072.683965,,0.000000,,,,,,,-30.280001,,,,,,,,-27.076918,-30.280001,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000259","Nodes","259",21.000000,23.257756,"DDS demands","Known Flow",471105.042442,135285.849205,,0.000000,,,,,,,-4.150000,,,,,,,,-3.711004,-4.150000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000768","Nodes","768",21.000000,48.158037,"Default Known Flow Node","Known Flow",475658.936608,142261.602649,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000870","Nodes","870",21.000000,46.409498,"Default Known Flow Node","Known Flow",476506.410523,143131.550852,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000773","Nodes","773",21.000000,46.142720,"Default Known Flow Node","Known Flow",476685.552898,143241.861497,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000868","Nodes","868",21.000000,47.152077,"Default Known Flow Node","Known Flow",475963.330964,142738.909104,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000869","Nodes","869",21.000000,46.825525,"Default Known Flow Node","Known Flow",476218.612261,142930.326044,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000770","Nodes","770",21.000000,47.855279,"DDS demands","Known Flow",475835.216184,142565.543989,,0.000000,,,,-6.699999,,,,,,,,,,,-5.991259,-6.699999,,"",,,,"C4 PROFILE",,,,,,,,,,
"80004600001241","Nodes","1241",21.000000,44.420433,"Default Known Flow Node","Known Flow",477233.534412,143360.508567,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000686","Nodes","686",21.000000,43.967979,"DDS demands","Known Flow",477411.960612,143591.671354,,0.000000,,,,,,,-0.270000,,,,,,,,-0.241438,-0.270000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000631","Nodes","631",21.000000,43.960496,"DDS demands","Known Flow",475826.855614,143410.211369,,0.000000,-5.169999,,,,,,-2.609999,,,,,,,,-6.957014,-7.779999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"80004600000632","Nodes","632",21.000000,44.372417,"Default Known Flow Node","Known Flow",476000.206373,143621.132721,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000633","Nodes","633",21.000000,43.830632,"DDS demands","Known Flow",476057.099950,143886.943567,,0.000000,,,,,,,-2.030000,,,,,,,,-1.815262,-2.030000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001179","Nodes","1179",21.000000,44.609742,"DDS demands","Known Flow",475642.317315,143003.553808,,0.000000,-6.000000,-7.199999,,,,,-5.460000,,,,,,,,-16.686106,-18.660000,,"","C1 PROFILE","C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"80004600000630","Nodes","630",21.000000,44.048104,"DDS demands","Known Flow",475735.728503,143212.566282,,0.000000,,,,-5.899999,,,-15.229999,,,,,,,,-18.894823,-21.129999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"80004600000638","Nodes","638",21.000000,43.543417,"DDS demands","Known Flow",475804.535870,143874.764462,,0.000000,,,,,,,-1.190000,,,-26.619999,,,,,-24.868200,-27.809999,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,,,
"80004600000637","Nodes","637",21.000000,43.824632,"Default Known Flow Node","Known Flow",476056.888793,143893.323989,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000643","Nodes","643",21.000000,39.828445,"DDS demands","Known Flow",476377.012560,144090.382605,,0.000000,,,,,,,-2.619999,,,,,,,,-2.342850,-2.619999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001203","Nodes","1203",21.000000,43.672668,"Default Known Flow Node","Known Flow",476048.937642,143986.512352,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000687","Nodes","687",21.000000,42.749410,"Default Known Flow Node","Known Flow",477006.636567,143620.013399,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001349","Nodes","1349",21.000000,46.504500,"DDS demands","Known Flow",478037.098234,143815.808344,,0.000000,,,,,,,-11.459999,,,,,,,,-10.247737,-11.459999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000656","Nodes","656",21.000000,48.629530,"DDS demands","Known Flow",478344.734165,143918.965911,,0.000000,,,,,,,-14.869999,,,,,,,,-13.297020,-14.869999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001216","Nodes","1216",21.000000,47.122669,"DDS demands","Known Flow",478338.446316,144203.994449,,0.000000,,,,,,,-1.200000,,,,,,,,-1.073061,-1.200000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001215","Nodes","1215",21.000000,47.085564,"DDS demands","Known Flow",478350.070548,144148.668667,,0.000000,,,,,,,-0.340000,,,,,,,,-0.304034,-0.340000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001217","Nodes","1217",21.000000,47.086916,"DDS demands","Known Flow",478371.525578,144150.360672,,0.000000,,,,,,,-0.369999,,,,,,,,-0.330860,-0.369999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001235","Nodes","1235",21.000000,46.736593,"Default Known Flow Node","Known Flow",478421.839443,144055.629771,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600000673","Nodes","673",21.000000,44.462738,"DDS demands","Known Flow",478709.942155,144528.317949,,0.000000,,,,,,,-17.799998,,,,,,,,-15.917077,-17.799998,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000674","Nodes","674",21.000000,44.189606,"DDS demands","Known Flow",478881.999852,144548.744111,,0.000000,,,,,,,-3.319999,,,,,,,,-2.968803,-3.319999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000672","Nodes","672",21.000000,44.687520,"DDS demands","Known Flow",478719.099388,144375.251185,,0.000000,,,,,,,-4.990000,,,,,,,,-4.462147,-4.990000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000897","Nodes","897",21.000000,44.929226,"DDS demands","Known Flow",478712.653379,144263.881161,,0.000000,,,,,,,-6.040000,,,,,,,,-5.401076,-6.040000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000691","Nodes","691",21.000000,43.077175,"Default Known Flow Node","Known Flow",477304.487733,142993.456654,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600001340","Nodes","1340",21.000000,31.267492,"DDS demands","Known Flow",477164.966997,140902.699551,,0.000000,,,,,,,-0.939999,,,,,,,,-0.840564,-0.939999,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000781","Nodes","781",21.000000,23.889839,"DDS demands","Known Flow",478194.894585,141182.786306,,0.000000,,,,,,,-2.480000,,,,,,,,-2.217660,-2.480000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600000707","Nodes","707",21.000000,24.327850,"DDS demands","Known Flow",477983.857507,141185.395202,,0.000000,,,,,,,-11.340000,,,,,,,,-10.140432,-11.340000,,"",,,,,,,"D1 PROFILE",,,,,,,
"80004600001103","Nodes","1103",21.000000,24.053941,"Default Known Flow Node","Known Flow",478134.476898,141189.846045,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"80004600004106","Nodes","4106",21.000000,34.492550,"DDS demands","Known Flow",476991.250860,141598.225660,,0.000000,,,-3.810000,,,,-1.230000,,,,,,,,-4.506858,-5.040000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,
"80004600004105","Nodes","4105",21.000000,36.540017,"Default Known Flow Node","Known Flow",477042.657522,141804.691791,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
