"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"60603400000227","Nodes","227","21.000000","34.147451","DDS demands","Known Flow","323347.559305","869978.879203","","0.000000","","","","","","-3.380000","","","","-3.022456","-3.380000","","","","","","","","D1 PROFILE","","",""
"60603400000228","Nodes","228","21.000000","34.057915","DDS demands","Known Flow","323399.712156","869908.660920","","0.000000","","","","","","-8.770000","","","","-7.842291","-8.770000","","","","","","","","D1 PROFILE","","",""
"60603400000168","Nodes","168","21.000000","44.568609","DDS demands","Known Flow","322884.717016","870502.261081","","0.000000","","","","-3.380000","","-9.370000","","","","-11.401277","-12.749999","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60603400000300","Nodes","300","21.000000","26.476273","DDS demands","Known Flow","323733.242246","870879.659184","","0.000000","","","","","","-4.510000","","","","-4.032922","-4.510000","","","","","","","","D1 PROFILE","","",""
"60603400000306","Nodes","306","21.000000","27.530990","DDS demands","Known Flow","323645.305194","870896.227853","","0.000000","-23.149999","","","","","-6.350000","","","","-26.379426","-29.499999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"60603400000364","Nodes","364","21.000000","24.421304","DDS demands","Known Flow","323419.875084","871169.935902","","0.000000","","","","","","-17.090000","","","","-15.282183","-17.090000","","","","","","","","D1 PROFILE","","",""
"60603400001536","Nodes","-1473515","21.000000","42.045962","DDS demands","Known Flow","322464.703542","870063.303222","","0.000000","","","","","","-4.060000","","","","-3.630524","-4.060000","","","","","","","","D1 PROFILE","","",""
"60603400001000","Nodes","1000","21.000000","43.166148","DDS demands","Known Flow","322346.877869","870033.767954","","0.000000","","","","","","-2.619999","","","","-2.342850","-2.619999","","","","","","","","D1 PROFILE","","",""
"60603400001011","Nodes","1011","21.000000","43.208362","Default Known Flow Node","Known Flow","322383.225622","870041.208473","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000410","Nodes","410","21.000000","44.023183","Default Known Flow Node","Known Flow","322354.179321","870083.190870","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001552","Nodes","-322113","21.000000","47.413460","Default Known Flow Node","Known Flow","322468.824112","869726.353701","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000121","Nodes","121","21.000000","39.656031","DDS demands","Known Flow","322828.267000","869497.476808","","0.000000","","","","","","-6.059999","","","","-5.418960","-6.059999","","","","","","","","D1 PROFILE","","",""
"60603400000119","Nodes","119","21.000000","39.770409","DDS demands","Known Flow","322819.417149","869546.301877","","0.000000","","","","","","-4.150000","","","","-3.711004","-4.150000","","","","","","","","D1 PROFILE","","",""
"60603400000102","Nodes","102","21.000000","47.573229","DDS demands","Known Flow","322521.695917","869751.784877","","0.000000","","","","","","-4.750000","","","","-4.247535","-4.750000","","","","","","","","D1 PROFILE","","",""
"60603400000115","Nodes","115","21.000000","44.696623","DDS demands","Known Flow","322647.637951","869642.682847","","0.000000","","","","","","-10.220000","","","","-9.138907","-10.220000","","","","","","","","D1 PROFILE","","",""
"60603400000116","Nodes","116","21.000000","44.576068","DDS demands","Known Flow","322704.610967","869673.039855","","0.000000","","","","","","-5.440000","","","","-4.864545","-5.440000","","","","","","","","D1 PROFILE","","",""
"60603400000009","Nodes","9","21.000000","47.426931","DDS demands","Known Flow","322533.976722","869856.808365","","0.000000","","","","","","-10.560000","","","","-9.442941","-10.560000","","","","","","","","D1 PROFILE","","",""
"60603400001556","Nodes","-322122","21.000000","46.480064","Default Known Flow Node","Known Flow","322584.983308","869930.459006","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001562","Nodes","-322144","21.000000","40.415143","Default Known Flow Node","Known Flow","322797.321228","869599.639121","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001534","Nodes","-118","21.000000","40.441289","Default Known Flow Node","Known Flow","322794.357700","869598.555434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000028","Nodes","28","21.000000","40.019373","DDS demands","Known Flow","322815.377327","869751.510484","","0.000000","","","","","","-2.630000","","","","-2.351793","-2.630000","","","","","","","","D1 PROFILE","","",""
"60603400000125","Nodes","125","21.000000","40.493070","DDS demands","Known Flow","322792.230603","869596.242688","","0.000000","","","","","","-0.629999","","","","-0.563357","-0.629999","","","","","","","","D1 PROFILE","","",""
"60603400000120","Nodes","120","21.000000","39.660371","DDS demands","Known Flow","322854.404030","869582.703996","","0.000000","","","","","","-6.300000","","","","-5.633573","-6.300000","","","","","","","","D1 PROFILE","","",""
"60603400001560","Nodes","-322135","21.000000","44.425529","Default Known Flow Node","Known Flow","322677.163959","869621.376841","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000122","Nodes","122","21.000000","40.039646","DDS demands","Known Flow","322782.908988","869632.208844","","0.000000","","","","","","-0.460000","","","","-0.411340","-0.460000","","","","","","","","D1 PROFILE","","",""
"60603400000123","Nodes","123","21.000000","39.982571","DDS demands","Known Flow","322738.223976","869634.478845","","0.000000","","","","","","-4.360000","","","","-3.898790","-4.360000","","","","","","","","D1 PROFILE","","",""
"60603400000124","Nodes","124","21.000000","39.977295","DDS demands","Known Flow","322755.123980","869657.100851","","0.000000","","","","","","-4.260000","","","","-3.809368","-4.260000","","","","","","","","D1 PROFILE","","",""
"60603400000110","Nodes","110","21.000000","43.746143","DDS demands","Known Flow","322707.549449","869736.634713","","0.000000","","","","","","-9.580000","","","","-8.566607","-9.580000","","","","","","","","D1 PROFILE","","",""
"60603400000112","Nodes","112","21.000000","43.708166","DDS demands","Known Flow","322761.898937","869718.905854","","0.000000","","","","","","-3.530000","","","","-3.156589","-3.530000","","","","","","","","D1 PROFILE","","",""
"60603400000111","Nodes","111","21.000000","43.677686","DDS demands","Known Flow","322735.833042","869758.346216","","0.000000","","","","","","-7.239999","","","","-6.474137","-7.239999","","","","","","","","D1 PROFILE","","",""
"60603400000126","Nodes","126","21.000000","40.018087","Default Known Flow Node","Known Flow","322804.113482","869764.648075","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000030","Nodes","30","21.000000","40.018169","Default Known Flow Node","Known Flow","322762.554175","869802.104853","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000029","Nodes","29","21.000000","40.014819","DDS demands","Known Flow","322772.297985","869741.316874","","0.000000","","","","","","-1.009999","","","","-0.903160","-1.009999","","","","","","","","D1 PROFILE","","",""
"60603400000018","Nodes","18","21.000000","40.336482","DDS demands","Known Flow","322889.613540","869782.671198","","0.000000","","","","","","-15.339999","","","","-13.717302","-15.339999","","","","","","","","D1 PROFILE","","",""
"60603400000031","Nodes","31","21.000000","38.848450","DDS demands","Known Flow","322835.703002","869661.749852","","0.000000","","","","","","-15.640000","","","","-13.985568","-15.640000","","","","","","","","D1 PROFILE","","",""
"60603400000288","Nodes","288","21.000000","40.646900","DDS demands","Known Flow","322896.598612","869806.670871","","0.000000","","","","","","-10.439999","","","","-9.335634","-10.439999","","","","","","","","D1 PROFILE","","",""
"60603400000025","Nodes","25","21.000000","39.433797","DDS demands","Known Flow","322997.968709","869842.221218","","0.000000","","","","","","-15.010000","","","","-13.422211","-15.010000","","","","","","","","D1 PROFILE","","",""
"60603400000017","Nodes","17","21.000000","41.925120","DDS demands","Known Flow","322897.228926","869848.901297","","0.000000","","","","","","-3.520000","","","","-3.147647","-3.520000","","","","","","","","D1 PROFILE","","",""
"60603400000024","Nodes","24","21.000000","41.458931","DDS demands","Known Flow","322933.329029","869879.322912","","0.000000","","","","","","-12.600000","","","","-11.267146","-12.600000","","","","","","","","D1 PROFILE","","",""
"60603400000015","Nodes","15","21.000000","45.233587","DDS demands","Known Flow","322814.216808","869913.977944","","0.000000","","","","","","-14.590000","","","","-13.046639","-14.590000","","","","","","","","D1 PROFILE","","",""
"60603400000022","Nodes","22","21.000000","43.711614","DDS demands","Known Flow","322748.504978","869839.972901","","0.000000","","","","","","-16.090000","","","","-14.387966","-16.090000","","","","","","","","D1 PROFILE","","",""
"60603400000016","Nodes","16","21.000000","44.192281","DDS demands","Known Flow","322870.196012","869891.965915","","0.000000","","","","","","-9.549999","","","","-8.539781","-9.549999","","","","","","","","D1 PROFILE","","",""
"60603400001565","Nodes","-322151","21.000000","44.158512","Default Known Flow Node","Known Flow","322869.185400","869890.362187","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000023","Nodes","23","21.000000","43.179475","DDS demands","Known Flow","322815.188997","869815.784894","","0.000000","","","","","","-9.079999","","","","-8.119498","-9.079999","","","","","","","","D1 PROFILE","","",""
"60603400000014","Nodes","14","21.000000","45.934256","DDS demands","Known Flow","322731.076489","869923.894122","","0.000000","","","","","","-11.949999","","","","-10.685903","-11.949999","","","","","","","","D1 PROFILE","","",""
"60603400000021","Nodes","21","21.000000","45.048893","DDS demands","Known Flow","322693.086391","869874.238782","","0.000000","","","","","","-3.569999","","","","-3.192357","-3.569999","","","","","","","","D1 PROFILE","","",""
"60603400000402","Nodes","402","21.000000","45.055210","Default Known Flow Node","Known Flow","322687.019685","869906.275058","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000284","Nodes","284","21.000000","46.940610","DDS demands","Known Flow","322607.633940","869887.611914","","0.000000","","","","","","-8.350000","","","","-7.466719","-8.350000","","","","","","","","D1 PROFILE","","",""
"60603400001555","Nodes","-322118","21.000000","46.465549","Default Known Flow Node","Known Flow","322567.746370","869909.065163","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000286","Nodes","286","21.000000","46.450458","DDS demands","Known Flow","322660.630955","869954.920932","","0.000000","","","","","","-4.960000","","","","-4.435321","-4.960000","","","","","","","","D1 PROFILE","","",""
"60603400000020","Nodes","20","21.000000","46.471915","DDS demands","Known Flow","322622.507944","869817.917895","","0.000000","","","","","","-13.439999","","","","-12.018288","-13.439999","","","","","","","","D1 PROFILE","","",""
"60603400001557","Nodes","-322127","21.000000","46.471915","Default Known Flow Node","Known Flow","322622.316944","869814.844894","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000105","Nodes","105","21.000000","47.686933","DDS demands","Known Flow","322582.299933","869747.797876","","0.000000","","","","","","-8.329999","","","","-7.448834","-8.329999","","","","","","","","D1 PROFILE","","",""
"60603400000106","Nodes","106","21.000000","47.217498","DDS demands","Known Flow","322677.103959","869761.612880","","0.000000","","","","","","-8.699999","","","","-7.779695","-8.699999","","","","","","","","D1 PROFILE","","",""
"60603400000101","Nodes","101","21.000000","48.037272","Default Known Flow Node","Known Flow","322551.761925","869771.652882","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000104","Nodes","104","21.000000","47.400474","DDS demands","Known Flow","322545.557923","869698.864862","","0.000000","","","","","","-5.789999","","","","-5.177521","-5.789999","","","","","","","","D1 PROFILE","","",""
"60603400001554","Nodes","-322116","21.000000","47.468804","Default Known Flow Node","Known Flow","322543.037854","869881.731482","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000012","Nodes","12","21.000000","47.150162","DDS demands","Known Flow","322584.187561","869859.388704","","0.000000","","","","","","-11.759999","","","","-10.516002","-11.759999","","","","","","","","D1 PROFILE","","",""
"60603400000107","Nodes","107","21.000000","46.771011","DDS demands","Known Flow","322599.910298","869726.275250","","0.000000","","","","","","-1.220000","","","","-1.090945","-1.220000","","","","","","","","D1 PROFILE","","",""
"60603400000108","Nodes","108","21.000000","46.680945","DDS demands","Known Flow","322636.981948","869720.504868","","0.000000","","","","","","-4.790000","","","","-4.283303","-4.790000","","","","","","","","D1 PROFILE","","",""
"60603400000109","Nodes","109","21.000000","45.632267","DDS demands","Known Flow","322616.201942","869692.958861","","0.000000","","","","","","-4.889999","","","","-4.372725","-4.889999","","","","","","","","D1 PROFILE","","",""
"60603400000113","Nodes","113","21.000000","45.110603","DDS demands","Known Flow","322627.434222","869663.675901","","0.000000","","","","","","-1.259999","","","","-1.126714","-1.259999","","","","","","","","D1 PROFILE","","",""
"60603400000114","Nodes","114","21.000000","45.065118","DDS demands","Known Flow","322595.074937","869641.242847","","0.000000","","","","","","-4.119999","","","","-3.684177","-4.119999","","","","","","","","D1 PROFILE","","",""
"60603400000013","Nodes","13","21.000000","46.372360","DDS demands","Known Flow","322673.208700","869963.761343","","0.000000","-19.200001","","","","","","","","","-17.168985","-19.200001","","","C1 PROFILE","","","","","","","",""
"60603400000287","Nodes","287","21.000000","45.954044","DDS demands","Known Flow","322638.605909","869979.287244","","0.000000","","","","","","-12.119999","","","","-10.837920","-12.119999","","","","","","","","D1 PROFILE","","",""
"60603400000285","Nodes","285","21.000000","46.423011","DDS demands","Known Flow","322563.852928","869909.232920","","0.000000","","","","","","-15.540000","","","","-13.896146","-15.540000","","","","","","","","D1 PROFILE","","",""
"60603400001558","Nodes","-322129","21.000000","46.471915","Default Known Flow Node","Known Flow","322649.491952","869815.118894","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001580","Nodes","-763564","21.000000","44.751749","Default Known Flow Node","Known Flow","322684.137877","869830.734815","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001561","Nodes","-322142","21.000000","43.871465","Default Known Flow Node","Known Flow","322734.718986","869591.745006","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001575","Nodes","-332542","21.000000","45.806937","Default Known Flow Node","Known Flow","322801.809486","869948.634212","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000237","Nodes","237","21.000000","32.391651","DDS demands","Known Flow","323463.846173","869873.142910","","0.000000","","","","","","-3.450000","","","","-3.085051","-3.450000","","","","","","","","D1 PROFILE","","",""
"60603400000250","Nodes","250","21.000000","32.438973","DDS demands","Known Flow","323431.848164","869918.518922","","0.000000","","","","","","-0.920000","","","","-0.822680","-0.920000","","","","","","","","D1 PROFILE","","",""
"60603400000244","Nodes","244","21.000000","33.542171","DDS demands","Known Flow","323301.083848","869769.910820","","0.000000","","","","","","-5.070000","","","","-4.533684","-5.070000","","","","","","","","D1 PROFILE","","",""
"60603400000243","Nodes","243","21.000000","33.944158","DDS demands","Known Flow","323260.434118","869840.017901","","0.000000","","","","","","-5.570000","","","","-4.980793","-5.570000","","","","","","","","D1 PROFILE","","",""
"60603400000245","Nodes","245","21.000000","33.505701","DDS demands","Known Flow","323263.176119","869755.972878","","0.000000","","","","","","-3.430000","","","","-3.067167","-3.430000","","","","","","","","D1 PROFILE","","",""
"60603400000222","Nodes","222","21.000000","34.928184","DDS demands","Known Flow","323255.168705","869926.369193","","0.000000","","","","","","-20.399999","","","","-18.242045","-20.399999","","","","","","","","D1 PROFILE","","",""
"60603400000249","Nodes","249","21.000000","34.242442","DDS demands","Known Flow","323321.975701","869884.744411","","0.000000","","","","","","-3.430000","","","","-3.067167","-3.430000","","","","","","","","D1 PROFILE","","",""
"60603400000251","Nodes","251","21.000000","34.160955","DDS demands","Known Flow","323351.117142","869853.955905","","0.000000","","","","","","-5.179999","","","","-4.632048","-5.179999","","","","","","","","D1 PROFILE","","",""
"60603400000223","Nodes","223","21.000000","34.567444","DDS demands","Known Flow","323295.012306","869946.006352","","0.000000","","","","","","-3.459999","","","","-3.093993","-3.459999","","","","","","","","D1 PROFILE","","",""
"60603400000225","Nodes","225","21.000000","34.207186","DDS demands","Known Flow","323337.270139","869972.255937","","0.000000","","","","","","-8.079999","","","","-7.225280","-8.079999","","","","","","","","D1 PROFILE","","",""
"60603400000236","Nodes","236","21.000000","32.487234","Default Known Flow Node","Known Flow","323464.095922","869937.502628","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000238","Nodes","238","21.000000","32.482377","DDS demands","Known Flow","323486.178179","869951.343931","","0.000000","","","","","","-1.990000","","","","-1.779493","-1.990000","","","","","","","","D1 PROFILE","","",""
"60603400001544","Nodes","-322076","21.000000","35.922102","Default Known Flow Node","Known Flow","323242.221170","869980.323606","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000229","Nodes","229","21.000000","33.627472","DDS demands","Known Flow","323481.623966","869815.756403","","0.000000","","","","","","-9.249999","","","","-8.271515","-9.249999","","","","","","","","D1 PROFILE","","",""
"60603400000233","Nodes","233","21.000000","33.303305","DDS demands","Known Flow","323501.843197","869825.531100","","0.000000","","","","","","-6.139999","","","","-5.490497","-6.139999","","","","","","","","D1 PROFILE","","",""
"60603400000230","Nodes","230","21.000000","31.546903","DDS demands","Known Flow","323523.403665","869757.174962","","0.000000","","","","","","-4.819999","","","","-4.310130","-4.819999","","","","","","","","D1 PROFILE","","",""
"60603400000246","Nodes","246","21.000000","29.117372","DDS demands","Known Flow","323619.217215","869710.365866","","0.000000","","","","","","-8.819999","","","","-7.887001","-8.819999","","","","","","","","D1 PROFILE","","",""
"60603400000231","Nodes","231","21.000000","28.545497","DDS demands","Known Flow","323592.388208","869776.605884","","0.000000","","","","","","-12.729999","","","","-11.383393","-12.729999","","","","","","","","D1 PROFILE","","",""
"60603400000232","Nodes","","21.000000","33.048346","DDS demands","Known Flow","323533.786192","869840.987901","","0.000000","","","","","","-12.090000","","","","-10.811094","-12.090000","","","","","","","","D1 PROFILE","","",""
"60603400001578","Nodes","-763554","21.000000","22.550279","Default Known Flow Node","Known Flow","322448.854696","870436.974067","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001559","Nodes","-322134","21.000000","46.449131","Default Known Flow Node","Known Flow","322670.138810","870000.781035","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000277","Nodes","277","21.000000","43.627820","DDS demands","Known Flow","322496.446367","870222.536576","","0.000000","","","","","","-5.150000","","","","-4.605222","-5.150000","","","","","","","","D1 PROFILE","","",""
"60603400001579","Nodes","-763561","21.000000","43.701558","Default Known Flow Node","Known Flow","322515.487615","870233.895436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000403","Nodes","403","21.000000","43.109238","Default Known Flow Node","Known Flow","322501.425621","870179.792197","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000127","Nodes","Coulardbank RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","322588.818935","870005.479946","","499.999994","","","","","","","","","","13.851434","15.489999","","","","","","","","","","",""
"60603400000146","Nodes","146","21.000000","43.880075","DDS demands","Known Flow","322804.598994","870160.498988","","0.000000","","","","","","-5.169999","","","","-4.623106","-5.169999","","","","","","","","D1 PROFILE","","",""
"60603400000144","Nodes","144","21.000000","44.331876","DDS demands","Known Flow","322791.923217","870197.752145","","0.000000","","","","","","-5.519999","","","","-4.936082","-5.519999","","","","","","","","D1 PROFILE","","",""
"60603400000143","Nodes","143","21.000000","45.882685","DDS demands","Known Flow","322778.026987","870251.631013","","0.000000","","","","","","-13.290000","","","","-11.884156","-13.290000","","","","","","","","D1 PROFILE","","",""
"60603400000139","Nodes","139","21.000000","46.860037","DDS demands","Known Flow","322861.456423","870292.165209","","0.000000","","","","","","-15.699999","","","","-14.039220","-15.699999","","","","","","","","D1 PROFILE","","",""
"60603400000140","Nodes","140","21.000000","45.171544","DDS demands","Known Flow","322834.381002","870343.957038","","0.000000","","","","","","-10.260000","","","","-9.174676","-10.260000","","","","","","","","D1 PROFILE","","",""
"60603400000138","Nodes","138","21.000000","48.064671","DDS demands","Known Flow","322949.874439","870395.269152","","0.000000","","","","","","-13.839999","","","","-12.375975","-13.839999","","","","","","","","D1 PROFILE","","",""
"60603400000141","Nodes","141","21.000000","44.592260","DDS demands","Known Flow","322810.954469","870360.920617","","0.000000","","","","","","-10.439999","","","","-9.335634","-10.439999","","","","","","","","D1 PROFILE","","",""
"60603400000142","Nodes","142","21.000000","44.877700","DDS demands","Known Flow","322845.226005","870379.916048","","0.000000","","","","","","-7.309999","","","","-6.536732","-7.309999","","","","","","","","D1 PROFILE","","",""
"60603400000137","Nodes","137","21.000000","48.459989","DDS demands","Known Flow","322984.381043","870407.090055","","0.000000","","","","","","-4.810000","","","","-4.301188","-4.810000","","","","","","","","D1 PROFILE","","",""
"60603400000149","Nodes","149","21.000000","47.664910","DDS demands","Known Flow","322919.587025","870445.391066","","0.000000","","","","","","-7.389999","","","","-6.608270","-7.389999","","","","","","","","D1 PROFILE","","",""
"60603400000150","Nodes","150","21.000000","45.450865","DDS demands","Known Flow","322891.742017","870487.501077","","0.000000","","","","","","-1.799999","","","","-1.609592","-1.799999","","","","","","","","D1 PROFILE","","",""
"60603400000151","Nodes","151","21.000000","42.779731","DDS demands","Known Flow","322707.503967","870403.760054","","0.000000","","-159.999991","","","","","","","","-143.074856","-159.999991","","","","C2 PROFILE","","","","","","",""
"60603400000802","Nodes","802","21.000000","42.741055","DDS demands","Known Flow","322504.461912","870155.503987","","0.000000","","","","","","-18.270000","","","","-16.337361","-18.270000","","","","","","","","D1 PROFILE","","",""
"60603400000405","Nodes","405","21.000000","42.719550","Default Known Flow Node","Known Flow","322504.578103","870153.255742","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000226","Nodes","226","21.000000","34.180451","DDS demands","Known Flow","323301.711129","870031.268953","","0.000000","","","","","","-2.369999","","","","-2.119296","-2.369999","","","","","","","","D1 PROFILE","","",""
"60603400000235","Nodes","235","21.000000","32.689114","DDS demands","Known Flow","323413.511330","870001.988941","","0.000000","","","","","","-5.559999","","","","-4.971851","-5.559999","","","","","","","","D1 PROFILE","","",""
"60603400000172","Nodes","172","21.000000","39.125795","DDS demands","Known Flow","322991.562266","870467.222908","","0.000000","","","","","","-10.130000","","","","-9.058427","-10.130000","","","","","","","","D1 PROFILE","","",""
"60603400000173","Nodes","173","21.000000","38.776763","DDS demands","Known Flow","323048.521060","870465.668071","","0.000000","","","","","","-6.090000","","","","-5.445787","-6.090000","","","","","","","","D1 PROFILE","","",""
"60603400001570","Nodes","-325842","21.000000","39.268332","Default Known Flow Node","Known Flow","323034.913056","870491.171078","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000234","Nodes","234","21.000000","33.300079","DDS demands","Known Flow","323401.669170","870018.172342","","0.000000","","","","","","-10.119999","","","","-9.049484","-10.119999","","","","","","","","D1 PROFILE","","",""
"60603400001545","Nodes","-322085","21.000000","33.374786","Default Known Flow Node","Known Flow","323399.532034","870016.973561","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400001546","Nodes","-322087","21.000000","32.710194","Default Known Flow Node","Known Flow","323412.851310","870002.671123","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000239","Nodes","239","21.000000","32.117927","DDS demands","Known Flow","323445.690530","870036.015870","","0.000000","","","","","","-5.800000","","","","-5.186464","-5.800000","","","","","","","","D1 PROFILE","","",""
"60603400001547","Nodes","-322089","21.000000","32.100158","Default Known Flow Node","Known Flow","323444.555168","870039.557955","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603400000207","Nodes","207","21.000000","34.657653","DDS demands","Known Flow","323411.807159","870154.498986","","0.000000","","","","","","-7.420000","","","","-6.635097","-7.420000","","","","","","","","D1 PROFILE","","",""
"60603400000208","Nodes","208","21.000000","34.395243","DDS demands","Known Flow","323443.409168","870153.392986","","0.000000","","","","","","-7.489999","","","","-6.697691","-7.489999","","","","","","","","D1 PROFILE","","",""
"60603400000252","Nodes","252","21.000000","34.503626","DDS demands","Known Flow","323439.671814","870170.662210","","0.000000","","","","","","-1.230000","","","","-1.099888","-1.230000","","","","","","","","D1 PROFILE","","",""
