"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60201400000057","Nodes","57","21.000000","29.247073","DDS demands","Known Flow","337575.032013","713477.449353","","0.000000","","","","","","-17.059999","","","","","","","","","-15.255356","-17.059999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000517","Nodes","517","21.000000","30.036510","DDS demands","Known Flow","336150.569625","713779.100435","","0.000000","","","-5.209999","","","-1.019999","","","","","","","","","-5.570977","-6.229999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"60201400000498","Nodes","498","21.000000","33.719322","DDS demands","Known Flow","336726.791418","713979.776355","","0.000000","","","","","","-11.850000","","","","","","","","","-10.596483","-11.850000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000040","Nodes","40","21.000000","33.814350","DDS demands","Known Flow","336721.084877","713986.509157","","0.000000","","","","","","-16.860000","","","","","","","","","-15.076514","-16.860000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000034","Nodes","34","21.000000","36.684350","DDS demands","Known Flow","336839.594798","713671.271420","","0.000000","","","","","","-22.759999","","","","","","","","","-20.352399","-22.759999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000035","Nodes","35","21.000000","36.727110","DDS demands","Known Flow","336821.131808","713647.431399","","0.000000","","","","","","-1.900000","","","","","","","","","-1.699014","-1.900000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000031","Nodes","Logger ID 9625, O/S 14 Millfield","21.000000","36.907361","Val Log Cath","Known Flow","336871.343821","713796.500440","","0.000000","","","","","","-14.349999","","","","","","","","","-12.832026","-14.349999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161331","Nodes","-4904578","21.000000","36.192653","Default Known Flow Node","Known Flow","336966.744178","713840.754858","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000033","Nodes","33","21.000000","36.237965","DDS demands","Known Flow","336941.986841","713818.949446","","0.000000","","","","","","-10.479999","","","","","","","","","-9.371402","-10.479999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161330","Nodes","-4904576","21.000000","36.104137","Default Known Flow Node","Known Flow","336986.211669","713891.614654","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161369","Nodes","-57","21.000000","36.174238","Default Known Flow Node","Known Flow","337005.164985","713955.550194","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000405","Nodes","405","21.000000","35.959746","DDS demands","Known Flow","337015.592076","713913.248473","","0.000000","","","","","","-22.750000","","","","","","","","","-20.343458","-22.750000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161359","Nodes","-55","21.000000","22.796136","Default Known Flow Node","Known Flow","337111.346137","713950.372207","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161351","Nodes","-54","21.000000","22.976781","Default Known Flow Node","Known Flow","337136.213964","713931.040064","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000561","Nodes","561","21.000000","22.751639","DDS demands","Known Flow","337107.352918","713953.748917","","0.000000","","","","","","-2.539999","","","","","","","","","-2.271313","-2.539999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000563","Nodes","563","21.000000","22.823111","DDS demands","Known Flow","337062.769739","714000.862570","","0.000000","","","","","","-7.920000","","","","","","","","","-7.082205","-7.920000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000056","Nodes","56","21.000000","29.594126","DDS demands","Known Flow","337698.079146","713706.851412","","0.000000","","","","","","-25.280000","","","","","","","","","-22.605829","-25.280000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000164","Nodes","164","21.000000","29.878107","Default Known Flow Node","Known Flow","337871.263435","713683.650023","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000168","Nodes","168","21.000000","29.878107","DDS demands","Known Flow","337842.777086","713708.398416","","0.000000","","","","","","-2.300000","","","","","","","","","-2.056701","-2.300000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000179","Nodes","179","21.000000","29.792850","DDS demands","Known Flow","337761.633581","713737.206961","","0.000000","","","","-5.460000","","-14.869999","","","","","","","","","-18.179449","-20.330000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"60201400000054","Nodes","54","21.000000","29.682096","DDS demands","Known Flow","337649.555811","713768.935435","","0.000000","","","","","","-16.899999","","","","","","","","","-15.112282","-16.899999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000573","Nodes","573","21.000000","30.539935","DDS demands","Known Flow","337555.324008","713799.731441","","0.000000","","","","","","-21.600000","","","","","","","","","-19.315106","-21.600000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000180","Nodes","180","21.000000","29.591582","DDS demands","Known Flow","337903.623102","713793.695439","","0.000000","","-12.529999","","","","","","","","","","","","","-11.204550","-12.529999","","","","C2 PROFILE","","","","","","","","","","","",""
"60201400000571","Nodes","571","21.000000","34.523467","Default Known Flow Node","Known Flow","337637.646030","713950.119482","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000595","Nodes","595","21.000000","45.128936","DDS demands","Known Flow","338121.293220","713773.610267","","0.000000","","","","","","-8.470000","","","","","","","","","-7.574026","-8.470000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000596","Nodes","596","21.000000","44.462359","DDS demands","Known Flow","338101.375569","713962.790150","","0.000000","","","","","","-18.860000","","","","","","","","","-16.864950","-18.860000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000597","Nodes","597","21.000000","42.969158","DDS demands","Known Flow","338187.886956","713947.610390","","0.000000","","","","","","-38.480001","","","","","","","","","-34.409506","-38.480001","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000598","Nodes","598","21.000000","42.526222","DDS demands","Known Flow","338149.714916","713857.980841","","0.000000","","","","","","-8.790000","","","","","","","","","-7.860175","-8.790000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000660","Nodes","660","21.000000","46.406864","DDS demands","Known Flow","338013.074396","713825.483324","","0.000000","","","","","","-21.779999","","","","","","","","","-19.476065","-21.779999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000021","Nodes","21","21.000000","30.673468","DDS demands","Known Flow","336301.930310","714071.156001","","0.000000","","","","","","-3.899999","","","","","","","","","-3.487449","-3.899999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000163","Nodes","163","21.000000","30.494428","Default Known Flow Node","Known Flow","336107.718493","713929.335318","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000024","Nodes","24","21.000000","35.467786","DDS demands","Known Flow","336929.343394","714259.676751","","0.000000","","","","","","-10.770000","","","","","","","","","-9.630727","-10.770000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000025","Nodes","25","21.000000","34.389250","DDS demands","Known Flow","336926.589813","714168.929222","","0.000000","","","","","","-21.129999","","","","","","","","","-18.894825","-21.129999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000412","Nodes","412","21.000000","35.579990","DDS demands","Known Flow","336882.976222","714254.702981","","0.000000","","","","","","-23.790000","","","","","","","","","-21.273444","-23.790000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161383","Nodes","-89","21.000000","35.769435","Default Known Flow Node","Known Flow","336927.174015","714256.726989","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000350","Nodes","350","21.000000","32.889812","DDS demands","Known Flow","336696.448965","714411.057719","","0.000000","","","-2.430000","","","-12.610000","","","","","","","","","-13.449037","-15.039999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"60201400000027","Nodes","27","21.000000","37.712295","DDS demands","Known Flow","336899.897320","714036.041897","","0.000000","","","","","","-21.030000","","","","","","","","","-18.805402","-21.030000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000026","Nodes","26","21.000000","34.300519","DDS demands","Known Flow","336959.055350","714100.087947","","0.000000","","","","","","-13.959999","","","","","","","","","-12.483281","-13.959999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161375","Nodes","-62","21.000000","34.268627","Default Known Flow Node","Known Flow","336957.913463","714098.436093","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000023","Nodes","23","21.000000","35.328138","DDS demands","Known Flow","336871.100626","714258.091190","","0.000000","","","","","","-20.540000","","","","","","","","","-18.367236","-20.540000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000453","Nodes","","21.000000","31.918026","DDS demands","Known Flow","336575.188741","714234.211559","","0.000000","","","","","","-8.100000","","","","","","","","","-7.243165","-8.100000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000161","Nodes","161","21.000000","33.401332","DDS demands","Known Flow","336701.146207","714466.630305","","0.000000","","","","","","-6.650000","","","","","","","","","-5.946549","-6.650000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000663","Nodes","663","21.000000","31.900257","Default Known Flow Node","Known Flow","336565.362582","714232.593273","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161376","Nodes","-67","21.000000","37.759239","Default Known Flow Node","Known Flow","336925.041248","714138.487219","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161379","Nodes","-76","21.000000","30.474169","Default Known Flow Node","Known Flow","336998.590739","714202.587673","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000041","Nodes","41","21.000000","32.718117","DDS demands","Known Flow","337040.898868","714269.167569","","0.000000","","","-2.829999","","","-13.709999","","","","","","","","","-14.790364","-16.540000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"60201400000474","Nodes","474","21.000000","33.088458","DDS demands","Known Flow","337003.030842","714366.582326","","0.000000","","","","","","-14.770000","","","","","","","","","-13.207598","-14.770000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000801","Nodes","801","21.000000","27.643805","DDS demands","Known Flow","337122.350796","714194.128483","","0.000000","","","","","","-9.569999","","","","","","","","","-8.557664","-9.569999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000464","Nodes","464","21.000000","28.767672","DDS demands","Known Flow","337160.869238","714202.077422","","0.000000","","","","","","-8.390000","","","","","","","","","-7.502488","-8.390000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000463","Nodes","463","21.000000","29.001179","DDS demands","Known Flow","337219.213866","714249.546777","","0.000000","-15.250000","","","","","-0.920000","","","","","","","","","-14.459503","-16.169999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","",""
"60201400161381","Nodes","-80","21.000000","31.429011","Default Known Flow Node","Known Flow","337080.291878","714221.874556","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161378","Nodes","-74","21.000000","27.807056","Default Known Flow Node","Known Flow","337127.824484","714182.026512","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000420","Nodes","420","21.000000","31.213198","DDS demands","Known Flow","337348.681951","714382.473599","","0.000000","0.000000","-6.000000","","","","-19.059998","","","","","","","","","-22.409099","-25.059997","","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"60201400000048","Nodes","48","21.000000","38.464696","DDS demands","Known Flow","337490.223990","714362.067594","","0.000000","-20.520001","","","-3.309999","","-13.329999","","","","","","","","","-33.229138","-37.159999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"60201400000493","Nodes","493","21.000000","24.073700","DDS demands","Known Flow","337283.780904","714113.003085","","0.000000","","","","","","-4.839999","","","","","","","","","-4.328014","-4.839999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161297","Nodes","-421","21.000000","30.605107","Default Known Flow Node","Known Flow","337446.818319","714478.463403","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000541","Nodes","541","21.000000","29.397326","Default Known Flow Node","Known Flow","337488.022989","714490.971629","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000545","Nodes","545","21.000000","29.139056","DDS demands","Known Flow","337488.326989","714476.051625","","0.000000","-20.090000","","","","","","","","","","","","","","-17.964837","-20.090000","","","C1 PROFILE","","","","","","","","","","","","",""
"60201400000599","Nodes","599","21.000000","28.007428","DDS demands","Known Flow","337099.454155","714155.310217","","0.000000","","","","","","-1.999999","","","","","","","","","-1.788435","-1.999999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000491","Nodes","491","21.000000","30.484976","DDS demands","Known Flow","337013.304212","714206.420656","","0.000000","","","","","","-4.949999","","","","","","","","","-4.426378","-4.949999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400161380","Nodes","-79","21.000000","31.429011","Default Known Flow Node","Known Flow","337065.911627","714220.050967","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161377","Nodes","-73","21.000000","30.232589","Default Known Flow Node","Known Flow","337016.748091","714181.224676","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000437","Nodes","437","21.000000","28.911570","DDS demands","Known Flow","337259.041927","714207.851552","","0.000000","","","","","","-3.390000","","","","","","","","","-3.031398","-3.390000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000461","Nodes","461","21.000000","24.269837","DDS demands","Known Flow","337292.522846","714143.855926","","0.000000","","","","","","-6.070000","","","","","","","","","-5.427902","-6.070000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000460","Nodes","460","21.000000","24.122835","DDS demands","Known Flow","337251.983369","714172.368269","","0.000000","","","","","","-7.570000","","","","","","","","","-6.769229","-7.570000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000421","Nodes","421","21.000000","31.237340","DDS demands","Known Flow","337322.091944","714294.476576","","0.000000","","","","","","-4.400000","","","","","","","","","-3.934558","-4.400000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000422","Nodes","422","21.000000","31.161113","DDS demands","Known Flow","337363.253955","714280.549572","","0.000000","","","","","","-3.190000","","","","","","","","","-2.852555","-3.190000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000550","Nodes","550","21.000000","31.194049","Default Known Flow Node","Known Flow","337285.844934","714251.594564","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000539","Nodes","539","21.000000","28.881898","Default Known Flow Node","Known Flow","337478.445987","714490.542629","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000601","Nodes","601","21.000000","38.453181","DDS demands","Known Flow","337485.892989","714336.734587","","0.000000","","","","","","-3.729999","","","","","","","","","-3.335432","-3.729999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000423","Nodes","423","21.000000","30.579089","DDS demands","Known Flow","337458.257981","714482.446627","","0.000000","-2.219999","","","","","-13.890000","","","","","","","","","-14.405850","-16.110000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","",""
"60201400161295","Nodes","-412","21.000000","35.814287","Default Known Flow Node","Known Flow","337486.984989","714428.641612","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161296","Nodes","-413","21.000000","35.814287","Default Known Flow Node","Known Flow","337479.492987","714428.568612","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400161294","Nodes","-410","21.000000","35.814287","Default Known Flow Node","Known Flow","337486.540989","714425.784611","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000219","Nodes","219","21.000000","35.288119","DDS demands","Known Flow","337919.736107","714031.625504","","0.000000","","","","","","-13.340000","","","","","","","","","-11.928867","-13.340000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000580","Nodes","580","21.000000","32.637594","DDS demands","Known Flow","337820.533516","714316.228708","","0.000000","","","","","","-17.739999","","","","","","","","","-15.863424","-17.739999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000579","Nodes","579","21.000000","32.972729","DDS demands","Known Flow","337906.165463","714298.088737","","0.000000","","","","","","-21.149999","","","","-6.000000","","","","","-24.278016","-27.149998","","","","","","","","D1 PROFILE","","","","I2 PROFILE","","","",""
"60201400000661","Nodes","661","21.000000","32.881716","DDS demands","Known Flow","337903.976102","714263.525000","","0.000000","","","","","","-6.489999","","","","","","","","","-5.803474","-6.489999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000558","Nodes","558","21.000000","37.255374","DDS demands","Known Flow","337761.441064","714440.684615","","0.000000","-4.320000","","","","","","","","","","","","","","-3.863021","-4.320000","","","C1 PROFILE","","","","","","","","","","","","",""
"60201400000632","Nodes","632","21.000000","40.052443","Default Known Flow Node","Known Flow","337628.477591","714349.660441","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000537","Nodes","537","21.000000","36.157931","DDS demands","Known Flow","337504.613994","714417.916609","","0.000000","-21.569999","","","-3.410000","","-21.530000","","","","","","","","","-41.590076","-46.510002","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"60201400000538","Nodes","538","21.000000","36.029428","Default Known Flow Node","Known Flow","337582.990015","714394.735603","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000050","Nodes","50","21.000000","40.798186","DDS demands","Known Flow","337597.716284","714321.752242","","0.000000","","","","","","-6.890000","","","","","","","","","-6.161161","-6.890000","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000578","Nodes","578","21.000000","34.500560","Default Known Flow Node","Known Flow","337933.391900","714388.097421","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000576","Nodes","576","21.000000","35.125736","DDS demands","Known Flow","337986.644125","714460.940621","","0.000000","","","","","","-4.689999","","","","","","","","","-4.193881","-4.689999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000577","Nodes","577","21.000000","35.175775","DDS demands","Known Flow","337942.870287","714495.771515","","0.000000","","","","","","-9.829999","","","","","","","","","-8.790161","-9.829999","","","","","","","","D1 PROFILE","","","","","","","",""
"60201400000630","Nodes","630","21.000000","40.276806","Default Known Flow Node","Known Flow","337632.338068","714301.076507","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000557","Nodes","557","21.000000","40.798248","DDS demands","Known Flow","337596.217090","714316.430308","","0.000000","","","","","","","","","","-6.000000","","","","","-5.365307","-6.000000","","","","","","","","","","","","I2 PROFILE","","","",""
"60201400161332","Nodes","-4904579","21.000000","40.702273","Default Known Flow Node","Known Flow","337602.277918","714314.736595","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000447","Nodes","447","21.000000","37.255353","Default Known Flow Node","Known Flow","337754.329103","714437.765948","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000540","Nodes","540","21.000000","32.896114","DDS demands","Known Flow","337519.225998","714491.736629","","0.000000","-22.689999","","","-25.560000","","-10.589999","","","","","","","","","-52.615782","-58.839997","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"60201400000479","Nodes","479","21.000000","40.052073","DDS demands","Known Flow","337563.037948","714324.101671","","0.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","C1 PROFILE","","","","","","","","","","","","",""
"60201400000480","Nodes","480","21.000000","40.526497","Default Known Flow Node","Known Flow","337576.893170","714320.891315","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000634","Nodes","634","21.000000","40.065988","Default Known Flow Node","Known Flow","337684.828043","714408.333607","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000553","Nodes","553","21.000000","35.118335","Default Known Flow Node","Known Flow","338075.176161","714079.491367","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"60201400000067","Nodes","67","21.000000","35.172434","DDS demands","Known Flow","338038.560139","714078.050517","","0.000000","","","","","","-20.100000","","","","","","","","","-17.973780","-20.100000","","","","","","","","D1 PROFILE","","","","","","","",""
