"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60602100000178","Nodes","178","21.000000","26.559625","Default Known Flow Node","Known Flow","371328.295000","770975.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000042","Nodes","42","21.000000","27.635150","DDS demands","Known Flow","371397.545000","771057.185000","","0.000000","","","","","","-21.500000","","","","","","-19.225685","-21.500000","","","","","","","","D1 PROFILE","","","","",""
"60602100000209","Nodes","209","21.000000","26.359667","Default Known Flow Node","Known Flow","371245.670000","771007.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000177","Nodes","P08120256, BLACKIEMUIR AVENUE,FY(-16.62)&FY5(CONDI 16 -25.85)","24.000000","33.402688","CSEP DDS Matched","Known Flow","371108.502288","771323.134683","","0.000000","","","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","","","DC PROFILE","","","",""
"60602100000041","Nodes","41","21.000000","27.713877","DDS demands","Known Flow","371409.545000","771067.935000","","0.000000","-3.309999","","","","","-8.420000","","","","","","-10.489175","-11.729999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"60602100000211","Nodes","MAXIMO 475624 - DIVERSIFIED LOAD ADDED","21.000000","26.075698","Point Loads","Known Flow","371406.976657","771055.833001","","0.000000","","","","","","","","","-3.999999","","","-3.576871","-3.999999","","","","","","","","","","","PL-AF PROFILE","",""
"60602100000098","Nodes","98","21.000000","21.250258","DDS demands","Known Flow","370940.116147","770911.122126","","0.000000","","","","","","-6.150000","","","","","","-5.499440","-6.150000","","","","","","","","D1 PROFILE","","","","",""
"60602100000097","Nodes","97","21.000000","21.281078","DDS demands","Known Flow","370955.029239","770898.839138","","0.000000","","","","","","-6.939999","","","","","","-6.205872","-6.939999","","","","","","","","D1 PROFILE","","","","",""
"60602100000121","Nodes","121","21.000000","21.331186","DDS demands","Known Flow","370968.420000","770887.810000","","0.000000","","","","","","-5.460000","","","","","","-4.882429","-5.460000","","","","","","","","D1 PROFILE","","","","",""
"60602100000122","Nodes","122","21.000000","21.347771","DDS demands","Known Flow","370981.545000","770954.060000","","0.000000","","","","","","-4.500000","","","","","","-4.023980","-4.500000","","","","","","","","D1 PROFILE","","","","",""
"60602100000083","Nodes","83","21.000000","23.665050","DDS demands","Known Flow","371132.295000","770757.685000","","0.000000","","","","","","-7.089999","","","","","","-6.340004","-7.089999","","","","","","","","D1 PROFILE","","","","",""
"60602100000092","Nodes","92","21.000000","23.655621","DDS demands","Known Flow","371125.420000","770752.685000","","0.000000","","","","","","-7.119999","","","","","","-6.366831","-7.119999","","","","","","","","D1 PROFILE","","","","",""
"60602100000084","Nodes","84","21.000000","23.456706","DDS demands","Known Flow","371091.170000","770725.935000","","0.000000","","","","","","-6.480000","","","","","","-5.794532","-6.480000","","","","","","","","D1 PROFILE","","","","",""
"60602100000085","Nodes","85","21.000000","24.055133","DDS demands","Known Flow","371279.795000","770753.685000","","0.000000","","","","","","-22.150000","","","","","","-19.806927","-22.150000","","","","","","","","D1 PROFILE","","","","",""
"60602100000154","Nodes","154","21.000000","22.703265","DDS demands","Known Flow","371289.420000","770833.185000","","0.000000","","-36.379999","","","","-2.460000","","","","","","-34.731423","-38.840001","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"60602100000151","Nodes","151","21.000000","26.726450","DDS demands","Known Flow","371448.545000","770993.310000","","0.000000","","","","","","-11.000000","","","","","","-9.836397","-11.000000","","","","","","","","D1 PROFILE","","","","",""
"60602100000150","Nodes","150","21.000000","27.954013","DDS demands","Known Flow","371578.920000","770968.560000","","0.000000","","","","","","-7.259999","","","","","","-6.492022","-7.259999","","","","","","","","D1 PROFILE","","","","",""
"60602100000123","Nodes","123","21.000000","21.292476","DDS demands","Known Flow","370978.670000","771003.310000","","0.000000","","","","","","-13.319999","","","","","","-11.910982","-13.319999","","","","","","","","D1 PROFILE","","","","",""
"60602100000061","Nodes","61","21.000000","31.942715","DDS demands","Known Flow","370968.045000","771398.310000","","0.000000","","","","","","-10.629999","","","","","","-9.505536","-10.629999","","","","","","","","D1 PROFILE","","","","",""
"60602100000204","Nodes","204","21.000000","31.942715","Default Known Flow Node","Known Flow","370936.045000","771401.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000199","Nodes","199","21.000000","33.036305","Default Known Flow Node","Known Flow","371084.920000","771342.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000223","Nodes","223","21.000000","33.036305","Default Known Flow Node","Known Flow","371082.295000","771343.935000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000202","Nodes","202","21.000000","33.968756","Default Known Flow Node","Known Flow","371145.295000","771290.935000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000060","Nodes","60","21.000000","33.968756","Default Known Flow Node","Known Flow","371146.670000","771292.310000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000090","Nodes","90","21.000000","27.388804","Default Known Flow Node","Known Flow","371256.420000","771179.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000214","Nodes","214","21.000000","27.432810","Default Known Flow Node","Known Flow","371259.420000","771139.310000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000156","Nodes","156","21.000000","27.828527","DDS demands","Known Flow","371471.545000","771142.685000","","0.000000","","","","-3.089999","","-8.520000","","","","","","-10.381869","-11.610000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"60602100000102","Nodes","102","21.000000","28.007179","DDS demands","Known Flow","371496.795000","771173.435000","","0.000000","","","-2.539999","","","-3.880000","","","","","","-5.740879","-6.419999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"60602100000157","Nodes","157","21.000000","27.017780","DDS demands","Known Flow","371391.045000","771152.810000","","0.000000","","","","","","-12.229999","","","","","","-10.936285","-12.229999","","","","","","","","D1 PROFILE","","","","",""
"60602100000103","Nodes","103","21.000000","27.812703","DDS demands","Known Flow","371450.795000","771212.435000","","0.000000","","","","","","-3.839999","","","","","","-3.433796","-3.839999","","","","","","","","D1 PROFILE","","","","",""
"60602100000043","Nodes","43","21.000000","27.809086","DDS demands","Known Flow","371339.545000","771126.685000","","0.000000","","","","","","-6.229999","","","","","","-5.570977","-6.229999","","","","","","","","D1 PROFILE","","","","",""
"60602100000044","Nodes","44","21.000000","27.805217","DDS demands","Known Flow","371320.170000","771103.435000","","0.000000","","","","","","-1.350000","","","","","","-1.207194","-1.350000","","","","","","","","D1 PROFILE","","","","",""
"60602100000046","Nodes","46","21.000000","27.070543","DDS demands","Known Flow","371272.170000","771073.060000","","0.000000","","","","","","-10.199999","","","","","","-9.121022","-10.199999","","","","","","","","D1 PROFILE","","","","",""
"60602100000045","Nodes","45","21.000000","26.845493","DDS demands","Known Flow","371246.420000","771028.060000","","0.000000","","","","","","-6.130000","","","","","","-5.481555","-6.130000","","","","","","","","D1 PROFILE","","","","",""
"60602100000051","Nodes","51","21.000000","27.115672","DDS demands","Known Flow","371228.795000","771102.310000","","0.000000","","","","","","-4.429999","","","","","","-3.961385","-4.429999","","","","","","","","D1 PROFILE","","","","",""
"60602100000215","Nodes","215","21.000000","26.768785","Default Known Flow Node","Known Flow","371168.920000","771152.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000050","Nodes","50","21.000000","27.144341","DDS demands","Known Flow","371232.420000","771107.310000","","0.000000","","","","","","-3.619999","","","","","","-3.237068","-3.619999","","","","","","","","D1 PROFILE","","","","",""
"60602100000057","Nodes","57","21.000000","26.718786","DDS demands","Known Flow","371154.920000","771164.060000","","0.000000","","","","","","-12.499999","","","","","","-11.177723","-12.499999","","","","","","","","D1 PROFILE","","","","",""
"60602100000200","Nodes","200","21.000000","26.718786","Default Known Flow Node","Known Flow","371153.545000","771165.310000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000217","Nodes","217","21.000000","25.366974","Default Known Flow Node","Known Flow","371132.045000","771168.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000114","Nodes","114","21.000000","34.053446","DDS demands","Known Flow","371153.920000","771299.810000","","0.000000","","","","","","-3.569999","","","","","","-3.192357","-3.569999","","","","","","","","D1 PROFILE","","","","",""
"60602100000110","Nodes","110","21.000000","33.037715","DDS demands","Known Flow","371086.795000","771343.060000","","0.000000","","","","","","-3.890000","","","","","","-3.478507","-3.890000","","","","","","","","D1 PROFILE","","","","",""
"60602100000112","Nodes","112","21.000000","32.488607","DDS demands","Known Flow","371135.295000","771398.310000","","0.000000","","","","","","-7.840000","","","","","","-7.010668","-7.840000","","","","","","","","D1 PROFILE","","","","",""
"60602100000113","Nodes","113","21.000000","32.459055","DDS demands","Known Flow","371161.295000","771384.435000","","0.000000","","","","","","-3.790000","","","","","","-3.389085","-3.790000","","","","","","","","D1 PROFILE","","","","",""
"60602100000056","Nodes","56","21.000000","24.782160","DDS demands","Known Flow","371171.670000","771179.060000","","0.000000","","","","","","-11.729999","","","","","","-10.489175","-11.729999","","","","","","","","D1 PROFILE","","","","",""
"60602100000162","Nodes","162","21.000000","24.210805","DDS demands","Known Flow","371106.545000","771139.560000","","0.000000","","","","","","-1.559999","","","","","","-1.394979","-1.559999","","","","","","","","D1 PROFILE","","","","",""
"60602100000220","Nodes","220","21.000000","26.724615","Default Known Flow Node","Known Flow","371156.545000","771162.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000197","Nodes","197","21.000000","26.768785","Default Known Flow Node","Known Flow","371173.795000","771158.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000149","Nodes","149","21.000000","28.056948","DDS demands","Known Flow","371585.295000","771063.560000","","0.000000","","","","","","-4.150000","","","","","","-3.711004","-4.150000","","","","","","","","D1 PROFILE","","","","",""
"60602100000218","Nodes","218","21.000000","27.966354","Default Known Flow Node","Known Flow","371508.045000","771187.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000030","Nodes","30","21.000000","30.770122","DDS demands","Known Flow","371834.920000","771438.810000","","0.000000","","","","","","-15.680000","","","","","","-14.021337","-15.680000","","","","","","","","D1 PROFILE","","","","",""
"60602100000222","Nodes","222","21.000000","29.299552","Default Known Flow Node","Known Flow","371917.170000","771335.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000205","Nodes","205","21.000000","30.770122","Default Known Flow Node","Known Flow","371827.295000","771432.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000145","Nodes","145","21.000000","30.240046","DDS demands","Known Flow","371700.420000","771422.060000","","0.000000","-1.949999","","","-4.699999","","-16.190000","","","","","","-20.423936","-22.839999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","",""
"60602100000146","Nodes","146","21.000000","30.133716","DDS demands","Known Flow","371667.545000","771453.310000","","0.000000","","","-0.860000","","","-1.519999","","","","","","-2.128238","-2.379999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"60602100000224","Nodes","224","21.000000","29.651293","Default Known Flow Node","Known Flow","371700.670000","771406.185000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000036","Nodes","36","21.000000","26.894315","DDS demands","Known Flow","371763.545000","771353.560000","","0.000000","","","","","","-13.970000","","","","","","-12.492224","-13.970000","","","","","","","","D1 PROFILE","","","","",""
"60602100000037","Nodes","37","21.000000","26.736204","DDS demands","Known Flow","371790.670000","771380.060000","","0.000000","","","","","","-6.769999","","","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","","","",""
"60602100000034","Nodes","34","21.000000","24.380161","DDS demands","Known Flow","371680.545000","771250.310000","","0.000000","","","","","","-26.879999","","","","","","-24.036577","-26.879999","","","","","","","","D1 PROFILE","","","","",""
"60602100000033","Nodes","33","21.000000","23.936812","DDS demands","Known Flow","371825.920000","771105.560000","","0.000000","","","","","","-11.100000","","","","","","-9.925818","-11.100000","","","","","","","","D1 PROFILE","","","","",""
"60602100000106","Nodes","106","21.000000","23.649947","DDS demands","Known Flow","371877.795000","771053.435000","","0.000000","","","","","","-7.369999","","","","","","-6.590385","-7.369999","","","","","","","","D1 PROFILE","","","","",""
"60602100000194","Nodes","194","21.000000","23.649947","Default Known Flow Node","Known Flow","371887.545000","771050.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000129","Nodes","129","21.000000","23.720554","DDS demands","Known Flow","371881.045000","770985.935000","","0.000000","","","","","","-1.720000","","","","","","-1.538054","-1.720000","","","","","","","","D1 PROFILE","","","","",""
"60602100000035","Nodes","35","21.000000","23.782094","DDS demands","Known Flow","371605.670000","771159.810000","","0.000000","","","","","","-10.600000","","","","","","-9.478710","-10.600000","","","","","","","","D1 PROFILE","","","","",""
"60602100000108","Nodes","108","21.000000","28.007138","DDS demands","Known Flow","371552.170000","771155.560000","","0.000000","","","","","","-4.079999","","","","","","-3.648408","-4.079999","","","","","","","","D1 PROFILE","","","","",""
"60602100000104","Nodes","104","21.000000","28.028699","DDS demands","Known Flow","371961.170000","771228.685000","","0.000000","","-10.759999","","","","-8.890000","","","","","","-17.571382","-19.650000","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"60602100000143","Nodes","143","21.000000","33.082838","DDS demands","Known Flow","372062.670000","771195.810000","","0.000000","","","","","","-5.199999","","","","","","-4.649932","-5.199999","","","","","","","","D1 PROFILE","","","","",""
"60602100000144","Nodes","144","21.000000","32.970962","DDS demands","Known Flow","372036.795000","771102.310000","","0.000000","","","","","","-5.639999","","","","","","-5.043388","-5.639999","","","","","","","","D1 PROFILE","","","","",""
"60602100000139","Nodes","139","21.000000","33.082408","DDS demands","Known Flow","372081.420000","771270.810000","","0.000000","","","","","","-19.920001","","","","","","-17.812821","-19.920001","","","","","","","","D1 PROFILE","","","","",""
"60602100000111","Nodes","111","21.000000","27.475827","DDS demands","Known Flow","370972.295000","771505.435000","","0.000000","","","","","","-13.899999","","","","","","-12.429627","-13.899999","","","","","","","","D1 PROFILE","","","","",""
"60602100000127","Nodes","P08118279, NEW DEV@ BISSET LANE LAURENCEKIRK, -5.17","22.999998","28.404768","CSEP DDS Matched","Known Flow","371582.236757","771277.169169","","0.000000","","","","","","","-5.169999","","","","","-4.623106","-5.169999","","","","","","","","","DC PROFILE","","","",""
"60602100000126","Nodes","P07111039,  Reed Crescent, 21.51","24.000000","27.061783","CSEP DDS Matched","Known Flow","370986.170000","771545.810000","","0.000000","","","","","","-6.309999","-44.400000","","","","","-45.345791","-50.710001","","","","","","","","D1 PROFILE","DC PROFILE","","","",""
"60602100000022","Nodes","22","21.000000","43.445391","DDS demands","Known Flow","371626.295000","771786.435000","","0.000000","","","","","","-4.060000","","","","","","-3.630524","-4.060000","","","","","","","","D1 PROFILE","","","","",""
"60602100000186","Nodes","186","21.000000","43.257422","Default Known Flow Node","Known Flow","371645.295000","771799.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000025","Nodes","25","21.000000","42.491870","DDS demands","Known Flow","371650.170000","771735.060000","","0.000000","","","","","","-1.990000","","","","","","-1.779493","-1.990000","","","","","","","","D1 PROFILE","","","","",""
"60602100000028","Nodes","28","21.000000","43.217871","Default Known Flow Node","Known Flow","371635.920000","771762.185000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000155","Nodes","155","21.000000","38.254795","DDS demands","Known Flow","371739.420000","771575.685000","","0.000000","-7.539999","","","0.000000","","-6.730000","","","","","","-12.760490","-14.270000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","",""
"60602100000115","Nodes","115","21.000000","41.985297","Default Known Flow Node","Known Flow","371709.170000","771616.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000116","Nodes","116","21.000000","38.297982","Default Known Flow Node","Known Flow","371715.545000","771573.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000091","Nodes","91","21.000000","33.654592","DDS demands","Known Flow","371799.795000","771548.685000","","0.000000","-3.160000","","-4.510000","","","-5.199999","","","","","","-11.508584","-12.870000","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","",""
"60602100000093","Nodes","93","21.000000","29.118578","DDS demands","Known Flow","371854.670000","771608.685000","","0.000000","","","","","","-3.010000","","","","","","-2.691595","-3.010000","","","","","","","","D1 PROFILE","","","","",""
"60602100000230","Nodes","230","21.000000","33.814646","Default Known Flow Node","Known Flow","371796.545000","771551.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000027","Nodes","27","21.000000","28.848596","DDS demands","Known Flow","371870.420000","771627.810000","","0.000000","","-15.999999","","","","-3.430000","","","","","","-17.374654","-19.429999","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"60602100000109","Nodes","109","21.000000","27.058933","DDS demands","Known Flow","371998.545000","771545.310000","","0.000000","","-39.999997","","","","-2.929999","","","","","","-38.388774","-42.929999","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"60602100000099","Nodes","99","21.000000","28.646225","DDS demands","Known Flow","371944.295000","771723.810000","","0.000000","-3.589999","","","","","-4.909999","","","","","","-7.600851","-8.499999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"60602100000026","Nodes","26","21.000000","33.232398","DDS demands","Known Flow","371791.295000","771536.685000","","0.000000","-12.130000","","-5.219999","-3.629999","","-18.239999","","","","","","-35.071226","-39.219998","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","",""
"60602100000184","Nodes","184","21.000000","43.237696","Default Known Flow Node","Known Flow","371630.545000","771757.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000023","Nodes","23","21.000000","42.941431","DDS demands","Known Flow","371677.295000","771821.185000","","0.000000","","","","","","-1.980000","","","","","","-1.770551","-1.980000","","","","","","","","D1 PROFILE","","","","",""
"60602100000196","Nodes","196","21.000000","43.257422","Default Known Flow Node","Known Flow","371650.295000","771790.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000132","Nodes","132","21.000000","33.422584","Default Known Flow Node","Known Flow","371833.170000","771580.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000133","Nodes","133","21.000000","33.439857","DDS demands","Known Flow","371906.420000","771521.810000","","0.000000","","","","","","-13.919999","","","","","","-12.447512","-13.919999","","","","","","","","D1 PROFILE","","","","",""
"60602100000231","Nodes","231","21.000000","33.403491","Default Known Flow Node","Known Flow","371836.670000","771584.685000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000206","Nodes","206","21.000000","33.403491","Default Known Flow Node","Known Flow","371841.545000","771580.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000134","Nodes","134","21.000000","33.300552","DDS demands","Known Flow","371869.795000","771481.810000","","0.000000","","","","","","-5.249999","","","","","","-4.694643","-5.249999","","","","","","","","D1 PROFILE","","","","",""
"60602100000135","Nodes","135","21.000000","33.398829","Default Known Flow Node","Known Flow","371951.170000","771488.560000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000100","Nodes","100","21.000000","28.322566","DDS demands","Known Flow","372005.045000","771671.435000","","0.000000","","","","","","-5.440000","","","","","","-4.864545","-5.440000","","","","","","","","D1 PROFILE","","","","",""
"60602100000117","Nodes","117","21.000000","28.632421","Default Known Flow Node","Known Flow","372001.795000","771791.435000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000118","Nodes","118","21.000000","28.607088","DDS demands","Known Flow","372015.295000","771778.810000","","0.000000","","-4.500000","","","","","","","","","","-4.023980","-4.500000","","","","C2 PROFILE","","","","","","","","",""
"60602100000101","Nodes","101","21.000000","27.014441","DDS demands","Known Flow","371972.045000","771610.435000","","0.000000","","-19.329999","","","","","","","","","","-17.285231","-19.329999","","","","C2 PROFILE","","","","","","","","",""
"60602100000173","Nodes","173","21.000000","20.664413","DDS demands","Known Flow","370773.003522","771038.599419","","0.000000","","","","","","-1.809999","","","","","","-1.618534","-1.809999","","","","","","","","D1 PROFILE","","","","",""
"60602100000207","Nodes","207","21.000000","26.164050","Default Known Flow Node","Known Flow","371443.920000","771045.935000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000210","Nodes","210","21.000000","26.103719","DDS demands","Known Flow","371108.795000","771034.310000","","0.000000","","","","","","-2.030000","","","","","","-1.815262","-2.030000","","","","","","","","D1 PROFILE","","","","",""
"60602100000198","Nodes","198","21.000000","26.082431","DDS demands","Known Flow","371092.670000","771074.560000","","0.000000","","","","","","-2.640000","","","","","","-2.360735","-2.640000","","","","","","","","D1 PROFILE","","","","",""
"60602100000225","Nodes","225","21.000000","30.318093","Default Known Flow Node","Known Flow","371702.670000","771424.810000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000226","Nodes","226","21.000000","30.230462","Default Known Flow Node","Known Flow","371699.295000","771428.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000227","Nodes","227","21.000000","30.230462","Default Known Flow Node","Known Flow","371700.045000","771429.060000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000182","Nodes","182,","21.000000","21.953977","DDS demands","Known Flow","371017.838723","770850.169978","","0.000000","","","","","","-3.690000","","","","","","-3.299664","-3.690000","","","","","","","","D1 PROFILE","","","","",""
"60602100000131","Nodes","131","21.000000","32.015171","DDS demands","Known Flow","371845.795000","771849.060000","","0.000000","-19.879999","","","","","-1.190000","","","","","","-18.841171","-21.069999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"60602100000191","Nodes","191","21.000000","31.691399","Default Known Flow Node","Known Flow","371958.826250","771852.935000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602100000153","Nodes","302681 (10366)","21.000000","31.851486","DDS demands","Known Flow","372016.795000","771810.185000","","0.000000","-1.770000","","","","","","","","","","-184.619996","-1.582765","-1.770000","","","C1 PROFILE","","","","","","","","","","PL-PL PROFILE"
