"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60603300002591","Nodes","-219","21.000000","33.320925","Default Known Flow Node","Known Flow","382639.436162","806385.889003","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002568","Nodes","-1462558","21.000000","34.093663","Default Known Flow Node","Known Flow","382573.690258","806338.456622","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002592","Nodes","-220","21.000000","33.066210","Default Known Flow Node","Known Flow","382660.555281","806388.475635","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000083","Nodes","83","21.000000","32.949457","DDS demands","Known Flow","382670.192284","806389.962636","","0.000000","-109.399999","-74.319999","","-14.640000","","","-120.230000","","","-284.888881","-318.589996","","","C1 PROFILE","C2 PROFILE","","D1 PROFILE","","","I2 PROFILE","",""
"60603300002561","Nodes","-1462510","21.000000","33.066210","Default Known Flow Node","Known Flow","382661.877282","806379.155633","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000201","Nodes","201","21.000000","32.915051","DDS demands","Known Flow","382672.269284","806466.867656","","0.000000","-7.699999","","","","","","-0.220000","","","-7.082205","-7.919999","","","C1 PROFILE","","","","","","I2 PROFILE","",""
"60603300002593","Nodes","S13131425","21.000000","32.946040","Point Loads","Known Flow","382691.306290","806392.643636","","0.000000","","","","","","","","-24.919999","","-22.283908","-24.919999","","","","","","","","","","PL-AF PROFILE",""
"60603300002594","Nodes","-228","21.000000","33.305210","Default Known Flow Node","Known Flow","382641.689276","806437.237648","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002574","Nodes","-1462623","21.000000","33.305210","Default Known Flow Node","Known Flow","382642.186276","806454.200653","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000230","Nodes","230","21.000000","30.323980","DDS demands","Known Flow","381837.478057","806883.043770","","0.000000","","","","-7.920000","","","","","","-7.082205","-7.920000","","","","","","D1 PROFILE","","","","",""
"60603300000211","Nodes","211","21.000000","30.530730","DDS demands","Known Flow","381858.224813","806828.705100","","0.000000","","","","-7.600000","","","","","","-6.796056","-7.600000","","","","","","D1 PROFILE","","","","",""
"60603300000288","Nodes","288","21.000000","43.884748","DDS demands","Known Flow","381881.183171","806982.922836","","0.000000","","","","-8.699999","","","","","","-7.779695","-8.699999","","","","","","D1 PROFILE","","","","",""
"60603300000289","Nodes","289","21.000000","43.882816","DDS demands","Known Flow","381885.721070","806977.720795","","0.000000","","","","-7.320000","","","","","","-6.545675","-7.320000","","","","","","D1 PROFILE","","","","",""
"60603300000290","Nodes","290","21.000000","43.726035","DDS demands","Known Flow","381892.649072","806910.996777","","0.000000","","","","-3.609999","","","","","","-3.228126","-3.609999","","","","","","D1 PROFILE","","","","",""
"60603300000213","Nodes","213","21.000000","33.177040","DDS demands","Known Flow","381956.539904","806867.713213","","0.000000","","","","-9.999999","","","","","","-8.942178","-9.999999","","","","","","D1 PROFILE","","","","",""
"60603300000229","Nodes","229","21.000000","33.041880","DDS demands","Known Flow","381882.899070","806858.149763","","0.000000","","","","-5.330000","","","","","","-4.766181","-5.330000","","","","","","D1 PROFILE","","","","",""
"60603300000089","Nodes","89","21.000000","24.347107","DDS demands","Known Flow","381913.554078","806662.728710","","0.000000","","","","-7.080000","","","","","","-6.331062","-7.080000","","","","","","D1 PROFILE","","","","",""
"60603300002570","Nodes","-1462584","21.000000","24.374383","Default Known Flow Node","Known Flow","381953.357078","806696.626572","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002611","Nodes","-47","21.000000","31.838321","DDS demands","Known Flow","381922.546529","806757.361618","","0.000000","","","","-1.549999","","","","","","-1.386037","-1.549999","","","","","","D1 PROFILE","","","","",""
"60603300000210","Nodes","210","21.000000","33.161697","DDS demands","Known Flow","381986.309098","806750.782734","","0.000000","","","-22.280000","-20.590000","","","","","","-38.335120","-42.869998","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"60603300000091","Nodes","91","21.000000","24.127941","DDS demands","Known Flow","382174.553011","806570.488112","","0.000000","","","","-5.199999","","","","","","-4.649932","-5.199999","","","","","","D1 PROFILE","","","","",""
"60603300000090","Nodes","90","21.000000","24.385824","DDS demands","Known Flow","382031.474039","806601.672587","","0.000000","","","","-13.449999","","","","","","-12.027230","-13.449999","","","","","","D1 PROFILE","","","","",""
"60603300000209","Nodes","209","21.000000","32.874424","Default Known Flow Node","Known Flow","382008.719104","806895.947773","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000208","Nodes","208","21.000000","32.887893","DDS demands","Known Flow","382010.231614","806883.355036","","0.000000","","","","-10.079999","","","","","","-9.013715","-10.079999","","","","","","D1 PROFILE","","","","",""
"60603300000212","Nodes","212","21.000000","32.749498","DDS demands","Known Flow","382071.744582","806881.202635","","0.000000","","","","-11.819999","","","","","","-10.569655","-11.819999","","","","","","D1 PROFILE","","","","",""
"60603300002567","Nodes","-1462554","21.000000","32.749498","Default Known Flow Node","Known Flow","382117.568133","806887.752771","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000207","Nodes","207","21.000000","33.343762","DDS demands","Known Flow","382005.304103","806820.522753","","0.000000","","","","-15.569999","","","","","","-13.922972","-15.569999","","","","","","D1 PROFILE","","","","",""
"60603300000324","Nodes","324","21.000000","24.341833","DDS demands","Known Flow","381945.840087","806561.593682","","0.000000","","","","-3.810000","","","","","","-3.406970","-3.810000","","","","","","D1 PROFILE","","","","",""
"60603300000088","Nodes","88","21.000000","24.641422","DDS demands","Known Flow","382032.135110","806612.886696","","0.000000","-3.800000","","","-5.700000","","","","","","-8.495070","-9.500000","","","C1 PROFILE","","","D1 PROFILE","","","","",""
"60603300000086","Nodes","86","21.000000","26.955737","DDS demands","Known Flow","382041.085113","806653.377707","","0.000000","","","","-9.170000","","","","","","-8.199978","-9.170000","","","","","","D1 PROFILE","","","","",""
"60603300000087","Nodes","87","21.000000","26.924586","DDS demands","Known Flow","382000.592102","806660.655709","","0.000000","","","","-7.030000","","","","","","-6.286352","-7.030000","","","","","","D1 PROFILE","","","","",""
"60603300000085","Nodes","85","21.000000","36.413486","DDS demands","Known Flow","382131.737137","806634.470702","","0.000000","","","","-3.880000","","","","","","-3.469565","-3.880000","","","","","","D1 PROFILE","","","","",""
"60603300000231","Nodes","231","21.000000","37.528046","DDS demands","Known Flow","382326.328373","806545.335532","","0.000000","","","","-14.890000","","","","","","-13.314905","-14.890000","","","","","","D1 PROFILE","","","","",""
"60603300002596","Nodes","-24","21.000000","37.348119","Default Known Flow Node","Known Flow","382335.253193","806592.699691","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000197","Nodes","197","21.000000","38.409418","DDS demands","Known Flow","382388.404254","806622.949793","","0.000000","","","","-7.570000","","","","","","-6.769229","-7.570000","","","","","","D1 PROFILE","","","","",""
"60603300000199","Nodes","199","21.000000","38.495124","DDS demands","Known Flow","382367.066201","806618.919698","","0.000000","","","","-5.899999","","","","","","-5.275885","-5.899999","","","","","","D1 PROFILE","","","","",""
"60603300000198","Nodes","198","21.000000","38.417420","DDS demands","Known Flow","382418.136086","806605.610890","","0.000000","","","","-5.179999","","","","","","-4.632048","-5.179999","","","","","","D1 PROFILE","","","","",""
"60603300000196","Nodes","196","21.000000","38.428146","DDS demands","Known Flow","382393.932209","806660.430709","","0.000000","","","","-7.369999","","","","","","-6.590385","-7.369999","","","","","","D1 PROFILE","","","","",""
"60603300000060","Nodes","60","21.000000","38.515516","DDS demands","Known Flow","382361.844674","806671.065886","","0.000000","","","","-15.189999","","","","","","-13.583169","-15.189999","","","","","","D1 PROFILE","","","","",""
"60603300000190","Nodes","190","21.000000","38.298311","DDS demands","Known Flow","382360.453837","806721.086838","","0.000000","","","","-19.459999","","","","","","-17.401479","-19.459999","","","","","","D1 PROFILE","","","","",""
"60603300000205","Nodes","205","21.000000","37.512199","DDS demands","Known Flow","382064.399119","806811.364750","","0.000000","","","","-6.919999","","","","","","-6.187987","-6.919999","","","","","","D1 PROFILE","","","","",""
"60603300000203","Nodes","203","21.000000","38.554549","DDS demands","Known Flow","382281.596535","806775.475484","","0.000000","","","","-4.819999","","","","","","-4.310130","-4.819999","","","","","","D1 PROFILE","","","","",""
"60603300002606","Nodes","-40","21.000000","38.496188","Default Known Flow Node","Known Flow","382321.429189","806685.152716","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000059","Nodes","59","21.000000","39.070512","Default Known Flow Node","Known Flow","382273.844176","806830.430755","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000058","Nodes","58","21.000000","38.735334","DDS demands","Known Flow","382311.078186","806836.138757","","0.000000","","","","-8.569999","","","","","","-7.663447","-8.569999","","","","","","D1 PROFILE","","","","",""
"60603300000057","Nodes","57","21.000000","38.398261","DDS demands","Known Flow","382317.857188","806788.224744","","0.000000","","","","-9.029999","","","","","","-8.074787","-9.029999","","","","","","D1 PROFILE","","","","",""
"60603300000093","Nodes","93","21.000000","38.510210","Default Known Flow Node","Known Flow","382342.182195","806839.996758","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000055","Nodes","55","21.000000","38.416355","DDS demands","Known Flow","382365.665201","806842.532759","","0.000000","","","","-1.679999","","","","","","-1.502286","-1.679999","","","","","","D1 PROFILE","","","","",""
"60603300000092","Nodes","92","21.000000","38.394505","Default Known Flow Node","Known Flow","382365.165201","806859.711763","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000191","Nodes","191","21.000000","38.194306","DDS demands","Known Flow","382319.217188","806745.475732","","0.000000","","","","-3.459999","","","","","","-3.093993","-3.459999","","","","","","D1 PROFILE","","","","",""
"60603300000053","Nodes","53","21.000000","38.377158","DDS demands","Known Flow","382400.806461","806828.742282","","0.000000","","","","-2.119999","","","","","","-1.895741","-2.119999","","","","","","D1 PROFILE","","","","",""
"60603300000056","Nodes","56","21.000000","38.235434","DDS demands","Known Flow","382388.688207","806789.117744","","0.000000","","","","-3.859999","","","","","","-3.451680","-3.859999","","","","","","D1 PROFILE","","","","",""
"60603300000052","Nodes","52","21.000000","38.389306","DDS demands","Known Flow","382362.751200","806877.702768","","0.000000","","","","-20.609999","","","","","","-18.429831","-20.609999","","","","","","D1 PROFILE","","","","",""
"60603300000050","Nodes","50","21.000000","38.203651","DDS demands","Known Flow","382432.667219","806893.565773","","0.000000","","","","-4.070000","","","","","","-3.639466","-4.070000","","","","","","D1 PROFILE","","","","",""
"60603300000187","Nodes","187","21.000000","41.316197","DDS demands","Known Flow","382258.880172","806981.922797","","0.000000","","","","-2.630000","","","","","","-2.351793","-2.630000","","","","","","D1 PROFILE","","","","",""
"60603300002565","Nodes","-1462533","21.000000","40.422795","DDS demands","Known Flow","382341.262194","806954.917789","","0.000000","","","","-6.710000","","","","","","-6.000202","-6.710000","","","","","","D1 PROFILE","","","","",""
"60603300000080","Nodes","80","21.000000","38.208648","DDS demands","Known Flow","382446.731223","806798.016747","","0.000000","","","","-7.139999","","","","","","-6.384715","-7.139999","","","","","","D1 PROFILE","","","","",""
"60603300002575","Nodes","-1462628","21.000000","38.208648","Default Known Flow Node","Known Flow","382443.624222","806777.288741","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000094","Nodes","94","21.000000","38.205397","DDS demands","Known Flow","382454.348225","806793.205745","","0.000000","","","","-8.439999","","","","","","-7.547198","-8.439999","","","","","","D1 PROFILE","","","","",""
"60603300000193","Nodes","193","21.000000","37.696666","Default Known Flow Node","Known Flow","382485.109233","806663.112710","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000061","Nodes","61","21.000000","38.444255","DDS demands","Known Flow","382463.654228","806595.369691","","0.000000","","","","-10.819999","","","","","","-9.675437","-10.819999","","","","","","D1 PROFILE","","","","",""
"60603300002585","Nodes","-15","21.000000","38.604628","Default Known Flow Node","Known Flow","382467.685229","806528.884673","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000218","Nodes","218","21.000000","41.242245","DDS demands","Known Flow","382097.812486","806973.992343","","0.000000","","","","-15.769999","","","","","","-14.101816","-15.769999","","","","","","D1 PROFILE","","","","",""
"60603300000232","Nodes","232","21.000000","36.430253","DDS demands","Known Flow","382237.610166","806558.988682","","0.000000","-10.810000","","","-5.579999","","","","","","-14.656232","-16.390000","","","C1 PROFILE","","","D1 PROFILE","","","","",""
"60603300000051","Nodes","51","21.000000","38.384670","DDS demands","Known Flow","382300.080183","806899.572774","","0.000000","","","","-8.079999","","","","","","-7.225280","-8.079999","","","","","","D1 PROFILE","","","","",""
"60603300002577","Nodes","-1462643","21.000000","37.348119","Default Known Flow Node","Known Flow","382338.323194","806592.053691","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002609","Nodes","-43","21.000000","38.166738","DDS demands","Known Flow","382457.816226","806721.903726","","0.000000","","","","-13.199999","","","","","","-11.803675","-13.199999","","","","","","D1 PROFILE","","","","",""
"60603300000079","Nodes","Straik Road DG, Constant, Site ID 1320","21.000000","39.000000","Default Known Pressure Node","Known Pressure","382452.065225","806520.161671","","999998.967025","","","","","","","","","","1776.074599","1986.176857","","","","","","","","","","",""
"60603300002549","Nodes","-13","21.000000","37.581002","Default Known Flow Node","Known Flow","382516.082242","806511.681669","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000054","Nodes","54","21.000000","38.227963","DDS demands","Known Flow","382600.382265","806777.196741","","0.000000","","","","-7.219999","","","","","","-6.456253","-7.219999","","","","","","D1 PROFILE","","","","",""
"60603300002581","Nodes","-1462662","21.000000","37.668187","Default Known Flow Node","Known Flow","382590.715676","806516.549539","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300002582","Nodes","-1462673","21.000000","30.235749","Default Known Flow Node","Known Flow","382669.047284","806787.738744","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000186","Nodes","186","21.000000","30.235749","DDS demands","Known Flow","382682.526105","806789.427200","","0.000000","","","","-14.900000","","","","","","-13.323847","-14.900000","","","","","","D1 PROFILE","","","","",""
"60603300000192","Nodes","192","21.000000","38.179992","DDS demands","Known Flow","382518.677552","806669.854107","","0.000000","","","","-0.959999","","","","","","-0.858449","-0.959999","","","","","","D1 PROFILE","","","","",""
"60603300000317","Nodes","317","21.000000","31.759476","DDS demands","Known Flow","382632.046657","806648.725569","","0.000000","","","","-11.989999","","","","","","-10.721671","-11.989999","","","","","","D1 PROFILE","","","","",""
"60603300000318","Nodes","318","21.000000","31.595976","DDS demands","Known Flow","382619.031270","806708.585722","","0.000000","","","","-5.729999","","","","","","-5.123868","-5.729999","","","","","","D1 PROFILE","","","","",""
"60603300000195","Nodes","195","21.000000","38.122622","Default Known Flow Node","Known Flow","382562.110254","806586.833689","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000194","Nodes","194","21.000000","38.230671","DDS demands","Known Flow","382530.483800","806604.318359","","0.000000","","","","-8.060000","","","","","","-7.207396","-8.060000","","","","","","D1 PROFILE","","","","",""
"60603300000316","Nodes","316","21.000000","32.097301","DDS demands","Known Flow","382649.294086","806633.256993","","0.000000","","","","-3.119999","","","","","","-2.789959","-3.119999","","","","","","D1 PROFILE","","","","",""
"60603300000183","Nodes","Logger 9424 - o/s 44 Brimmond Drive","21.000000","32.111383","Val Log Post","Known Flow","382691.112290","806641.453704","","0.000000","","","","-4.719999","","","","","","-4.220708","-4.719999","","","","","","D1 PROFILE","","","","",""
"60603300000184","Nodes","184","21.000000","31.967323","DDS demands","Known Flow","382749.713519","806729.476978","","0.000000","","","","-6.619999","","","","","","-5.919722","-6.619999","","","","","","D1 PROFILE","","","","",""
"60603300000185","Nodes","185","21.000000","31.868004","DDS demands","Known Flow","382704.396293","806719.095725","","0.000000","","","","-5.090000","","","","","","-4.551569","-5.090000","","","","","","D1 PROFILE","","","","",""
"60603300000182","Nodes","182","21.000000","32.110195","DDS demands","Known Flow","382784.834625","806672.402451","","0.000000","","","","-11.740000","","","","","","-10.498118","-11.740000","","","","","","D1 PROFILE","","","","",""
"60603300000372","Nodes","372","21.000000","32.110329","Default Known Flow Node","Known Flow","382758.703626","806662.451611","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000157","Nodes","157","21.000000","32.128705","DDS demands","Known Flow","382877.751582","806710.118792","","0.000000","","","","-6.599999","","","","","","-5.901837","-6.599999","","","","","","D1 PROFILE","","","","",""
"60603300000158","Nodes","158","21.000000","31.867817","DDS demands","Known Flow","382865.340337","806658.969709","","0.000000","","","","-7.560000","","","","","","-6.760287","-7.560000","","","","","","D1 PROFILE","","","","",""
"60603300002600","Nodes","-262","21.000000","32.117149","Default Known Flow Node","Known Flow","382838.056843","806703.472112","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000072","Nodes","72","21.000000","32.139751","DDS demands","Known Flow","382897.753346","806727.592727","","0.000000","","","","-4.980000","","","","","","-4.453205","-4.980000","","","","","","D1 PROFILE","","","","",""
"60603300000159","Nodes","159","21.000000","32.088568","DDS demands","Known Flow","382954.736880","806700.787596","","0.000000","","","","-10.750000","","","","","","-9.612842","-10.750000","","","","","","D1 PROFILE","","","","",""
"60603300000161","Nodes","161","21.000000","32.078529","DDS demands","Known Flow","382992.565503","806704.136701","","0.000000","","","","-5.550000","","","","","","-4.962909","-5.550000","","","","","","D1 PROFILE","","","","",""
"60603300000163","Nodes","163","21.000000","31.963164","DDS demands","Known Flow","382999.893374","806744.555732","","0.000000","","","","-2.710000","","","","","","-2.423330","-2.710000","","","","","","D1 PROFILE","","","","",""
"60603300000162","Nodes","162","21.000000","32.067692","DDS demands","Known Flow","382999.713374","806658.858709","","0.000000","","","","-1.479999","","","","","","-1.323442","-1.479999","","","","","","D1 PROFILE","","","","",""
"60603300000331","Nodes","331","21.000000","32.085092","Default Known Flow Node","Known Flow","382974.622154","806702.230814","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000160","Nodes","160","21.000000","32.030210","DDS demands","Known Flow","382965.492364","806651.608707","","0.000000","","","","-3.720000","","","","","","-3.326490","-3.720000","","","","","","D1 PROFILE","","","","",""
"60603300000330","Nodes","330","21.000000","32.249714","Default Known Flow Node","Known Flow","382996.927923","806805.672065","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603300000075","Nodes","75","21.000000","32.497673","DDS demands","Known Flow","382992.212371","806837.271757","","0.000000","","","","-12.610000","","","","","","-11.276088","-12.610000","","","","","","D1 PROFILE","","","","",""
