"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"60604000000104","Nodes","104","21.000000","31.681936","DDS demands","Known Flow","327110.625000","861304.000000","","0.000000","","","","-9.887000","","","-8.841132","-9.887000","","","","","","D1 PROFILE","",""
"60604000000022","Nodes","22","21.000000","34.906259","DDS demands","Known Flow","327486.750000","861111.750000","","0.000000","","","","-12.232999","","","-10.938967","-12.232999","","","","","","D1 PROFILE","",""
"60604000000023","Nodes","23","21.000000","34.763266","DDS demands","Known Flow","327398.125000","861182.125000","","0.000000","","","","-4.208000","","","-3.762869","-4.208000","","","","","","D1 PROFILE","",""
"60604000000013","Nodes","13","21.000000","23.711955","DDS demands","Known Flow","327065.750000","861481.000000","","0.000000","","","","-9.413999","","","-8.418167","-9.413999","","","","","","D1 PROFILE","",""
"60604000000014","Nodes","14","21.000000","23.393936","DDS demands","Known Flow","327007.625000","861369.500000","","0.000000","","","","-5.607999","","","-5.014773","-5.607999","","","","","","D1 PROFILE","",""
"60604000000015","Nodes","15","21.000000","23.300909","DDS demands","Known Flow","327063.375000","861366.625000","","0.000000","","","","-8.084999","","","-7.229751","-8.084999","","","","","","D1 PROFILE","",""
"606040-27","Nodes","-27","21.000000","32.352785","Default Known Flow Node","Known Flow","327218.625000","861231.875000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"606040-41","Nodes","-41","21.000000","30.763814","Default Known Flow Node","Known Flow","327435.625000","861303.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"606040-1462506","Nodes","-1462506","21.000000","30.763814","Default Known Flow Node","Known Flow","327440.500000","861295.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000218","Nodes","218","21.000000","25.235405","DDS demands","Known Flow","327566.000000","861488.625000","","0.000000","","","","-8.345999","","","-7.463142","-8.345999","","","","","","D1 PROFILE","",""
"60604000000209","Nodes","209","21.000000","27.050317","DDS demands","Known Flow","327507.000000","861384.875000","","0.000000","","","","-4.531000","","","-4.051701","-4.531000","","","","","","D1 PROFILE","",""
"60604000000024","Nodes","24","21.000000","32.643968","DDS demands","Known Flow","327538.375000","861168.000000","","0.000000","","","","-13.359999","","","-11.946751","-13.359999","","","","","","D1 PROFILE","",""
"60604000000208","Nodes","208","21.000000","27.843223","DDS demands","Known Flow","327523.250000","861360.000000","","0.000000","","-47.759998","","-3.452999","","","-45.795581","-51.212997","","","","C2 PROFILE","","D1 PROFILE","",""
"60604000000232","Nodes","232","21.000000","28.232656","DDS demands","Known Flow","327901.125000","861425.250000","","0.000000","","","","-7.934000","","","-7.094724","-7.934000","","","","","","D1 PROFILE","",""
"60604000000234","Nodes","234","21.000000","26.489310","DDS demands","Known Flow","327980.375000","861453.125000","","0.000000","","","","-9.142000","","","-8.174940","-9.142000","","","","","","D1 PROFILE","",""
"60604000000233","Nodes","233","21.000000","28.333123","DDS demands","Known Flow","327974.375000","861359.000000","","0.000000","","","","-4.127999","","","-3.691331","-4.127999","","","","","","D1 PROFILE","",""
"60604000000231","Nodes","231","21.000000","30.442260","DDS demands","Known Flow","327875.000000","861392.375000","","0.000000","-0.070000","","","-22.702998","","","-20.364022","-22.772997","","","C1 PROFILE","","","D1 PROFILE","",""
"60604000000241","Nodes","241","21.000000","31.628298","DDS demands","Known Flow","327886.250000","861383.250000","","0.000000","","","","-1.197999","","","-1.071272","-1.197999","","","","","","D1 PROFILE","",""
"60604000000239","Nodes","239","21.000000","32.073307","DDS demands","Known Flow","327979.500000","861307.250000","","0.000000","","","","-7.702000","","","-6.887266","-7.702000","","","","","","D1 PROFILE","",""
"60604000000129","Nodes","129","21.000000","33.858232","DDS demands","Known Flow","327916.500000","861227.125000","","0.000000","","","","-2.869000","","","-2.565511","-2.869000","","","","","","D1 PROFILE","",""
"606040-40","Nodes","-40","21.000000","32.058938","Default Known Flow Node","Known Flow","327985.375000","861303.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000050","Nodes","50","21.000000","33.483322","DDS demands","Known Flow","327889.625000","861295.750000","","0.000000","","","","-3.091000","","","-2.764027","-3.091000","","","","","","D1 PROFILE","",""
"60604000000100","Nodes","100","21.000000","33.437036","DDS demands","Known Flow","327916.750000","861327.375000","","0.000000","","","","-1.036999","","","-0.927303","-1.036999","","","","","","D1 PROFILE","",""
"60604000000101","Nodes","101","21.000000","33.526506","Default Known Flow Node","Known Flow","327936.375000","861316.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000049","Nodes","49","21.000000","33.570047","DDS demands","Known Flow","327864.375000","861273.500000","","0.000000","","","","-3.513999","","","-3.142281","-3.513999","","","","","","D1 PROFILE","",""
"60604000000040","Nodes","40","21.000000","33.314387","DDS demands","Known Flow","327814.500000","861315.000000","","0.000000","","","","-4.138000","","","-3.700273","-4.138000","","","","","","D1 PROFILE","",""
"60604000000041","Nodes","41","21.000000","32.944260","DDS demands","Known Flow","327765.750000","861371.375000","","0.000000","","","","-6.715000","","","-6.004673","-6.715000","","","","","","D1 PROFILE","",""
"60604000000048","Nodes","48","21.000000","33.228011","Default Known Flow Node","Known Flow","327852.875000","861359.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000200","Nodes","200","21.000000","34.017315","DDS demands","Known Flow","327898.500000","861207.250000","","0.000000","","","","-4.057000","","","-3.627842","-4.057000","","","","","","D1 PROFILE","",""
"60604000000028","Nodes","28","21.000000","34.180907","DDS demands","Known Flow","327867.000000","861173.500000","","0.000000","","","","-10.894000","","","-9.741609","-10.894000","","","","","","D1 PROFILE","",""
"60604000000201","Nodes","201","21.000000","33.930989","Default Known Flow Node","Known Flow","327856.500000","861245.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000045","Nodes","45","21.000000","32.837639","DDS demands","Known Flow","327758.250000","861381.125000","","0.000000","","","","-1.761999","","","-1.575611","-1.761999","","","","","","D1 PROFILE","",""
"606040-58","Nodes","-58","21.000000","32.516860","Default Known Flow Node","Known Flow","327801.750000","861395.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000042","Nodes","42","21.000000","32.804024","DDS demands","Known Flow","327743.125000","861400.625000","","0.000000","","","","-0.442999","","","-0.396138","-0.442999","","","","","","D1 PROFILE","",""
"60604000000202","Nodes","202","21.000000","32.842552","DDS demands","Known Flow","327713.125000","861353.375000","","0.000000","","","","-9.272999","","","-8.292082","-9.272999","","","","","","D1 PROFILE","",""
"606040-47","Nodes","-47","21.000000","32.835132","Default Known Flow Node","Known Flow","327659.625000","861326.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000046","Nodes","46","21.000000","32.769154","DDS demands","Known Flow","327729.500000","861423.000000","","0.000000","","","","-1.097000","","","-0.980957","-1.097000","","","","","","D1 PROFILE","",""
"60604000000043","Nodes","43","21.000000","32.803661","DDS demands","Known Flow","327768.125000","861416.000000","","0.000000","","","","-0.423000","","","-0.378254","-0.423000","","","","","","D1 PROFILE","",""
"60604000000203","Nodes","203","21.000000","32.314563","DDS demands","Known Flow","327701.000000","861455.000000","","0.000000","","","","-2.779000","","","-2.485031","-2.779000","","","","","","D1 PROFILE","",""
"60604000000204","Nodes","204","21.000000","32.259482","Default Known Flow Node","Known Flow","327702.125000","861461.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000108","Nodes","108","21.000000","32.107808","DDS demands","Known Flow","327672.000000","861393.250000","","0.000000","","","","-6.695000","","","-5.986788","-6.695000","","","","","","D1 PROFILE","",""
"60604000000219","Nodes","219, Garmouth Road CSEP, 345045, 23mb","22.999998","27.754564","CSEP Unmatched","Known Flow","327606.144960","861411.083775","","0.000000","","","","","","-21.600000","-19.315106","-21.600000","","","","","","","","PL-AF PROFILE"
"60604000000220","Nodes","220","21.000000","29.722025","DDS demands","Known Flow","327675.625000","861454.500000","","0.000000","","","","-0.654000","","","-0.584818","-0.654000","","","","","","D1 PROFILE","",""
"60604000000205","Nodes","205","21.000000","31.269939","Default Known Flow Node","Known Flow","327698.000000","861468.500000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000222","Nodes","222","21.000000","31.009594","DDS demands","Known Flow","327708.750000","861475.125000","","0.000000","","","","-5.467000","","","-4.888689","-5.467000","","","","","","D1 PROFILE","",""
"60604000000221","Nodes","221","21.000000","29.718339","DDS demands","Known Flow","327609.250000","861489.000000","","0.000000","","","","-0.804999","","","-0.719845","-0.804999","","","","","","D1 PROFILE","",""
"60604000000225","Nodes","225","21.000000","30.675463","DDS demands","Known Flow","327747.000000","861498.875000","","0.000000","","","","-5.627999","","","-5.032657","-5.627999","","","","","","D1 PROFILE","",""
"60604000000210","Nodes","210","21.000000","26.883507","DDS demands","Known Flow","327562.000000","861419.750000","","0.000000","","","","-5.467000","","","-4.888689","-5.467000","","","","","","D1 PROFILE","",""
"60604000000423","Nodes","423","21.000000","27.806228","DDS demands","Known Flow","327537.750000","861368.875000","","0.000000","","","","-1.106999","","","-0.989899","-1.106999","","","","","","D1 PROFILE","",""
"60604000000058","Nodes","58","21.000000","32.623827","DDS demands","Known Flow","327485.250000","861210.375000","","0.000000","","","","-3.664999","","","-3.277308","-3.664999","","","","","","D1 PROFILE","",""
"60604000000026","Nodes","26","21.000000","31.334034","DDS demands","Known Flow","327741.500000","861082.000000","","0.000000","","","","-10.692000","","","-9.560978","-10.692000","","","","","","D1 PROFILE","",""
"60604000000019","Nodes","19","21.000000","35.548490","DDS demands","Known Flow","327711.500000","861009.375000","","0.000000","","","","-11.336999","","","-10.137748","-11.336999","","","","","","D1 PROFILE","",""
"606040-6","Nodes","-6","21.000000","35.540879","Default Known Flow Node","Known Flow","327707.000000","861009.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000018","Nodes","ROBERTSON ROAD DG","21.000000","35.999999","Default Known Pressure Node","Known Pressure","327678.750000","860971.500000","","999998.967025","","","","","","","499.136278","558.181983","","","","","","","",""
"60604000000054","Nodes","54","21.000000","34.907652","DDS demands","Known Flow","327780.000000","861069.250000","","0.000000","","","","-4.882999","","","-4.366465","-4.882999","","","","","","D1 PROFILE","",""
"60604000000027","Nodes","27","21.000000","34.760685","DDS demands","Known Flow","327790.750000","861087.750000","","0.000000","","","","-8.376999","","","-7.490863","-8.376999","","","","","","D1 PROFILE","",""
"60604000000030","Nodes","30","21.000000","34.525978","Default Known Flow Node","Known Flow","327752.000000","861120.875000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000032","Nodes","32","21.000000","32.761827","DDS demands","Known Flow","327748.125000","861161.500000","","0.000000","","","","-14.488000","","","-12.955429","-14.488000","","","","","","D1 PROFILE","",""
"60604000000033","Nodes","33","21.000000","32.716359","DDS demands","Known Flow","327685.125000","861218.250000","","0.000000","","","","-0.613999","","","-0.549049","-0.613999","","","","","","D1 PROFILE","",""
"60604000000034","Nodes","34","21.000000","32.371759","DDS demands","Known Flow","327780.375000","861198.625000","","0.000000","","","","-8.064000","","","-7.210973","-8.064000","","","","","","D1 PROFILE","",""
"60604000000039","Nodes","39","21.000000","34.107785","DDS demands","Known Flow","327807.500000","861227.375000","","0.000000","","","","-3.624000","","","-3.240645","-3.624000","","","","","","D1 PROFILE","",""
"60604000000037","Nodes","37","21.000000","32.279412","DDS demands","Known Flow","327799.375000","861277.625000","","0.000000","","","","-0.875999","","","-0.783334","-0.875999","","","","","","D1 PROFILE","",""
"60604000000035","Nodes","35","21.000000","32.317907","DDS demands","Known Flow","327819.500000","861163.375000","","0.000000","","","","-3.836000","","","-3.430219","-3.836000","","","","","","D1 PROFILE","",""
"60604000000021","Nodes","21","21.000000","35.455704","DDS demands","Known Flow","327693.250000","861051.125000","","0.000000","","","","-3.715000","","","-3.322019","-3.715000","","","","","","D1 PROFILE","",""
"606040-326856","Nodes","-326856","21.000000","32.058938","Default Known Flow Node","Known Flow","327984.750000","861298.625000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000236","Nodes","236","21.000000","26.104364","DDS demands","Known Flow","328027.875000","861490.750000","","0.000000","","","","-6.675000","","","-5.968904","-6.675000","","","","","","D1 PROFILE","",""
"60604000000235","Nodes","235","21.000000","26.547083","DDS demands","Known Flow","328016.375000","861409.125000","","0.000000","","","","-2.608000","","","-2.332120","-2.608000","","","","","","D1 PROFILE","",""
"60604000000240","Nodes","240","21.000000","31.464604","DDS demands","Known Flow","328099.750000","861444.250000","","0.000000","","","","-5.698000","","","-5.095253","-5.698000","","","","","","D1 PROFILE","",""
"60604000000237","Nodes","237","21.000000","26.171049","DDS demands","Known Flow","328052.875000","861466.000000","","0.000000","","","","-2.900000","","","-2.593232","-2.900000","","","","","","D1 PROFILE","",""
"60604000000011","Nodes","11","21.000000","24.883747","DDS demands","Known Flow","327078.875000","861531.250000","","0.000000","","","","-12.877000","","","-11.514844","-12.877000","","","","","","D1 PROFILE","",""
"60604000000012","Nodes","12","21.000000","24.961617","DDS demands","Known Flow","327176.375000","861525.375000","","0.000000","","","","-7.340000","","","-6.563559","-7.340000","","","","","","D1 PROFILE","",""
"60604000000110","Nodes","110","21.000000","31.999444","Default Known Flow Node","Known Flow","327828.875000","861540.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000223","Nodes","223","21.000000","30.990039","Default Known Flow Node","Known Flow","327673.812500","861515.312500","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000226","Nodes","226","21.000000","30.719344","DDS demands","Known Flow","327775.125000","861516.375000","","0.000000","","","","-3.704999","","","-3.313077","-3.704999","","","","","","D1 PROFILE","",""
"60604000000106","Nodes","106","21.000000","31.634218","DDS demands","Known Flow","327824.375000","861547.250000","","0.000000","","","","-2.296000","","","-2.053124","-2.296000","","","","","","D1 PROFILE","",""
"60604000000227","Nodes","227","21.000000","29.874561","DDS demands","Known Flow","327735.000000","861567.375000","","0.000000","","","","-10.934000","","","-9.777378","-10.934000","","","","","","D1 PROFILE","",""
"606040-4904542","Nodes","-4904542","21.000000","31.661532","Default Known Flow Node","Known Flow","327827.375000","861549.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000000229","Nodes","229","21.000000","31.346571","DDS demands","Known Flow","327790.750000","861596.625000","","0.000000","","","","-3.825999","","","-3.421277","-3.825999","","","","","","D1 PROFILE","",""
"60604000000230","Nodes","230","21.000000","31.284236","DDS demands","Known Flow","327752.250000","861637.875000","","0.000000","","","","-5.335999","","","-4.771546","-5.335999","","","","","","D1 PROFILE","",""
"60604000000224","Nodes","224","21.000000","30.928463","DDS demands","Known Flow","327643.750000","861554.750000","","0.000000","","","","-2.275000","","","-2.034345","-2.275000","","","","","","D1 PROFILE","",""
"60604000000228","Nodes","228","21.000000","29.801202","DDS demands","Known Flow","327703.125000","861601.000000","","0.000000","","","","-4.913000","","","-4.393292","-4.913000","","","","","","D1 PROFILE","",""
"60604000000047","Nodes","47","21.000000","32.914207","DDS demands","Known Flow","327619.500000","861338.250000","","0.000000","","","","-1.328999","","","-1.188415","-1.328999","","","","","","D1 PROFILE","",""
"60604000000001","Nodes","LHANBRYDE DG","21.000000","24.999999","Default Known Pressure Node","Known Pressure","327008.625000","861517.375000","","999998.967025","","","","","","","41.910198","46.867999","","","","","","","",""
"60604000000010","Nodes","10","21.000000","24.983515","DDS demands","Known Flow","327004.500000","861523.000000","","0.000000","","","","-3.543999","","","-3.169108","-3.543999","","","","","","D1 PROFILE","",""
"60604000000238","Nodes","238","21.000000","26.191702","Default Known Flow Node","Known Flow","328095.375000","861475.875000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60604000001000","Nodes","1000, ""336997"", ""GARMOUTH ROAD"", 16.00","22.999998","32.564645","CSEP Unmatched","Known Flow","327378.718750","861267.937500","","0.000000","","","","","","-15.999999","-14.307486","-15.999999","","","","","","","","PL-AF PROFILE"
"60604000000-219","Nodes","-219","21.000000","27.977736","Default Known Flow Node","Known Flow","327648.750000","861437.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
