"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60201700002003","Nodes","2003","21.000000","29.520293","DDS demands","Known Flow","311829.459007","702028.392238","","0.000000","","","","","-8.310000","","","","","","","","-7.430950","-8.310000","","","","","","","D1 PROFILE","","","","","","",""
"60201700003177","Nodes","3177","21.000000","22.232121","Default Known Flow Node","Known Flow","312153.211095","701865.809194","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000368","Nodes","368","21.000000","22.426077","DDS demands","Known Flow","312159.215097","701887.635200","","0.000000","","","","","-14.550000","","","","","","","","-13.010870","-14.550000","","","","","","","D1 PROFILE","","","","","","",""
"60201700002338","Nodes","2338","21.000000","23.504441","Default Known Flow Node","Known Flow","312030.389358","701945.513288","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000072","Nodes","72","21.000000","23.268770","DDS demands","Known Flow","312046.255066","701955.790218","","0.000000","","","","","-1.049999","","","","","","","","-0.938928","-1.049999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003000","Nodes","3000","21.000000","38.960770","Default Known Flow Node","Known Flow","311809.255413","701563.250479","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002344","Nodes","2344","21.000000","38.975860","Default Known Flow Node","Known Flow","311811.798002","701565.057112","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002295","Nodes","2295","21.000000","36.926241","Default Known Flow Node","Known Flow","311823.338006","701663.200138","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002352","Nodes","2352","21.000000","32.928223","Default Known Flow Node","Known Flow","311877.730020","701886.178199","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003182","Nodes","3182","21.000000","32.928223","Default Known Flow Node","Known Flow","311879.592021","701886.165199","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003188","Nodes","3188","21.000000","22.555548","Default Known Flow Node","Known Flow","312156.661468","701925.950151","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001002","Nodes","1002","21.000000","35.988229","Default Known Flow Node","Known Flow","311826.425780","701712.814310","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002357","Nodes","2357","21.000000","34.330805","DDS demands","Known Flow","311856.049015","701802.593176","","0.000000","","","","","-1.019999","","","","","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002296","Nodes","2296","21.000000","34.132579","Default Known Flow Node","Known Flow","311859.725016","701813.302179","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002360","Nodes","2360","21.000000","24.937237","Default Known Flow Node","Known Flow","311964.230044","701897.489202","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001003","Nodes","1003","21.000000","23.889276","Default Known Flow Node","Known Flow","312011.223427","701943.691069","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002361","Nodes","2361","21.000000","31.537916","DDS demands","Known Flow","311912.073497","701987.075557","","0.000000","","","","","-3.640000","","","","-15.999999","","","","-17.562439","-19.639999","","","","","","","D1 PROFILE","","","","I2 PROFILE","","",""
"60201700003208","Nodes","3208","21.000000","31.537916","Default Known Flow Node","Known Flow","311914.769030","701987.169227","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003250","Nodes","3250","21.000000","28.612592","DDS demands","Known Flow","311706.043244","702188.964546","","0.000000","","","","","-3.110000","","","","","","","","-2.781017","-3.110000","","","","","","","D1 PROFILE","","","","","","",""
"60201700003253","Nodes","3253","21.000000","28.152737","DDS demands","Known Flow","311670.731200","702198.380768","","0.000000","","","","","-4.480000","","","","","","","","-4.006096","-4.480000","","","","","","","D1 PROFILE","","","","","","",""
"60201700003022","Nodes","3022","21.000000","26.734051","DDS demands","Known Flow","311709.866975","702528.818374","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000053","Nodes","53","21.000000","26.734051","Default Known Flow Node","Known Flow","311703.005352","702528.721084","","0.000000","","","","","-3.150000","","","","","","","","-2.816786","-3.150000","","","","","","","D1 PROFILE","","","","","","",""
"60201700002382","Nodes","2382","21.000000","29.447463","DDS demands","Known Flow","311770.754355","702167.310432","","0.000000","","","","","-2.269999","","","","","","","","-2.029874","-2.269999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003244","Nodes","3244","21.000000","29.206897","Default Known Flow Node","Known Flow","311752.952895","702174.351418","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003074","Nodes","3074","21.000000","30.756219","Default Known Flow Node","Known Flow","311935.374036","702220.549290","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002400","Nodes","2400","21.000000","30.785853","Default Known Flow Node","Known Flow","311952.005041","702098.570257","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002340","Nodes","2340","21.000000","30.137022","Default Known Flow Node","Known Flow","311971.361046","702089.874255","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003006","Nodes","3006","21.000000","30.635818","Default Known Flow Node","Known Flow","311928.992034","702305.653313","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000317","Nodes","317","21.000000","30.635818","Default Known Flow Node","Known Flow","311945.755039","702312.345315","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003057","Nodes","3057","21.000000","30.727487","Default Known Flow Node","Known Flow","311938.334037","702151.930271","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002416","Nodes","2416","21.000000","30.303262","Default Known Flow Node","Known Flow","311830.329008","702142.360269","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002385","Nodes","2385","21.000000","30.375712","Default Known Flow Node","Known Flow","311854.917014","702148.860271","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000064","Nodes","64","21.000000","30.824206","DDS demands","Known Flow","311941.921038","702177.480278","","0.000000","-1.779999","","-0.119999","-3.339999","-10.849999","","","","","","","","-14.387965","-16.089999","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","","",""
"60201700002430","Nodes","2430","21.000000","29.447463","Default Known Flow Node","Known Flow","311746.299985","702146.889270","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003240","Nodes","3240","21.000000","29.447463","Default Known Flow Node","Known Flow","311767.989991","702148.017270","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002434","Nodes","2434","21.000000","28.595994","Default Known Flow Node","Known Flow","311779.174994","702294.021310","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003081","Nodes","3081","21.000000","28.595696","DDS demands","Known Flow","311784.634995","702292.623310","","0.000000","-6.000000","","","","","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","","","","","",""
"60201700002436","Nodes","2436","21.000000","30.478891","Default Known Flow Node","Known Flow","311905.436028","702388.522336","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000315","Nodes","315","21.000000","30.453833","DDS demands","Known Flow","311933.173036","702397.388338","","0.000000","","","","","-3.499999","","","","","","","","-3.129762","-3.499999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003254","Nodes","3254","21.000000","30.687800","Default Known Flow Node","Known Flow","312005.452572","702200.032455","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003157","Nodes","3157","21.000000","32.104296","Default Known Flow Node","Known Flow","311760.618781","703246.399021","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002447","Nodes","2447","21.000000","32.104296","Default Known Flow Node","Known Flow","311763.853601","703246.862417","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002188","Nodes","2188","21.000000","32.104296","Default Known Flow Node","Known Flow","311768.433991","703247.518570","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000151","Nodes","151","21.000000","28.531074","DDS demands","Known Flow","311897.177994","702735.803747","","0.000000","","","","","-1.729999","","","","","","","","-1.546996","-1.729999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002453","Nodes","2453","21.000000","30.614194","Default Known Flow Node","Known Flow","311740.470983","702821.887454","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003176","Nodes","3176","21.000000","49.746995","Default Known Flow Node","Known Flow","311842.865978","704103.353509","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000513","Nodes","513","21.000000","49.746995","Default Known Flow Node","Known Flow","311844.985012","704090.066799","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000033","Nodes","33","21.000000","38.014309","DDS demands","Known Flow","312029.562313","704655.027437","","0.000000","-12.180000","","-0.600000","-4.990000","-22.680001","","","","","","","","-36.171113","-40.450000","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","","",""
"60201700000184","Nodes","184","21.000000","35.523664","DDS demands","Known Flow","312058.607070","704703.350966","","0.000000","","","","","-13.439999","","","","","","","","-12.018288","-13.439999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003189","Nodes","3189","21.000000","38.652238","DDS demands","Known Flow","311996.701533","704604.996381","","0.000000","","","","","-13.899999","","","","","","","","-12.429627","-13.899999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003209","Nodes","3209","21.000000","24.148433","DDS demands","Known Flow","312331.086144","704855.867007","","0.000000","","","","","-1.029999","","","","","","","","-0.921044","-1.029999","","","","","","","D1 PROFILE","","","","","","",""
"60201700000125","Nodes","125","21.000000","24.097310","DDS demands","Known Flow","312336.717145","704858.951008","","0.000000","","","","","-17.190000","","","","","","","","-15.371606","-17.190000","","","","","","","D1 PROFILE","","","","","","",""
"60201700003204","Nodes","3204","21.000000","32.489538","Default Known Flow Node","Known Flow","312056.567069","704768.111983","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001016","Nodes","1016","21.000000","26.354137","DDS demands","Known Flow","311708.745061","704678.757329","","0.000000","","","","","-16.809999","","","","","","","","-15.031803","-16.809999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002524","Nodes","2524","21.000000","36.092901","DDS demands","Known Flow","311975.366258","704657.937789","","0.000000","-2.539999","","","","-11.709999","","","","","","","","-12.742605","-14.250000","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"60201700002528","Nodes","2528","21.000000","29.300580","Default Known Flow Node","Known Flow","311929.708631","705095.374174","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003223","Nodes","3223","21.000000","29.300580","Default Known Flow Node","Known Flow","311930.278090","705094.312975","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002533","Nodes","2533","21.000000","24.875119","Default Known Flow Node","Known Flow","311704.003973","704677.117959","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001005","Nodes","1005","21.000000","25.197588","Default Known Flow Node","Known Flow","311705.037089","704677.475189","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000187","Nodes","187","21.000000","32.400115","DDS demands","Known Flow","312303.024136","704765.758983","","0.000000","-5.689999","","","","-15.060000","","","","","","","","-18.555022","-20.750000","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"60201700003206","Nodes","3206","21.000000","32.355618","Default Known Flow Node","Known Flow","312314.384113","704771.783961","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003219","Nodes","3219","21.000000","27.497139","Default Known Flow Node","Known Flow","312117.588186","705055.710810","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003222","Nodes","3222","21.000000","27.503365","Default Known Flow Node","Known Flow","312120.571240","705087.488543","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003221","Nodes","3221","21.000000","27.505223","Default Known Flow Node","Known Flow","312120.636087","705085.958070","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002559","Nodes","2559","21.000000","22.599777","Default Known Flow Node","Known Flow","312352.211150","705054.432061","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003218","Nodes","3218","21.000000","22.607060","Default Known Flow Node","Known Flow","312354.332770","705054.643460","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002562","Nodes","2562","21.000000","31.295156","Default Known Flow Node","Known Flow","312473.685183","704840.151003","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001015","Nodes","1015","21.000000","31.375615","Default Known Flow Node","Known Flow","312464.419284","704836.446123","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700001014","Nodes","1014","21.000000","31.375615","Default Known Flow Node","Known Flow","312461.671179","704836.120002","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003216","Nodes","3216","21.000000","22.757894","DDS demands","Known Flow","312640.591228","705035.022056","","0.000000","","","","","-3.240000","","","","","","","","-2.897266","-3.240000","","","","","","","D1 PROFILE","","","","","","",""
"60201700000298","Nodes","298","21.000000","22.595964","DDS demands","Known Flow","312687.073241","705077.856068","","0.000000","","","","","-4.019999","","","","","","","","-3.594755","-4.019999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003199","Nodes","3199","21.000000","32.023986","Default Known Flow Node","Known Flow","312423.804169","704707.480967","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003190","Nodes","3190","21.000000","31.949083","DDS demands","Known Flow","312567.645208","704635.567947","","0.000000","","","","","-6.860000","","","","","","","","-6.134335","-6.860000","","","","","","","D1 PROFILE","","","","","","",""
"60201700000026","Nodes","26","21.000000","31.339354","DDS demands","Known Flow","312509.815192","704857.360008","","0.000000","","","","","-19.819999","","","","","","","","-17.723398","-19.819999","","","","","","","D1 PROFILE","","","","","","",""
"60201700003151","Nodes","3151","21.000000","31.339332","Default Known Flow Node","Known Flow","312501.235190","704853.036006","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000265","Nodes","265","21.000000","31.180564","DDS demands","Known Flow","312744.669256","704635.633947","","0.000000","","","","","-12.329999","","","","","","","","-11.025706","-12.329999","","","","","","","D1 PROFILE","","","","","","",""
"60201700000301","Nodes","301","21.000000","31.191105","DDS demands","Known Flow","312720.075250","704705.343966","","0.000000","","","","","-8.630000","","","","","","","","-7.717100","-8.630000","","","","","","","D1 PROFILE","","","","","","",""
"60201700003185","Nodes","3185","21.000000","30.623274","Default Known Flow Node","Known Flow","312945.137311","704577.930932","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003052","Nodes","3052","21.000000","30.623274","Default Known Flow Node","Known Flow","312952.776313","704551.084924","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002322","Nodes","2322","21.000000","38.947623","Default Known Flow Node","Known Flow","311805.594001","701563.096111","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003032","Nodes","3032","21.000000","39.222674","Default Known Flow Node","Known Flow","311812.512548","701552.916894","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002326","Nodes","2326","21.000000","39.222674","Default Known Flow Node","Known Flow","311812.869003","701554.757109","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002304","Nodes","2304","21.000000","39.222674","Default Known Flow Node","Known Flow","311810.553002","701552.931108","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002002","Nodes","2002","21.000000","26.963615","Default Known Flow Node","Known Flow","311604.056946","702077.486251","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000077","Nodes","Bowton Road NA:15830","21.000000","26.763802","DDS demands","Known Flow","311621.443173","702207.593148","","0.000000","","","","","0.000000","","","","","","-8.579999","","-7.672389","-8.579999","","","","","","","D1 PROFILE","","","","","","PL-AF PROFILE",""
"60201700003156","Nodes","3156","21.000000","35.193836","Default Known Flow Node","Known Flow","311625.190952","701830.466184","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003030","Nodes","3030","21.000000","35.193836","Default Known Flow Node","Known Flow","311630.055953","701859.501192","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002077","Nodes","2077","21.000000","24.501526","Default Known Flow Node","Known Flow","311402.801323","702142.695579","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003237","Nodes","3237","21.000000","24.513108","DDS demands","Known Flow","311404.445473","702138.854574","","0.000000","","","","","-3.219999","","","","","","","","-2.879381","-3.219999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002042","Nodes","2042","21.000000","24.416946","Default Known Flow Node","Known Flow","311383.855093","702186.957100","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003249","Nodes","3249","21.000000","24.420889","DDS demands","Known Flow","311384.984871","702184.317752","","0.000000","","","","","-2.519999","","","","","","","","-2.253428","-2.519999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002365","Nodes","2365","21.000000","28.636058","Default Known Flow Node","Known Flow","311788.464021","702281.851024","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000054","Nodes","54","21.000000","28.706875","DDS demands","Known Flow","311788.678330","702287.270984","","0.000000","","","","","-2.900000","","","","","","","","-2.593232","-2.900000","","","","","","","D1 PROFILE","","","","","","",""
"60201700002379","Nodes","2379","21.000000","28.474487","Default Known Flow Node","Known Flow","311759.830988","702302.467312","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000273","Nodes","273","21.000000","27.676965","Default Known Flow Node","Known Flow","311695.100971","702617.661398","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002044","Nodes","2044","21.000000","26.842499","Default Known Flow Node","Known Flow","311627.484952","702206.805286","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003256","Nodes","3256","21.000000","27.063322","DDS demands","Known Flow","311644.504957","702205.157286","","0.000000","","","","","-3.079999","","","","","","","","-2.754191","-3.079999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002024","Nodes","2024","21.000000","26.735103","Default Known Flow Node","Known Flow","311654.927960","702489.478363","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002090","Nodes","2090","21.000000","26.604611","Default Known Flow Node","Known Flow","311307.028865","702628.842401","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002097","Nodes","2097","21.000000","32.432677","Default Known Flow Node","Known Flow","311363.731881","702599.516393","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003119","Nodes","3119","21.000000","32.384024","DDS demands","Known Flow","311432.028899","702685.070417","","0.000000","","","","","-1.019999","","","","","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","","","","","",""
"60201700000343","Nodes","343","21.000000","32.386720","DDS demands","Known Flow","311461.241907","702705.147422","","0.000000","","","","","-12.189999","","","","","","","","-10.900516","-12.189999","","","","","","","D1 PROFILE","","","","","","",""
"60201700002422","Nodes","2422","21.000000","28.725826","Default Known Flow Node","Known Flow","311788.721996","702288.375309","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003005","Nodes","3005","21.000000","30.506222","Default Known Flow Node","Known Flow","311920.211845","702296.401806","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700002088","Nodes","2088","21.000000","26.779501","Default Known Flow Node","Known Flow","311668.953964","702453.125353","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700003013","Nodes","3013","21.000000","26.779501","Default Known Flow Node","Known Flow","311669.022982","702454.388560","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201700000258","Nodes","258","21.000000","28.324444","DDS demands","Known Flow","311781.705994","702281.224307","","0.000000","-8.790000","","","","-23.760000","","","","","","","","-29.106793","-32.549999","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
